DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
4206776;1;2;1;70;05;50;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;97; ; ;1;2; ;12;05;935,657051275101
4206778;1;2;1;70;05;1;48;1; ;2;1;1; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;100000;55;54;85;1;1;8532;12;05;1358,12302848435
4206781;1;2;1;70;05;48;48;1; ;2;48;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;59;54;95;1;2;9500;12;05;1011,75780339687
4206783;1;2;1;70;05;2;24;1; ;2;48;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;33;54;74;1;1;7493;12;05;1204,13717087058
4206784;1;1;1;70;05;12;48;1; ;2;12;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;95;95;45;1;1;4522;12;05;877,230753496779
4206791;1;6;1;70;05;3;48;1; ;2;4;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;99;99;50;1;1;5020;12;05;776,358345173172
4206791;1;7;1;70;05;2;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;95; ; ;1;1; ;12;05;776,358345173172
4206792;1;4;1;70;05;12;64;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;79; ; ;1;1; ;12;05;1167,47949776694
4206803;1;3;1;70;05;36;60;1; ;2;156;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;59;59;85;1;2;8511;12;05;1055,61460946549
4206805;1;3;1;70;05;8;40;1; ;2;6;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;60000;79;79;18;1;1;1810;12;05;965,728213514959
4206810;1;1;1;70;05;2;48;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;79;79;18;1;1;1810;12;05;1154,85565401873
4206811;1;2;1;70;05;17;48;1; ;2;36;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;300000;32;39;71;1;2;7111;12;05;1324,29243777991
4206815;1;2;1;70;05;44;48;1; ;2;44;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;55;54;74;1;2;7493;12;05;1193,25405447183
4206829;1;3;1;70;05;12;48;1; ;2;36;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;19;19;74;1;1;7499;12;05;1115,39320728679
4206846;1;2;1;70;05;2;48;1; ;2;32;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;45;77;92;1;1;9249;12;05;1130,59718752748
4206847;1;2;1;70;05;1;48;1; ;2;1;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;79;79;18;1;1;1810;12;05;851,456196791896
4206847;1;6;1;70;05;3;48;1; ;2;3;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;1;700000;79;79;18;1;1;1810;12;05;851,456196791896
4206852;1;1;1;70;05;60;50;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;53;53;55;1;2;5529;12;05;979,10312126635
