DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
5055439;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;05;922,328256597969
5055439;1;2;1;50;05;1; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;11;1;05;922,328256597969
5055439;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;1;12; ; ; ; ; ; ;11;1;05;922,328256597969
5055440;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;05;953,821382665395
5055440;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;05;953,821382665395
5055441;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;11;1;05;1289,04213233828
5055441;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;05;1289,04213233828
5055442;1;1;1;50;05;1; ; ;1;6;PROBLEMAS DE SALUD;2;1; ; ; ; ; ; ; ; ; ; ;11;1;05;1503,20404286083
5055442;1;2;1;50;05;1; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;11;1;05;1503,20404286083
5055442;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;05;1503,20404286083
5055442;1;4;1;50;05;1; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;11;1;05;1503,20404286083
5055442;2;1;2;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;05;1503,20404286083
5055442;2;2;2;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;11;1;05;1503,20404286083
5055442;2;3;2;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;05;1503,20404286083
5055442;2;4;2;50;05;1; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;05;1503,20404286083
5055442;3;1;3;50;05;1; ; ;1;6;ENFERMO;2;2;2;2;2; ; ; ; ; ; ; ;11;1;05;1503,20404286083
5055442;3;2;3;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;05;1503,20404286083
5055442;4;1;4;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;05;1503,20404286083
5055443;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;05;818,032219355872
5055443;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;11;1;05;818,032219355872
5055443;1;3;1;50;05;1;3; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;11;1;05;818,032219355872
5055444;1;1;1;50;05;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;05;1325,18166993889
5055444;1;2;1;50;05;1; ; ;2;4; ;2;2;2;2;1;5; ;2; ;2; ; ;11;1;05;1325,18166993889
5055444;1;3;1;50;05;1; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;05;1325,18166993889
5055444;1;5;1;50;05;1;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;11;1;05;1325,18166993889
5055455;1;1;1;50;05;1; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;11;1;05;1147,88091536839
5055455;1;2;1;50;05;1; ; ;2;6;CITAS MEDICAS;2;2;2;2;2; ; ; ; ; ; ; ;11;1;05;1147,88091536839
5055456;1;1;1;50;05;1;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;11;1;05;1226,28526323362
5055456;1;2;1;50;05;1; ; ;2;6;DESCANSANDO EN CASA;2;2;2;2;2; ; ; ; ; ; ; ;11;1;05;1226,28526323362
5055456;1;3;1;50;05;1; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;11;1;05;1226,28526323362
5055457;1;1;1;50;05;1;1; ;1;6;ESTABA ENFERMA;2;2;2;1; ; ; ; ; ; ; ;1;11;1;05;1136,81584963051
5055457;1;2;1;50;05;1; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;11;1;05;1136,81584963051
5055457;1;3;1;50;05;1; ; ;3;3; ;2;2;2;2;1;8; ;2; ;2; ; ;11;1;05;1136,81584963051
