DIRECTORIO,SECUENCIA_P,ORDEN,AREA,REGIS,P7250,P7260,P7280,P7280S1,P7310,P7320,P7350,P7350S1,P7360,P7390,P7390S1,P7420,P7420S1,P7420S2,P7420S3,P7420S4,P7420S5,P7420S6,P7420S7,P7420S8,P7420S7A1,P7422,P7422S1,P9460,DSI,OFICIO1,OFICIO2,RAMA4D_D,RAMA2D_D,DPTO,fex_c_2011
570920,1,3,5,70,2,48,1,,2,2,1,,6,1,,,,,,,,,,1,,1,450000,2,1,58,58,7020,70,5,860.275.001.185.658
570920,1,5,5,70,32,48,1,,2,32,1,,6,1,,,,,,,,,,1,,2,,2,1,80,80,1921,19,5,860.275.001.185.658
570930,1,2,5,70,1,48,1,,2,24,1,,9,1,,,,,,,,,,1,,1,600000,2,1,45,15,9213,92,5,131.473.096.073.897
570941,1,2,5,70,150,48,1,,2,100,1,,6,1,,,,,,,,,,1,,2,,2,1,32,39,7499,74,5,657.365.480.369.483
570944,1,1,5,70,4,48,1,,2,4,1,,6,9,EMPEÑARIA ELECTRODOMESTICOS,,,,,,,,,1,,1,100000,2,1,79,79,1810,18,5,112.853.492.536.522
570948,1,2,5,70,20,48,1,,2,150,1,,3,2,,,,,,,,,,1,,2,,2,1,33,32,8512,85,5,104.580.340.615.116
570949,1,2,5,70,1,48,1,,2,1,1,,4,1,,,,,,,,,,1,,1,433700,2,1,83,83,2893,28,5,994.284.088.289.082
570949,1,3,5,70,3,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,5,994.284.088.289.082
570951,1,3,5,70,4,48,1,,2,4,1,,4,1,,,1,,,,,,,,,2,,2,1,5,5,112,1,5,160.570.796.765.567
570951,1,4,5,70,8,48,1,,2,8,1,,7,4,,,,,,,,,,1,,2,,2,1,3,83,2899,28,5,160.570.796.765.567
570952,1,3,5,70,150,48,1,,2,500,1,,4,1,,,,,,,,,,1,,2,,2,1,45,45,5040,50,5,540.566.959.901.193
570963,1,1,8,70,16,56,1,,2,16,1,,4,8,,,,,,,,,,1,,2,,2,1,53,53,5521,55,8,480.641.235.526.402
570982,1,3,8,70,20,48,1,,2,108,1,,6,8,,,,,,,,,,1,,2,,2,1,45,53,5521,55,8,443.104.502.650.536
570988,1,3,8,70,2,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,9,,,,8,266.236.802.488.568
570991,1,2,8,70,52,48,1,,2,180,1,,4,8,,,,,,,,,,1,,2,,2,1,16,16,3611,36,8,461.405.652.381.433
570993,1,2,8,70,36,60,3,,2,104,3,,1,1,,,,,,,,,,1,,2,,2,1,54,54,9500,95,8,480.815.216.345.485
570997,1,2,8,70,3,48,1,,2,3,1,,4,4,,,,,,,,,,1,,1,400000,2,1,45,45,5233,52,8,427.211.613.940.683
571000,1,2,8,70,30,48,1,,2,30,1,,4,1,,,,,,,,,,1,,2,,2,1,13,13,8011,80,8,443.947.660.342.452
571024,1,3,8,70,16,48,1,,2,18,1,,9,1,,,1,,,,,,,,,2,,2,1,55,55,2529,25,8,5.191.953.854.704
571024,1,4,8,70,109,48,1,,2,115,4,,3,1,,,,,,,,,,1,,2,,2,1,97,97,6041,60,8,5.191.953.854.704
571025,1,2,8,70,4,48,4,,1,,,.,,,.,.,,,,,,,,,.,,,,1,79,,,,8,573.907.402.108.357
571026,1,2,8,70,31,45,1,,2,31,1,,6,1,,,,,,,,,,1,,2,,2,1,13,13,8012,80,8,52.372.947.779.273
571042,1,5,8,70,24,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,39,,,,8,412.031.505.724.578
571048,1,4,8,70,4,50,1,,2,4,4,,1,4,,,,,,,,,,1,,2,,2,1,85,85,4542,45,8,419.078.462.010.283
571048,1,7,8,70,8,50,1,,2,8,4,,1,4,,,,,,,,,,1,,2,,2,1,13,13,8060,80,8,419.078.462.010.283
571051,1,1,8,70,2,48,1,,2,2,1,,7,9,TIENE 2 SEMANAS DE ESTAR BT Y TODAVIA TIENE EPS,,,,,,,,,1,,1,700000,2,1,45,45,5252,52,8,626.262.751.592.141
571051,1,2,8,70,24,48,1,,2,80,1,,8,1,,,,,,,,,,1,,2,,2,1,45,45,5252,52,8,626.262.751.592.141
571063,2,2,8,70,48,48,3,,2,48,3,,1,1,,,,,,,,,,1,,2,,2,1,0,54,9500,95,8,560.149.832.913.503
571072,1,3,8,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,33,,,,8,562.827.786.327.675
571076,1,3,8,70,3,48,1,,2,3,4,,2,1,,,,,,,,,,1,,1,25000,2,1,45,34,7499,74,8,525.668.597.900.185
571085,1,1,8,70,4,48,3,,2,4,3,,1,1,,,,,,,,,,1,,2,,2,1,54,54,9500,95,8,385.291.370.002.555
571109,1,1,8,70,5,48,4,,2,16,4,,1,1,,,,,,,,,,1,,2,,2,1,81,81,3611,36,8,450.360.637.452.512
571109,1,3,8,70,16,48,1,,2,48,1,,6,4,,,,,,,,,,1,,2,,2,1,32,32,5511,55,8,450.360.637.452.512
571110,1,5,8,70,3,48,1,,2,3,1,,9,9,todavia tiene derecho a la eps,ya que quedo desempleado hace solo 3 semanas,,,,,,,,,1,,1,216800,2,1,11,11,2423,24,8,441.174.870.756.794
571110,1,6,8,70,16,48,1,,2,16,1,,9,4,,,,,,,,,,1,,2,,2,1,45,45,2424,24,8,441.174.870.756.794
571112,1,4,8,70,6,48,1,,2,16,1,,9,7,,,,,,,,,,1,,2,,2,1,45,33,5211,52,8,365.648.840.424.564
571116,1,5,8,70,12,48,1,,2,12,1,,4,4,,,,,,,,,,1,,2,,2,1,55,53,5529,55,8,720.929.278.982.422
571117,1,1,8,70,36,48,1,,2,9,4,,1,2,,,,,,,,,,1,,2,,2,1,13,13,8060,80,8,89.053.553.114.299
571128,1,2,8,70,50,60,1,,2,100,2,,9,4,,,,,,,,,,1,,2,,2,1,58,58,7522,75,8,543.724.749.530.997
571129,1,2,8,70,3,48,1,,2,3,1,,9,9,aun lo cobija la eps de la empresa donde trabajaba,,,,,,,,,1,,1,2000000,2,1,2,2,1010,10,8,85.323.850.700.524
571129,1,3,8,70,6,48,1,,2,24,1,,4,2,,,,,,,,,,1,,2,,2,1,39,39,5211,52,8,85.323.850.700.524
571130,2,2,8,70,8,48,1,,2,12,1,,6,1,,,,,,,,,,1,,2,,2,1,45,45,5233,52,8,568.200.879.047.164
571135,1,6,8,70,24,60,1,,2,24,1,,9,4,,,,,,,,,,1,,2,,2,1,30,30,6021,60,8,502.421.628.891.825
571136,1,3,8,70,24,48,1,,2,18,1,,5,4,,,,,,,,,,1,,2,,2,1,45,45,5233,52,8,461.992.723.457.528
571136,1,4,8,70,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,8,461.992.723.457.528
571145,1,4,8,70,12,48,1,,2,14,1,,9,4,,,,,,,,,,1,,2,,2,1,52,45,5223,52,8,441.739.723.244.428
571149,1,4,8,70,28,48,1,,2,28,1,,9,4,,,,,,,,,,1,,2,,2,1,94,94,1594,15,8,47.979.054.976.808
571156,1,1,8,70,16,54,3,,2,26,4,,1,4,,,,,,,,,,1,,2,,2,1,54,54,7493,74,8,525.668.597.900.185
571157,1,2,8,70,26,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,8,46.711.917.621.792
571157,1,3,8,70,26,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,8,46.711.917.621.792
571166,1,2,8,70,4,48,1,,2,4,1,,3,1,,,,,,,,,,1,,2,,2,1,37,93,5272,52,8,494.840.002.228.885
571173,1,2,8,70,56,48,1,,2,416,1,,5,4,,,,,,,,,,1,,2,,2,1,32,32,7524,75,8,563.637.040.069.967
571174,1,1,8,70,26,48,1,,2,26,4,,1,2,,,,,,,,,,1,,2,,2,1,44,44,7020,70,8,89.004.553.494.282
571176,1,3,8,70,26,48,1,,2,4,4,,2,4,,,,,,,,,,1,,1,120000,2,1,95,41,1521,15,8,402.334.887.542.108
571180,1,6,8,70,52,48,1,,2,108,1,,9,4,,,,,,,,,,1,,2,,2,1,45,45,1589,15,8,416.133.291.907.565
571181,1,3,8,70,58,48,1,,2,58,1,,9,4,,,,,,,,,,1,,2,,2,1,45,33,5211,52,8,310.887.676.982.618
571194,1,2,8,70,24,48,1,,2,48,1,,9,4,,,,,,,,,,1,,2,,2,1,39,39,8511,85,8,525.062.910.241.947
571203,1,1,8,70,16,48,3,,2,20,3,,1,4,,,,,,,,,,1,,2,,2,1,54,54,9500,95,8,498.452.389.057.129
571205,2,1,8,70,8,48,1,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,1,87,98,6031,60,8,366.757.254.657.719
571228,1,2,8,70,52,48,1,,2,52,4,,2,4,,,,,,,,,,1,,2,,2,1,55,95,4521,45,8,479.461.804.012.245
571232,1,3,8,70,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,13,,,,8,447.709.612.253.868
571238,1,2,8,70,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,55,,,,8,582.884.587.133.232
571239,1,2,8,70,52,48,2,,2,208,1,,9,2,,,,,1,,,,,,,2,,2,1,44,44,6604,66,8,922.811.304.762.866
571240,1,4,8,70,52,48,1,,2,76,1,,9,4,,,,,,,,,,1,,2,,2,1,98,97,1594,15,8,581.211.320.412.442
571244,1,3,8,70,12,48,1,,2,12,1,,6,4,,,,,,,,,,1,,2,,2,1,2,39,4521,45,8,663.530.417.562.007
571246,1,1,8,70,52,48,1,,2,364,4,,1,4,,,,,,,,1,,,,2,,2,1,55,41,5239,52,8,639.175.034.320.492
571246,1,3,8,70,52,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,55,,,,8,639.175.034.320.492
571250,1,3,8,70,16,48,1,,2,16,1,,9,4,,,,,,,,,,1,,2,,2,1,3,45,5211,52,8,426.966.615.840.598
571255,1,3,8,70,2,48,1,,2,4,1,,9,1,,,,,,,,,,1,,2,,2,1,45,45,5211,52,8,463.798.352.259.817
571255,1,9,8,70,4,48,4,,2,4,1,,6,1,,,,,,,,,,1,,1,400000,2,1,97,97,7499,74,8,463.798.352.259.817
571256,1,2,11,70,16,48,1,,2,17,1,,6,1,,,,,,,,,,1,,2,,2,1,45,53,5521,55,11,204.805.436.243.124
571266,1,1,11,70,24,48,1,,2,98,1,,6,4,,,,,,,,,1,,ESTA PENSIONADA,2,,2,1,39,45,5235,52,11,127.639.572.884.122
571282,1,2,11,70,8,40,1,,2,12,1,,2,6,,,,,,,,,,1,,2,,2,1,39,45,5236,52,11,285.101.140.313.854
571283,1,3,11,70,8,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,11,289.395.220.282.641
571286,1,4,11,70,4,48,1,,2,4,1,,8,3,,,1,,,,,,,,,1,1200000,2,1,13,13,8050,80,11,258.743.345.198.131
571290,1,2,11,70,3,48,1,,2,192,1,,2,4,,,,,,,,,,1,,2,,2,1,45,45,5239,52,11,296.535.884.632.226
571306,1,3,11,70,4,48,1,,2,8,1,,4,1,,,,,,,,,,1,,2,,2,1,95,95,4521,45,11,228.638.841.685.641
571306,1,5,11,70,32,48,1,,2,96,1,,3,1,,,,,,,,,,1,,2,,2,1,45,45,5155,51,11,228.638.841.685.641
571311,1,1,11,70,20,48,1,,2,20,1,,2,8,,,,,,,,,,1,,2,,2,1,58,95,4521,45,11,257.635.870.994.769
571314,1,2,11,70,24,30,1,,2,624,1,,4,2,,,,,,,,,,1,,2,,2,1,39,97,1939,19,11,29.027.718.317.628
571325,1,3,11,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,11,344.331.618.994.295
571326,1,2,11,70,1,48,1,,2,4,1,,6,2,,,,,,,,,,1,,1,300000,2,1,55,55,9302,93,11,287.920.457.949.754
571330,1,2,11,70,3,72,1,,2,3,1,,6,6,,,,,,,,,,1,,1,550000,2,1,30,30,3611,36,11,26.233.191.926.206
571339,1,1,11,70,8,84,1,,2,12,1,,4,6,,,,,,,,,,1,,2,,2,1,58,58,4542,45,11,348.041.086.012.778
571341,1,2,11,70,4,24,1,,2,24,1,,3,1,,,,,,,,,,1,,2,,2,1,53,97,3614,36,11,20.449.603.568.096
571343,1,1,11,70,8,48,3,,2,8,3,,1,1,,,,,,,,,,1,,2,,2,1,58,58,9500,95,11,239.159.694.828.233
571345,1,2,11,70,2,60,1,,2,2,1,,5,1,,,,,,,,,,1,,1,560000,2,1,95,95,7512,75,11,225.990.191.464.465
571345,1,12,11,70,2,48,1,,2,2,1,,6,1,,,,,,,,,,1,,1,350000,2,1,95,95,4530,45,11,225.990.191.464.465
571346,1,1,11,70,4,40,1,,2,4,1,,7,8,,,,,,,,,,1,,2,,2,1,95,95,7010,70,11,224.530.936.814.578
571348,1,3,11,70,1,48,1,,2,1,4,,1,4,,,,,,,,,,1,,1,200000,2,1,95,45,5262,52,11,239.983.018.426.225
571351,1,4,11,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,39,,,,11,250.230.389.313.279
571352,1,3,11,70,20,48,1,,2,48,1,,4,2,,,,,,,,,,1,,2,,1,1,92,92,7430,74,11,292.094.988.693.564
571354,1,1,11,70,4,48,1,,2,4,1,,5,1,,,,,,,,,,1,,1,500000,2,1,95,95,4521,45,11,313.237.290.648.791
571376,1,1,11,70,32,60,5,,2,32,5,,6,6,,,,,,,,,,1,,2,,2,1,2,2,4521,45,11,194.890.128.682.522
571376,1,2,11,70,48,48,1,,2,480,2,,9,6,,,,,,,,,,1,,2,,2,1,21,30,4010,40,11,194.890.128.682.522
571376,1,3,11,70,5,48,1,,2,24,1,,6,8,,,,,,,,,,1,,2,,2,1,2,16,7421,74,11,194.890.128.682.522
571376,1,4,11,70,6,48,1,,2,32,1,,5,8,,,,,,,,,,1,,2,,2,1,2,16,7421,74,11,194.890.128.682.522
571376,1,5,11,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,32,,,,11,194.890.128.682.522
571381,1,4,11,70,2,24,1,,2,6,1,,9,2,,,,,,,,,,1,,2,,2,1,13,13,8050,80,11,212.792.399.143.255
571389,1,3,11,70,4,48,3,,2,4,3,,1,9,TIENE ESTUDIO SOCIO ECONOMICO,,,,,,,,,1,,1,98,2,1,54,54,9500,95,11,154.826.406.491.673
571390,1,5,11,70,4,16,1,,2,4,1,,3,1,,,,,,,,,,1,,1,220000,2,1,37,37,5521,55,11,197.215.869.515.813
571393,1,2,11,70,4,48,3,,2,4,3,,1,1,,,,,,,,,,1,,1,200000,2,1,54,54,9500,95,11,224.530.936.814.578
571394,1,2,11,70,24,48,1,,2,24,1,,6,4,,,,,,,,,,1,,2,,2,1,33,39,7020,70,11,166.561.050.802.955
571398,1,1,11,70,52,84,2,,2,4,1,,3,5,,,,,,,,,1,,YA  ES  PENSIONADO,1,2000000,2,1,30,30,7412,74,11,232.801.976.938.325
571434,1,1,13,70,104,48,1,,2,104,2,,9,1,,,,,,,,,,1,,2,,2,1,59,59,8512,85,13,29.227.808.006.096
571438,3,2,13,70,26,48,1,,2,26,4,,1,4,,,,,,,,,,1,,2,,2,1,9,9,7412,74,13,344.708.962.601.483
571442,1,2,13,70,8,60,4,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,1,89,89,2610,26,13,26.549.380.786.893
571450,1,2,13,70,156,48,1,,2,120,1,,9,4,,,,,,,,,,1,,2,,2,1,32,32,1591,15,13,258.529.447.775.457
571452,1,1,13,70,2,24,1,,2,8,2,,9,1,,,,,,,,,,1,,2,,2,1,39,39,7513,75,13,598.413.878.832.137
571457,1,2,13,70,8,48,1,,2,3,1,,2,2,,,,,,,,,,1,,1,150000,2,1,55,57,9302,93,13,337.736.455.602.875
571458,2,2,13,70,8,48,1,,2,4,4,,1,1,,,,,,,,,,1,,1,45000,2,1,55,55,7493,74,13,274.257.646.299.719
571459,1,2,13,70,30,48,1,,2,30,1,,5,2,,,,,,,,,,1,,2,,2,1,13,13,8043,80,13,337.736.455.602.875
571460,1,1,13,70,12,72,4,,2,12,4,,1,1,,,,,,,,,,1,,2,,2,1,98,98,6031,60,13,281.779.956.127.894
571469,1,2,13,70,12,48,1,,2,156,4,,1,1,,,,,,,,,,1,,2,,2,1,45,45,5261,52,13,279.331.111.777.032
571472,1,5,13,70,52,48,3,,2,8,1,,2,4,,,,,,,,,,1,,2,,2,1,54,53,5521,55,13,273.778.527.526.902
571489,2,2,13,70,32,40,1,,2,52,1,,9,1,,,,,,,,,,1,,2,,2,1,54,55,2423,24,13,310.112.022.519.854
571497,1,2,13,70,2,48,3,,2,2,3,,1,1,,,,,,,,,,1,,1,150000,2,1,54,54,9500,95,13,573.389.582.143.514
571498,1,3,13,70,104,48,1,,2,104,1,,6,1,,,,,,,,,,1,,2,,2,1,3,58,8060,80,13,288.604.767.712.346
571500,1,5,13,70,104,48,1,,2,156,1,,6,5,,,,,,,,,,1,,2,,2,1,58,59,9242,92,13,31.165.982.161.513
571502,1,1,13,70,8,48,1,,2,8,1,,9,5,,,,,,,,,,1,,2,,2,1,84,84,2811,28,13,317.341.209.697.216
571503,1,7,13,70,13,50,3,,2,13,3,,1,1,,,,,,,,,,1,,2,,2,1,54,54,9500,95,13,312.206.633.108.644
571504,1,6,13,70,104,48,1,,2,104,1,,9,1,,,,,,,,,,1,,2,,2,1,45,45,5211,52,13,252.898.005.943.088
571506,1,1,13,70,8,40,1,,2,8,3,,1,2,,,,,,,,,,1,,2,,2,1,54,54,9500,95,13,572.892.510.948.159
571508,1,3,13,70,4,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,44,,,,13,26.399.110.071.484
571509,1,3,13,70,104,40,1,,2,104,1,,4,1,,,,,,,,,,1,,2,,2,1,32,45,5233,52,13,285.373.242.475.915
571509,1,5,13,70,8,40,2,,2,8,2,,9,1,,,,,,,,,,1,,2,,2,1,19,19,7512,75,13,285.373.242.475.915
571513,1,3,13,70,26,48,3,,2,26,1,,5,1,,,,,,,,,,1,,2,,2,1,54,79,1810,18,13,276.190.758.993.502
571513,1,7,13,70,13,40,3,,2,13,3,,1,1,,,,,,,,,,1,,2,,2,1,54,54,9500,95,13,276.190.758.993.502
571513,2,2,13,70,4,40,3,,2,4,3,,1,1,,,,,,,,,,1,,1,350000,2,1,54,54,9500,95,13,276.190.758.993.502
571513,3,1,13,70,8,48,1,,2,8,4,,1,1,,,,,,,,,,1,,2,,2,1,45,95,4521,45,13,276.190.758.993.502
571513,3,2,13,70,1,50,3,,2,1,3,,1,1,,,,,,,,,,1,,1,200000,2,1,54,54,9500,95,13,276.190.758.993.502
571519,1,2,13,70,104,40,1,,2,208,2,,8,4,,,,,,,,,,1,,2,,2,1,32,3,8511,85,13,261.986.271.343.956
571520,1,2,13,70,52,40,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,39,,,,13,122.004.773.670.849
571524,1,3,13,70,1,40,1,,2,1,2,,8,1,,,,,,,,,,1,,1,1000000,2,1,7,7,8511,85,13,341.145.802.088.466
571542,1,2,13,70,24,48,1,,2,288,1,,3,2,,,,,,,,,,1,,2,,2,1,59,33,6715,67,13,27.254.786.514.244
571552,1,2,13,70,30,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,59,,,,13,282.635.159.249.076
571563,1,5,13,70,20,48,4,,1,,,.,,,.,.,,,,,,,,,.,,,,1,54,,,,13,307.880.656.362.619
571563,1,9,13,70,20,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,45,,,,13,307.880.656.362.619
571563,1,12,13,70,20,48,1,,2,40,1,,9,1,,,,,,,,,,1,,2,,2,1,45,45,5239,52,13,307.880.656.362.619
571564,1,2,13,70,20,48,1,,2,48,1,,2,1,,,,,,,,,,1,,2,,2,1,45,32,7411,74,13,26.876.285.697.435
571565,1,4,13,70,20,48,1,,2,60,1,,6,1,,,,,,,,,,1,,2,,2,1,53,53,5521,55,13,13.576.541.804.249
571570,1,3,13,70,48,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,53,,,,13,31.901.692.620.797
571575,1,1,13,70,52,48,1,,2,260,1,,9,1,,,1,,,,,1,,,,2,,2,1,45,45,5211,52,13,269.311.074.560.926
571575,1,2,13,70,4,48,2,,2,4,2,,9,1,,,1,,,,,1,,,,1,1100000,2,1,13,13,8043,80,13,269.311.074.560.926
571581,1,1,13,70,15,48,1,,2,25,1,,9,1,,,,,,,,1,,,,2,,2,1,87,87,2529,25,13,292.703.952.509.317
571581,1,2,13,70,4,48,1,,2,4,1,,6,1,,,,,,,,1,,,,1,900000,2,1,13,13,8043,80,13,292.703.952.509.317
571581,1,3,13,70,6,48,1,,2,5,1,,5,1,,,1,,,,,,,,,1,620000,2,1,13,13,8043,80,13,292.703.952.509.317
571589,1,2,13,70,40,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,3,,,,13,268.988.798.426.784
571601,1,3,13,70,16,48,4,,2,16,4,,1,2,,,,,,,,,,1,,2,,2,1,98,98,6031,60,13,29.442.473.319.095
571607,2,2,13,70,6,48,1,,1,,,.,,,.,.,,,,,,,,,.,,,,1,58,,,,13,323.375.587.959.129
571615,1,2,13,70,240,48,1,,2,240,1,,3,6,,,,,,,,,,1,,2,,2,1,32,32,8514,85,13,274.074.255.153.484
571616,1,2,13,70,96,24,1,,2,96,1,,4,2,,,,,,,,,,1,,2,,2,1,13,13,8011,80,13,264.753.198.232.581
571643,1,4,13,70,12,40,1,,2,12,1,,2,4,,,,,,,,,,1,,1,60000,2,1,45,45,5244,52,13,270.631.217.267.317
571644,1,3,13,70,4,40,1,,2,16,1,,3,4,,,,,,,,,,1,,2,,2,1,33,53,9249,92,13,316.645.048.044.283
571644,1,4,13,70,2,20,1,,2,20,1,,3,4,,,,,,,,,,1,,1,80000,2,1,21,37,5521,55,13,316.645.048.044.283
571654,1,1,13,70,2,40,1,,2,2,3,,1,4,,,,,,,,,,1,,1,170000,2,1,45,54,9500,95,13,290.486.435.910.363
571654,1,2,13,70,2,40,1,,2,2,3,,1,4,,,,,,,,,,1,,1,180000,2,1,45,54,9500,95,13,290.486.435.910.363
571765,1,1,17,70,2,40,4,,2,2,4,,1,1,,,,,,,,,,1,,1,200000,2,1,62,62,140,1,17,134.089.656.655.488
571767,1,2,17,70,12,40,1,,2,12,1,,9,1,,,,,,,,,,1,,2,,2,1,84,30,8512,85,17,151.515.624.686.648
571778,1,3,17,70,4,48,1,,2,6,1,,3,1,,,,,,,,,,1,,1,300000,2,1,93,93,4552,45,17,166.294.770.262.782
571779,1,2,17,70,2,48,1,,2,2,1,,9,1,,,,,,,,,,1,,1,433700,2,1,45,44,6421,64,17,174.800.607.069.673
571782,1,1,17,70,3,50,1,,2,3,1,,2,1,,,,,,,,,,1,,1,135000,2,1,93,93,5020,50,17,696.500.868.239.795
