DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
5080325;1;1;1;80; ;1;2; ; ; ; ;2; ; ;.;3; ;2; ; ; ; ;3;1;12;76;4320,95274575852
5080325;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;800000;2;1;12;76;4320,95274575852
5080338;1;2;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;76;4113,49531326379
5080338;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;76;4113,49531326379
5080341;1;2;1;80; ;1;1;3;3; ;2; ; ;9; ;2; ;2; ;2; ;300000;2;1;12;76;2751,9393384007
5080341;1;3;1;80; ;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;76;2751,9393384007
5080363;1;3;1;80;05;1;1;1;3; ;2; ; ;12;POR EMBARAZO;2; ;2; ; ; ; ;2;1;12;05;1322,44452097731
5080363;1;5;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;1322,44452097731
5080364;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;1666,47810376259
5080365;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;903,791877906956
5080372;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;1159,60156505512
5080372;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;1159,60156505512
5080372;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;828116;2;1;12;05;1159,60156505512
5080372;1;4;1;80;05;1;1;2;9;CONTRATO DE APRENDIZAJE;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;05;1159,60156505512
5080374;1;1;1;80;05;1;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;12;05;979,038297071638
5080374;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;979,038297071638
5080374;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;979,038297071638
5080376;1;1;1;80;05;1;1;1;8; ;2; ; ;1; ;2; ;2; ;1;24;828116;2;1;12;05;969,978868853507
5080376;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;969,978868853507
5080377;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;586,696163366362
5080377;1;4;1;80;05;1;1;2;8; ;2; ; ;2; ;2; ;2; ;2; ;828116;2;1;12;05;586,696163366362
5080377;1;7;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;586,696163366362
5080377;1;8;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;586,696163366362
5080377;1;9;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;586,696163366362
5080378;1;1;1;80;05;1;1;4;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;12;05;2748,31614246705
5080379;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;1277,82988614124
5080380;1;3;1;80;05;1;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;12;05;2874,09591107414
5080381;1;1;1;80;05;1;1;4;3; ;2; ; ;9; ;1;4;2; ; ; ; ;1;1;12;05;2521,42428879115
5080382;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;785,563556820838
5080385;1;1;1;80;05;1;1;2;4; ;2; ; ;4; ;1;1;2; ;2; ;828000;1;1;12;05;801,446451319804
5080385;1;4;1;80;05;1;2; ; ; ; ;1;1;8; ;2; ;2; ; ; ;828000;2;1;12;05;801,446451319804
5080385;1;5;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;801,446451319804
5080386;1;1;1;80;05;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;05;1206,20835350291
5080387;1;1;1;80;05;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;12;05;1276,64758985543
5080387;1;2;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;1276,64758985543
5080387;1;3;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;1276,64758985543
5080389;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;937,162842083322
5080391;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;936,607904677141
5080392;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;1243,83156308525
5080392;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;1243,83156308525
5080393;1;2;1;80;05;1;1;4;1; ;2; ; ;8; ;2; ;2; ;1;48;828116;2;1;12;05;2187,2834632628
5080393;1;3;1;80;05;1;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;12;05;2187,2834632628
5080394;1;1;1;80;05;1;1;2;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;12;05;2112,03704409812
5080394;1;2;1;80;05;1;1;4;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;2112,03704409812
5080395;1;1;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;1525,53019897317
5080396;1;1;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;1093,6417316314
5080396;1;3;1;80;05;1;2; ; ; ; ;1;4;1; ;2; ;2; ;1;48;828116;2;1;12;05;1093,6417316314
5080404;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;1007,60207843585
5080405;1;1;1;80;05;1;2; ; ; ; ;1;4;1; ;2; ;2; ; ; ; ;2;1;12;05;2422,03107263013
5080406;1;2;1;80;05;1;1;1;9;LA FAMILIA NO LO DEJO TRABAJAR MAS PORQUE ES MUY VICIOSO;2; ; ;8; ;2; ;2; ;1;48;828116;2;1;12;05;1778,74751469946
5080406;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;828116;2;1;12;05;1778,74751469946
5080407;1;1;1;80;05;1;1;4;7; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;12;05;1243,83156308525
5080409;1;2;1;80;05;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;12;05;700,706199911087
5080409;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;700,706199911087
5080409;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;700,706199911087
5080411;1;1;1;80;05;1;1;4;5; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;12;05;2662,30276149621
5080411;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;2662,30276149621
5080412;1;2;1;80;05;1;1;2;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;2930,81153348419
5080416;1;1;1;80;05;1;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;05;1211,01553631507
5080417;1;2;1;80;05;1;1;4;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;12;05;1192,97252923148
5080418;1;1;1;80;05;1;1;4;5; ;2; ; ;12;NO PUEDE TRABAJAR EN COLOMBIA POR SER PENSIONADO DE OTRO PAIS;3; ;2; ; ; ; ;3;1;12;05;1588,42008327672
5080418;1;2;1;80;05;1;2; ; ; ; ;1;2;9; ;2; ;2; ; ; ; ;2;1;12;05;1588,42008327672
5080422;1;1;1;80;05;1;1;2;1; ;1; ;1;9; ;2; ;2; ; ; ;1200000;2;1;12;05;734,077164087453
5080422;1;3;1;80;05;1;1;1;4; ;2; ; ;4; ;2; ;2; ;2; ;828116;2;1;12;05;734,077164087453
5080423;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;700,378420027738
5080426;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;799,709217627823
5080426;1;5;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;799,709217627823
5080426;1;6;1;80;05;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;05;799,709217627823
5080428;1;2;1;80;05;1;1;3;4; ;2; ; ;4; ;1;4;2; ;1;48;828116;1;1;12;05;1639,12375975365
5080428;1;3;1;80;05;1;1;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;12;05;1639,12375975365
5080428;1;4;1;80;05;1;1;2;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;12;05;1639,12375975365
5080429;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;1041,30082249556
5080431;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;1175,29985007964
5080432;1;2;1;80;05;1;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;05;1277,82988614124
5080432;1;3;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;1277,82988614124
5080434;1;2;1;80;05;1;1;4;6; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;1125,60324199913
5080435;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;1311,82820919722
5080435;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;1311,82820919722
5080438;1;2;1;80;05;1;1;2;8; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;12;05;1007,37492091302
5080438;1;3;1;80;05;1;1;2;8; ;2; ; ;2; ;1; ;2; ; ; ;828116;2;1;12;05;1007,37492091302
5080438;1;4;1;80;05;1;2; ; ; ; ;1;1;2; ;2; ;2; ;2; ;828116;2;1;12;05;1007,37492091302
5080439;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;700,378420027738
5080439;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;700,378420027738
5080439;1;5;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;700,378420027738
5080440;1;1;1;80;05;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;12;05;1276,64758985543
5080440;1;2;1;80;05;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;05;1276,64758985543
5080441;1;1;1;80;05;1;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;05;1248,63874589741
5080442;1;3;1;80;05;1;1;1;7; ;2; ; ;1; ;2; ;2; ;1;48;828116;2;1;12;05;1437,04795553707
5080443;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;1092,4594353456
5080443;1;2;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;1092,4594353456
5080443;1;3;1;80;05;1;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;12;05;1092,4594353456
5080444;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;1092,78721522895
5080445;1;1;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;1245,01385937105
5080447;1;1;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;1281,45477266759
5080447;1;2;1;80;05;1;1;3;8; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;12;05;1281,45477266759
5080450;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;1248,63874589741
5080452;1;1;1;80;05;1;1;2;7; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;12;05;1206,20835350291
5080453;1;1;1;80;05;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;12;05;1243,83156308525
5080453;1;2;1;80;05;1;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;05;1243,83156308525
5080454;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;1246,6218037217
5080455;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;828116;2;1;12;05;1441,30020094304
5080455;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;1441,30020094304
5080456;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;1565,96500987671
5080456;1;5;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;828116;2;1;12;05;1565,96500987671
5080458;1;1;1;80;05;1;1;4;1; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;12;05;956,785592630475
5080458;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;956,785592630475
5080459;1;2;1;80;05;1;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;1243,83156308525
5080460;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;1297,15305769212
5080461;1;2;1;80;05;1;1;1;8; ;1; ;1;9; ;2; ;2; ;1;24;828116;2;1;12;05;1521,90531244682
5080462;1;1;1;80;05;1;1;3;4; ;2; ; ;10; ;3; ;2; ;1;48;828116;3;1;12;05;1277,82988614124
5080462;1;2;1;80;05;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;05;1277,82988614124
5080462;1;3;1;80;05;1;1;1;9;POR EL VICIO LO DEJO;2; ; ;12;PERDIO EL INTERES DE TRABAJAR POR EL VICIO;2; ;2; ; ; ; ;2;1;12;05;1277,82988614124
5080463;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;853,787360455641
5080466;1;5;1;80;05;1;1;2;8; ;2; ; ;4; ;1; ;2; ;2; ;818116;2;1;12;05;1091,92436845196
5080467;1;1;1;80;05;1;1;4;8; ;2; ; ;12;POR QUE TIENE UNA DISCAPACIDAD POR ESO NO LA CONTRATAN;3; ;2; ; ; ; ;3;1;12;05;1059,64340857541
5080467;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;1059,64340857541
5080469;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;1243,83156308525
5080469;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;1243,83156308525
5080470;1;1;1;80;05;1;1;3;3; ;1; ;1;9; ;2; ;2; ;1;20;1000000;2;1;12;05;1054,83622576326
5080470;1;2;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;1054,83622576326
5080471;1;1;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;767,448128263819
5080471;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;767,448128263819
5080472;1;2;1;80;05;1;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;12;05;1260,71214439558
5080473;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;937,790200962941
5080474;1;3;1;80;05;1;1;1;8; ;2; ; ;2; ;2; ;2; ;1;24;828116;2;1;12;05;818,934520997204
5080475;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;1122,53329287896
5080476;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;852,93284405319
5080477;1;1;1;80;05;1;1;4;8; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;1211,01553631507
5080478;1;1;1;80;05;1;1;4;7; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;1364,29518740164
5080478;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;1364,29518740164
5080480;1;1;1;80;05;1;1;4;5; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;12;05;1243,83156308525
5080480;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;1243,83156308525
5080481;1;1;1;80;05;1;1;1;6; ;2; ; ;11; ;2; ;1;828116; ; ; ;2;1;12;05;971,161165139307
5080481;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;971,161165139307
5080482;1;1;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;828116;2;1;12;05;1692,60061173735
5080484;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;1281,45477266759
5080487;1;1;1;80;05;1;1;4;9;LE QUITO EL PERMISO ESPACIO PUBLICO;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;05;838,557271544357
5080487;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;838,557271544357
5080489;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;828116;2;1;12;05;1380,54840983235
5080489;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;1380,54840983235
5080490;1;1;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;1243,83156308525
5080490;1;2;1;80;05;1;1;1;1; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;05;1243,83156308525
5080491;1;1;1;80;05;1;1;3;5; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;12;05;1243,83156308525
5080491;1;2;1;80;05;1;1;4;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;05;1243,83156308525
5080495;1;1;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;1211,01553631507
5080496;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;1233,9622775412
5080496;1;6;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;828116;2;1;12;05;1233,9622775412
5080499;1;5;1;80;05;1;1;1;4; ;2; ; ;12;ACABA DE LLEGAR DE OTRO PAIS;2; ;2; ;1;48;828116;2;1;12;05;1535,84500309462
5080500;1;2;1;80;05;1;1;3;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;1126,45775840158
5080501;1;1;1;80;05;1;1;1;3; ;2; ; ;9; ;2; ;1;30000; ; ; ;2;1;12;05;1056,01852204906
5080503;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;1211,01553631507
5080504;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;903,791877906956
5080509;1;1;1;80;05;1;1;1;4; ;2; ; ;4; ;1; ;2; ;2; ;828116;2;1;12;05;1243,83156308525
5080510;1;1;1;80;05;1;1;4;3; ;2; ; ;9; ;3; ;2; ; ; ; ;3;1;12;05;1279,01218242704
5080510;1;3;1;80;05;1;1;1;8; ;2; ; ;12;PORQUE ESTA PENDIENTE DE UN CONTRATO QUE LE VA A SALIR;2; ;1;3300000;1;50;2000000;2;1;12;05;1279,01218242704
5080513;1;2;1;80;05;1;1;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;12;05;1089,16232870259
5080514;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;1243,83156308525
5080514;1;2;1;80;05;1;1;2;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;05;1243,83156308525
5080516;1;6;1;80;05;1;1;1;6; ;2; ; ;12;POR SU ENTRENAMIENTO DE FUTBOL NO LE DA EL HORARIO;2; ;1;400000;1;24;828116;2;1;12;05;844,724053820681
5080516;1;8;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;844,724053820681
5080518;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;1008,22943731547
5080518;1;5;1;80;05;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;05;1008,22943731547
5080520;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;785,563556820838
5080525;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;885,121511943755
5080532;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;1000000;2;1;12;05;1122,53329287896
5080535;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;1403,6769913607
5080537;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;667,562393257553
5080538;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;12;05;1260,71214439558
5080540;1;2;1;80;05;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;05;1056,01852204906
5080541;1;1;1;80;05;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;12;05;1211,01553631507
5080543;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;48;828116;2;1;12;05;1056,77194999726
5080544;1;2;1;80;05;1;1;4;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;12;05;937,790200962941
5080546;1;1;1;80;05;1;1;1;6; ;2; ; ;12;ESTABA CON EL ESPOSO ENFERMO EN EL HOSPITAL;2; ;2; ; ; ; ;2;1;12;05;974,558894142831
5080546;1;2;1;80;05;1;1;1;8; ;2; ; ;12;ESTABA AYUDANDO A CUIDAR EL PAPA;2; ;2; ;1;48;828116;2;1;12;05;974,558894142831
5080546;1;3;1;80;05;1;1;1;9;POR CUIDAR AL PAPA QUE ESTABA ENFERMO;2; ; ;12;AYUDAR A CUIDAR EL PAPA ESTABA ENFERMO;2; ;2; ;1;48;828116;2;1;12;05;974,558894142831
5080548;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;12;05;1277,82988614124
5080548;1;2;1;80;05;1;2; ; ; ; ;1;4;9; ;2; ;2; ; ; ; ;2;1;12;05;1277,82988614124
5080548;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;12;05;1277,82988614124
5080550;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;12;05;971,161165139307
5080551;1;1;1;80;05;1;1;2;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;05;1206,20835350291
5080552;3;2;3;80;05;1;1;1;8; ;2; ; ;5; ;2; ;2; ; ; ;828116;2;1;12;05;1046,40758430399
5080553;1;2;1;80;05;1;1;4;7; ;2; ; ;9; ;2; ;2; ;1;20;400000;2;1;12;05;969,978868853507
5080553;1;3;1;80;05;1;1;2;2; ;2; ; ;2; ;2; ;2; ;1;20;428000;2;1;12;05;969,978868853507
5080554;1;4;1;80;05;1;1;3;5; ;2; ; ;10; ;2; ;2; ;2; ;828116;2;1;12;05;1559,52852202916
5080555;1;1;1;80;05;1;1;4;1; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;12;05;1345,82653225321
5080555;1;2;1;80;05;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;12;05;1345,82653225321
