"DIRECTORIO","SECUENCIA_P","ORDEN","HOGAR","REGIS","AREA","P7250","P7260","P7280","P7280S1","P7310","P7320","P7350","P7350S1","P7360","P9460","P7390","P7390S1","P7420","P7420S1","P7420S2","P7420S3","P7420S4","P7420S5","P7420S6","P7420S7","P7420S7A1","P7420S8","P7422","P7422S1","P1806","P1519","P1883","OFICIO1","OFICIO2","RAMA2D_D","DSI","DSCY","RAMA4D_D","MES","DPTO","fex_c_2011"
4441478,1,1,1,"70","05",4,48,1,"",2,4,1,"",8,2,1,"","",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1,1600000,3000000,1,1,"02","02","45",1,1,"4530","10","05",1328.29176418724
4441493,1,2,1,"70","05",4,48,1,"",2,4,1,"",6,2,3,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,737700,737700,2,1.79769313486232e+308,"97","97","51",1,1,"5125","10","05",1235.53036609876
4441494,1,4,1,"70","05",40,20,1,"",2,40,1,"",4,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,700000,2,1.79769313486232e+308,"13","45","52",1,2,"5234","10","05",1146.2308353796
4441494,1,5,1,"70","05",48,48,1,"",2,48,2,"",9,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,1000000,2,1.79769313486232e+308,"07","07","85",1,2,"8511","10","05",1146.2308353796
4441496,1,2,1,"70","05",16,48,1,"",2,102,1,"",5,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737700,2,1.79769313486232e+308,"79","53","55",1,2,"5529","10","05",813.532981313874
4441496,1,4,1,"70","05",1,48,1,"",2,2,1,"",9,2,3,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,737700,737700,2,1.79769313486232e+308,"03","03","64",1,1,"6421","10","05",813.532981313874
4441503,1,1,1,"70","05",4,48,4,"",2,4,4,"",1,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,600000,750000,2,1.79769313486232e+308,"41","53","55",1,1,"5529","10","05",1465.79753987241
4441513,1,2,1,"70","05",70,48,1,"",2,78,1,"",2,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"38","36","60",1,2,"6021","10","05",1242.36124503268
4441514,1,3,1,"70","05",1,48,8,"",2,220,8,"",3,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"62","62","01",1,1,"0111","10","05",1028.16246408257
4441515,1,3,1,"70","05",8,48,1,"",2,12,1,"",9,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737700,2,1.79769313486232e+308,"45","38","74",1,1,"7499","10","05",1011.28701411579
4441515,1,4,1,"70","05",4,48,1,"",2,1,4,"",1,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,120000,737700,2,1.79769313486232e+308,"45","57","93",1,1,"9302","10","05",1011.28701411579
4441516,1,5,1,"70","05",16,48,1,"",2,20,1,"",4,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,900000,2,1.79769313486232e+308,"59","59","85",1,2,"8514","10","05",1402.5328107435
4441520,1,2,1,"70","05",6,48,1,"",2,12,1,"",2,2,1,"","",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,2,1.79769313486232e+308,737717,1,2,"97","98","60",1,1,"6041","10","05",1242.36124503268
4441523,1,3,1,"70","05",8,48,1,"",1,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,800000,1.79769313486232e+308,1.79769313486232e+308,"32","","",1,1,"","10","05",1329.53413994916
4441524,1,3,1,"70","05",68,48,1,"",2,68,1,"",5,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"45","45","52",1,2,"5241","10","05",1087.92835554154
4441528,1,1,1,"70","05",8,48,1,"",2,8,1,"",5,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"79","79","18",1,1,"1810","10","05",957.765980306491
4441529,1,2,1,"70","05",6,40,1,"",2,6,1,"",2,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,"17","33","55",1,1,"5529","10","05",614.195015666851
4441532,1,5,1,"70","05",32,48,1,"",2,52,1,"",9,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,180000,737700,2,1.79769313486232e+308,"45","39","64",1,2,"6421","10","05",1551.37719706264
4441533,1,2,1,"70","05",12,48,1,"",2,10,1,"",4,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737000,2,1.79769313486232e+308,"59","39","55",1,1,"5529","10","05",1267.58898947969
4441540,1,5,1,"70","05",20,48,1,"",2,20,1,"",9,2,8,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737000,2,1.79769313486232e+308,"45","44","52",1,2,"5225","10","05",1706.62348378324
4441544,1,1,1,"70","05",12,48,4,"",2,12,4,"",1,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"54","54","85",1,1,"8532","10","05",917.062204406402
4441554,1,5,1,"70","05",5,48,1,"",2,5,1,"",4,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737000,2,1.79769313486232e+308,"97","55","70",1,1,"7010","10","05",1049.83595787032
4441558,1,2,1,"70","05",14,48,1,"",2,16,1,"",2,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"53","53","55",1,2,"5521","10","05",1721.31967473952
4441569,1,3,1,"70","05",20,48,1,"",2,32,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"39","55","15",1,2,"1589","10","05",854.236757213964
4441572,1,2,1,"70","05",4,48,1,"",2,20,1,"",4,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,750000,2,1.79769313486232e+308,"95","95","45",1,1,"4521","10","05",1181.65847032514
4441605,1,2,1,"70","05",28,48,1,"",2,32,1,"",3,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737700,2,1.79769313486232e+308,"98","98","60",1,2,"6041","10","05",1492.98629725244
4441611,1,1,1,"70","05",8,48,1,"",2,12,5,"",2,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,200000,1200000,2,1.79769313486232e+308,"95","95","45",1,1,"4521","10","05",1057.66771316003
4441612,1,5,1,"70","05",12,48,4,"",2,8,4,"",1,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737700,2,1.79769313486232e+308,"98","98","60",1,1,"6031","10","05",1508.55074867766
4441622,1,3,1,"70","05",52,48,4,"",2,104,4,"",1,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"03","03","72",1,2,"7250","10","05",993.703545832153
4441623,1,4,1,"70","05",1,48,1,"",2,1,1,"",7,2,9,"COBERTURA","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,737700,737700,2,1.79769313486232e+308,"45","33","55",1,1,"5521","10","05",999.948403481821
4441625,1,5,1,"70","05",12,48,1,"",2,12,1,"",8,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,"39","45","52",1,1,"5235","10","05",1401.37885495373
4441635,1,3,1,"70","05",40,48,1,"",2,40,1,"",5,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"33","87","28",1,2,"2899","10","05",1446.60559820819
4441670,1,2,1,"70","05",2,48,4,"",2,2,4,"",1,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"75","75","17",1,1,"1743","10","05",1941.0949226076
4441682,1,2,1,"70","05",8,48,1,"",2,12,1,"",7,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"55","95","45",1,1,"4522","10","05",1612.07997177019
4441685,1,4,1,"70","05",102,48,1,"",2,340,1,"",6,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737700,2,1.79769313486232e+308,"45","45","51",1,2,"5132","10","05",1876.67623768892
4441734,1,2,1,"70","08",2,48,1,"",2,48,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,1200000,2,1.79769313486232e+308,"13","13","80",1,1,"8042","10","08",639.963900863189
4441746,1,5,1,"70","08",12,40,1,"",2,13,1,"",3,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,"",1.79769313486232e+308,2,1.79769313486232e+308,1500000,2,1.79769313486232e+308,"33","33","52",1,1,"5245","10","08",417.810984964504
4441776,1,3,1,"70","08",52,48,1,"",2,52,2,"",9,2,8,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,"39","58","75",1,2,"7522","10","08",604.920191047356
4441777,1,1,1,"70","08",4,48,1,"",2,96,4,"",1,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,730000,2,1.79769313486232e+308,"55","41","52",1,1,"5239","10","08",543.595220308462
4441777,1,4,1,"70","08",8,48,1,"",2,8,4,"",1,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,"PENSION POR SUSTITUCION",1.79769313486232e+308,2,1.79769313486232e+308,730000,2,1.79769313486232e+308,"77","95","45",1,1,"4521","10","08",543.595220308462
4441784,1,1,1,"70","08",8,48,1,"",2,52,1,"",3,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,700000,2,1.79769313486232e+308,"53","53","55",1,1,"5521","10","08",818.14701439466
4441787,1,2,1,"70","08",12,48,1,"",2,12,1,"",3,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,730000,2,1.79769313486232e+308,"98","98","60",1,1,"6042","10","08",726.583426113899
4441788,1,5,1,"70","08",4,48,1,"",1,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,900000,1.79769313486232e+308,1.79769313486232e+308,"58","","",1,1,"","10","08",639.989144621278
4441791,1,2,1,"70","08",12,48,3,"",2,12,1,"",1,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,600000,2,1.79769313486232e+308,"59","54","95",1,1,"9500","10","08",572.231515867038
4441794,1,2,1,"70","08",8,48,1,"",2,52,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,750000,2,1.79769313486232e+308,"33","45","92",1,1,"9242","10","08",670.400904735033
4441796,1,1,1,"70","08",32,48,1,"",2,5,4,"",6,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,2000000,2,1.79769313486232e+308,"03","03","45",1,2,"4542","10","08",395.689697690117
4441798,1,2,1,"70","08",20,24,1,"",2,20,1,"",6,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,850000,2,1.79769313486232e+308,"39","45","52",1,2,"5241","10","08",553.100030998234
4441804,1,7,1,"70","08",12,48,1,"",2,24,1,"",4,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,900000,2,1.79769313486232e+308,"45","45","52",1,1,"5233","10","08",276.091568182248
4441809,1,6,1,"70","08",8,48,1,"",2,8,1,"",4,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,"39","73","19",1,1,"1929","10","08",400.232614996573
4441809,1,9,1,"70","08",16,48,1,"",2,20,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,"39","97","28",1,2,"2811","10","08",400.232614996573
4441809,1,10,1,"70","08",8,48,1,"",2,8,1,"",7,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,750000,2,1.79769313486232e+308,"39","39","55",1,1,"5529","10","08",400.232614996573
4441810,1,3,1,"70","08",6,48,1,"",2,8,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,"45","45","52",1,1,"5233","10","08",592.395930667588
4441814,1,2,1,"70","08",14,40,1,"",1,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,730000,1.79769313486232e+308,1.79769313486232e+308,"45","","",1,2,"","10","08",367.662586200504
4441814,1,8,1,"70","08",8,48,1,"",2,9,1,"",9,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,"",1.79769313486232e+308,2,1.79769313486232e+308,730000,2,1.79769313486232e+308,"45","45","15",1,1,"1594","10","08",367.662586200504
4441819,1,3,1,"70","08",48,48,1,"",2,48,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,730000,2,1.79769313486232e+308,"39","03","24",1,2,"2423","10","08",604.717007099316
4441819,1,6,1,"70","08",12,48,1,"",2,24,4,"",1,2,7,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,730000,2,1.79769313486232e+308,"39","95","45",1,1,"4521","10","08",604.717007099316
4441823,1,3,1,"70","08",2,48,1,"",1,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737000,1.79769313486232e+308,1.79769313486232e+308,"59","","",1,1,"","10","08",461.294284635047
4441826,1,3,1,"70","08",6,48,1,"",2,6,2,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,900000,2,1.79769313486232e+308,"58","58","75",1,1,"7522","10","08",616.88717407562
4441828,1,3,1,"70","08",12,48,1,"",2,16,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,1100000,2,1.79769313486232e+308,"16","16","15",1,1,"1589","10","08",535.464159664684
4441828,1,4,1,"70","08",16,48,1,"",2,16,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,900000,2,1.79769313486232e+308,"39","34","63",1,2,"6332","10","08",535.464159664684
4441830,1,2,1,"70","08",12,48,1,"",2,96,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,730000,2,1.79769313486232e+308,"33","70","17",1,1,"1749","10","08",584.333062187668
4441833,1,1,1,"70","08",20,84,4,"",2,20,4,"",1,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,2,1.79769313486232e+308,900000,2,1.79769313486232e+308,"98","98","60",1,2,"6031","10","08",654.67634168279
4441851,1,1,1,"70","08",40,48,1,"",2,40,1,"",4,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,730000,2,1.79769313486232e+308,"45","45","52",1,2,"5233","10","08",580.915450335994
4441851,1,2,1,"70","08",40,48,1,"",2,40,1,"",9,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,2000000,2,1.79769313486232e+308,"07","07","85",1,2,"8511","10","08",580.915450335994
