DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S2;P5210S20;P5210S21;P5210S22;P5210S24;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;HOGAR;P4000;P4010;P4020;P4030S1;P4030S2;P4030S3;P4030S4;P4030S5;P4030S1A1;P4030S4A1;P4040;REGIS;clase;DPTO;ORDEN;AREA;fex_c_2011
1161216;1;3;2;1;1;1;1;1;3;3; ; ; ; ;170000;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;1101,85484571241
1161217;1;5;4;1;1;1;1;1;3;3; ; ; ; ;280000;1;2;1;2;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;897,966009409484
1161218;1;1;1;1;1;1;1;2;4;3; ; ; ; ;150000;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;1;2;1;2;2;1;1;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;989,013602309064
1161220;1;2;1;1;1;1;1;3;4;3; ; ; ; ;200000;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;1048,08078133978
1161222;1;5;4;1;1;1;1;1;3;4; ; ; ;500000; ;1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;3;2;1;01;1;05;1;05;1249,50080995279
1161223;1;3;2;1;1;1;1;1;4;3; ; ; ; ;280000;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;1080,36539011418
1161224;1;3;3;1;1;1;1;1;3;3; ; ; ; ;300000;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;950,238153125892
1161225;1;3;2;1;1;1;1;1;3;3; ; ; ; ;380000;1;1;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;973,991457540888
1161228;1;3;2;1;1;1;1;1;3;4; ; ; ;250000; ;1;2;1;1;1;1;2;2;1;1;2;2;2;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;1045,05151549847
1161229;1;4;2;1;1;1;1;1;4;3; ; ; ; ;280000;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;1016,63808560214
1161230;1;3;2;1;1;1;1;1;1;1; ; ;20000000;150000; ;1;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;1012,76690672406
1161231;1;3;2;1;1;1;1;1;3;4; ; ; ;300000; ;1;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;1101,85484571241
1161232;1;3;2;1;1;1;1;1;1;3; ; ; ; ;250000;1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;1026,39092551936
1161233;1;7;3;1;1;1;1;1;4;4; ; ; ;300000; ;1;1;1;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;1073,18987611125
1161234;1;4;3;1;1;1;1;1;1;1; ; ;45000000;350000; ;1;1;1;1;1;1;2;2;2;1;1;2;1;1;2;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;1120,74816935867
1161235;1;3;2;1;1;1;1;1;3;4; ; ; ;200000; ;1;2;1;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;882,131866785077
1161236;1;4;2;1;1;1;1;1;3;1; ; ;40000000;250000; ;1;1;1;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;1102,86534802806
1161237;1;5;2;1;1;1;1;1;1;3; ; ; ; ;180000;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;1090,72740940103
1161238;1;7;5;1;1;1;1;1;3;1; ; ;150000000;250000; ;1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;1013,12886041604
1161240;1;8;6;1;1;1;1;1;3;1; ; ;120000000;500000; ;1;1;1;1;1;1;2;2;2;1;2;1;2;1;1;1;1;1;1;2;1;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;1229,38595074873
1161241;1;6;2;1;1;1;1;1;3;1; ; ;70000000;350000; ;1;2;1;1;1;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;3;2;1;01;1;05;1;05;926,554414186515
1161242;1;3;1;1;1;1;1;1;1;3; ; ; ; ;200000;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;1011,64385003473
1161243;1;5;3;1;1;1;1;3;1;1; ; ;30000000;180000; ;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;1091,49282642557
1161244;1;5;3;1;1;1;1;1;3;1; ; ;35000000;200000; ;1;2;1;2;2;1;2;2;2;1;1;2;2;2;1;2;1;1;1;1;1;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;956,728993534656
1161245;1;6;2;1;1;1;1;1;3;1; ; ;30000000;300000; ;1;1;1;1;1;2;2;2;2;1;2;1;1;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;1102,86534802806
1161246;1;4;2;1;1;1;1;1;1;3; ; ; ; ;210000;1;1;1;1;1;1;2;2;2;2;1;2;1;2;2;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;1056,17895180985
1161247;1;2;1;1;1;1;1;1;1;3; ; ; ; ;160000;1;2;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;1128,37980189487
1161249;1;5;3;1;1;1;1;1;4;1; ; ;30000000;300000; ;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;1;2;1;2;1;2;1;1;1;2;2;1;01;1;05;1;05;874,154946208046
1161251;1;2;1;1;1;1;1;1;1;1; ; ;25000000;180000; ;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;2;1;2;1;2;1;2;1;1;1;1;2;1;01;1;05;1;05;1128,37980189487
1161252;1;7;3;1;1;1;1;1;3;1; ; ;99;300000; ;1;1;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;791,246788795354
1161253;1;4;1;1;1;1;1;1;1;3; ; ; ; ;420000;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;996,491415454762
1161254;1;1;1;1;1;1;1;1;4;3; ; ; ; ;150000;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;996,491415454762
1161255;1;5;4;1;1;1;1;1;4;3; ; ; ; ;500000;1;1;1;1;1;2;2;2;2;1;1;1;1;2;2;1;1;1;2;2;1;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;938,114984387235
1161256;1;2;1;1;1;1;1;1;3;1; ; ;98;200000; ;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;1058,44280062662
1161257;1;3;2;1;1;1;1;1;3;4; ; ; ;200000; ;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;1;2;1;4;1;1;1;1;1;2;2;1;01;1;05;1;05;1101,85484571241
1161258;1;3;1;1;1;1;1;1;3;3; ; ; ; ;250000;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;1;1;1;2;1;1;1;1;1;2;2;1;01;1;05;1;05;938,677582925172
1161260;1;4;3;3;1;1;1;1;3;1; ; ;30000000;25000; ;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;2;1;2;1;4;1;1;2;1;1;2;2;1;01;1;05;1;05;897,386745220399
1161262;1;5;1;1;1;1;1;1;1;4; ; ; ;400000; ;1;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2;1;2;1;2;1;1;1;3;2;1;01;1;05;1;05;1128,37980189487
1161263;1;2;1;3;1;1;1;1;4;3; ; ; ; ;150000;1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;1;2;1;2;1;2;2;1;1;2;2;1;01;1;05;1;05;1145,26689079821
1161264;1;2;1;1;1;1;1;6; ;1; ; ;30000000;2700000; ;1;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;1;4;1;2;1;1;1;3;2;1;01;1;05;1;05;1118,01778260802
1161265;1;1;1;1;1;1;1;1;1;1; ; ;20000000;200000; ;1;2;1;1;2;1;2;2;1;1;1;1;2;2;2;1;1;1;1;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;1048,08078133978
1161266;1;3;2;1;1;1;1;1;4;3; ; ; ; ;250000;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;1;2;1;4;1;2;1;1;1;2;2;1;01;1;05;1;05;1027,76552191353
1161267;1;3;2;1;1;1;1;1;5;1; ; ;10000000;100000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;1;3;1;01;1;08;1;08;731,772722014223
1161269;1;2;1;2;1;1;1;1;3;3; ; ; ; ;120000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;1;2;2;1;2;1;2;1;1;2;1;1;1;3;1;01;1;08;1;08;541,135869299279
1161270;1;3;2;2;1;1;1;1;3;5; ; ; ;150000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;2;1;1;2;1;1;1;3;1;01;1;08;1;08;685,046572577046
1161271;1;4;3;1;1;1;1;1;3;3; ; ; ; ;909000;1;2;1;1;1;1;2;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;5;3;1;01;1;08;1;08;575,123542562319
1161273;1;54;1;1;1;1;1;1;3;3; ; ; ; ;780000;1;2;1;1;1;1;2;1;1;1;2;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;5;3;1;01;1;08;1;08;513,228692066456
1161275;1;2;2;6; ;1;1;1;3;1; ; ;5000000;60000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;2;2;1;2;1;2;1;1;2;1;1;1;3;1;01;1;08;1;08;562,325059535415
1161276;1;4;3;1;1;1;1;1;3;4; ; ; ;300000; ;1;2;1;2;1;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;3;1;01;1;08;1;08;573,129925356058
1161277;1;5;3;1;1;1;1;1;3;1; ; ;60000000;300000; ;1;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;2;1;1;1;4;1;1;1;1;1;3;3;1;01;1;08;1;08;538,801300480818
1161278;1;2;1;1;1;1;1;1;3;4; ; ; ;150000; ;2;2;1;1;1;2;2;2;1;1;1;1;2;2;2;1;1;1;1;2;2;1;2;1;2;1;1;1;1;1;3;3;1;01;1;08;1;08;475,608838387391
1161279;1;1;1;1;1;1;1;2;3;1; ; ;6000000;80000; ;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;3;1;01;1;08;1;08;598,756764528005
1161280;1;2;2;1;1;1;1;1;2;1; ; ;7000000;50000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;1;1;1;1;3;1;01;1;08;1;08;528,337386272375
1161281;1;3;1;1;1;1;1;1;3;3; ; ; ; ;170000;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;2;1;1;1;1;1;1;3;1;01;1;08;1;08;528,337386272375
1161282;1;1;1;1;1;1;1;2;3;1; ; ;20000000;150000; ;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;2;2;1;1;1;2;1;1;1;1;1;1;3;1;01;1;08;1;08;513,228692066456
1161283;1;4;3;1;1;1;1;1;3;1; ; ;35000000;200000; ;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;2;1;2;2;1;2;1;4;1;1;1;1;1;1;3;1;01;1;08;1;08;510,894123247995
1161284;1;3;2;2;1;1;1;1;3;1; ; ;35000000;300000; ;1;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;2;1;1;1;2;1;1;2;1;1;1;3;1;01;1;08;1;08;648,614867584457
1161285;1;3;2;2;1;1;1;1;3;4; ; ; ;250000; ;1;2;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;1;2;2;1;1;1;4;1;1;2;1;1;1;3;1;01;1;08;1;08;538,801300480818
1161286;1;3;2;2;1;1;1;1;3;1; ; ;20000000;190000; ;2;2;1;1;1;2;2;2;1;1;2;1;2;2;2;1;1;1;1;2;2;1;1;1;4;1;1;2;1;1;1;3;1;01;1;08;1;08;443,116394391384
1161287;1;3;2;1;1;1;1;1;3;3; ; ; ; ;680000;1;2;1;1;1;1;2;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;5;3;1;01;1;08;1;08;500,751096465109
1161288;1;5;3;1;1;1;1;1;3;3; ; ; ; ;700000;1;2;1;1;1;1;2;1;2;1;2;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;5;3;1;01;1;08;1;08;452,615179247682
1161289;1;2;2;1;1;1;1;1;3;1; ; ;10000000;150000; ;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;1;2;1;2;1;1;1;1;1;1;3;1;01;1;08;1;08;535,747579043432
1161290;1;3;2;2;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;1;1;1;4;1;1;2;1;1;1;3;1;01;1;08;1;08;491,965688132553
1161291;1;3;1;2;1;1;1;1;3;1; ; ;40000000;400000; ;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;1;1;2;2;1;1;1;2;1;1;2;1;1;1;3;1;01;1;08;1;08;598,830578225771
1161292;1;4;3;1;1;1;1;1;3;1; ; ;12000000;200000; ;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;1;1;1;2;2;1;1;1;2;1;1;1;1;1;1;3;1;01;1;08;1;08;551,569649773094
1161294;1;4;3;1;1;1;1;1;3;1; ; ;110000000;900000; ;2;2;1;1;1;2;2;1;1;1;2;2;1;2;2;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;5;3;1;01;1;08;1;08;504,630350608924
1161295;1;4;3;1;1;1;1;1;3;1; ; ;230000000;2000000; ;1;2;1;1;1;1;2;1;1;1;2;2;1;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;5;3;1;01;1;08;1;08;502,429602340995
1161296;1;4;2;1;1;1;1;1;3;1; ; ;60000000;400000; ;1;1;1;1;1;1;2;2;1;1;1;2;2;2;1;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;3;3;1;01;1;08;1;08;502,186318879375
1161297;1;2;2;1;1;1;1;1;1;1; ; ;12000000;150000; ;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;1;1;2;1;2;1;1;1;1;1;1;3;1;01;1;08;1;08;578,121675631062
1161298;1;5;4;1;1;1;1;1;3;1; ; ;90000000;500000; ;1;1;2;1;1;1;2;2;1;1;2;2;1;2;1;1;1;1;1;2;1;1;1;1;4;1;1;1;1;1;3;3;1;01;1;08;1;08;450,280610429221
1161299;1;3;2;1;1;1;1;1;3;3; ; ; ; ;280000;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;3;3;1;01;1;08;1;08;503,195128194658
1161301;1;3;2;1;1;1;1;1;3;3; ; ; ; ;160000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;1;2;2;1;1;1;4;1;1;1;1;1;1;3;1;01;1;08;1;08;475,608838387391
1161303;1;4;3;1;1;1;1;1;3;3; ; ; ; ;150000;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;1;3;1;01;1;08;1;08;478,05287011694
1161304;1;1;1;1;1;1;1;1;1;3; ; ; ; ;130000;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;1;1;2;1;2;1;2;1;2;1;1;1;1;3;1;01;1;08;1;08;526,27424882115
1161306;1;3;2;2;1;1;1;1;1;1; ; ;10000000;150000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;2;2;1;1;1;3;1;01;1;08;1;08;586,032095198867
1161307;1;3;1;1;1;1;1;1;3;3; ; ; ; ;800000;1;2;1;1;1;1;2;1;1;1;2;2;1;2;1;1;1;1;1;2;1;1;2;1;4;1;1;1;1;1;5;3;1;01;1;08;1;08;538,69183756973
1161308;1;3;2;2;1;1;1;1;1;1; ; ;15000000;250000; ;2;2;1;1;2;2;2;2;1;1;2;2;1;2;2;1;1;1;1;2;2;1;1;1;2;1;2;2;1;1;1;3;1;01;1;08;1;08;515,859790671028
1161309;1;5;3;2;1;1;1;1;3;1; ; ;30000000;300000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;1;1;1;4;1;1;2;1;1;1;3;2;01;1;08;1;08;525,893354542826
1161311;1;5;4;2;1;1;1;1;3;1; ; ;25000000;250000; ;2;2;1;1;1;1;2;1;1;2;1;2;1;2;2;1;1;1;1;1;1;1;2;1;4;1;1;2;1;1;1;3;1;01;1;08;1;08;451,046136282884
1161312;1;4;2;1;1;1;1;1;3;3; ; ; ; ;1100000;1;2;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;5;3;1;01;1;08;1;08;500,751096465109
1161313;1;2;1;1;1;1;1;1;3;4; ; ; ;150000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;1;4;1;1;1;1;1;3;3;1;01;1;08;1;08;658,969318881811
1161314;1;3;1;1;1;1;1;1;3;1; ; ;98;300000; ;1;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;3;3;1;01;1;08;1;08;523,692606274898
1161317;1;3;2;1;1;1;1;4;3;4; ; ; ;150000; ;2;2;1;1;2;2;2;2;1;1;1;2;2;2;2;1;1;1;1;2;2;1;2;1;2;1;1;1;1;1;1;3;1;01;1;08;1;08;528,26357257461
1161317;2;1;1;1;2;1;1;6; ;3; ; ; ; ;50000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;1;08;1;08;528,26357257461
1161318;1;3;2;2;1;1;1;1;3;3; ; ; ; ;120000;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;1;2;1;1;1;3;1;01;1;08;1;08;505,639159924207
1161319;1;2;2;1;1;1;1;1;3;1; ; ;98;150000; ;1;2;1;1;1;2;2;2;1;1;2;2;2;2;1;2;2;2;1;2;2;1;1;1;2;1;1;1;1;1;1;3;1;01;1;08;1;08;469,243104144939
1161319;2;2;1;1;1;1;1;1;3;4; ; ; ;80000; ;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;1;08;1;08;469,243104144939
1161321;1;1;1;1;1;1;1;2;1;1; ; ;98;98; ;1;2;1;1;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;1;2;1;1;1;1;3;1;01;1;08;1;08;489,842543828561
1161322;1;2;1;1;1;1;1;1;3;3; ; ; ; ;140000;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;2;1;1;1;1;1;1;3;1;01;1;08;1;08;489,521656403004
1161323;1;4;3;1;1;1;1;1;3;1; ; ;98;150000; ;1;2;1;1;1;1;2;2;1;2;1;1;2;2;1;1;1;1;1;1;1;1;2;1;4;1;1;1;1;1;1;3;1;01;1;08;1;08;503,195128194658
1161325;1;3;2;2;1;1;1;1;3;1; ; ;98;250000; ;2;2;1;1;1;2;2;1;1;1;1;2;2;2;2;1;1;1;1;2;2;1;2;1;2;1;1;2;1;1;1;3;1;01;1;08;1;08;525,893354542826
1161326;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;1;3;1;01;1;08;1;08;547,800600403316
1161327;1;4;2;2;1;1;1;1;3;1; ; ;98;200000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;1;1;1;2;1;1;2;1;1;1;3;1;01;1;08;1;08;501,785360414408
1161328;1;3;2;2;1;1;1;1;3;1; ; ;15000000;200000; ;2;1;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;1;1;2;2;1;2;1;2;1;1;2;1;1;1;3;1;01;1;08;1;08;505,639159924207
1161329;1;3;1;1;1;1;1;1;3;4; ; ; ;500000; ;2;2;1;1;1;1;2;1;1;1;2;2;1;2;1;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;1;3;1;01;1;08;1;08;538,69183756973
1161331;1;2;1;1;1;1;1;1;3;4; ; ; ;100000; ;1;2;1;1;1;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;3;3;1;01;1;08;1;08;562,438312712674
1161331;2;2;1;1;1;1;1;1;3;4; ; ; ;100000; ;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;1;1;1;1;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;1;08;1;08;562,438312712674
1161334;1;2;1;1;1;1;1;1;2;3; ; ; ; ;70000;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;2;2;1;2;1;2;1;2;1;1;1;2;3;1;01;1;08;1;08;504,630350608924
1161335;1;3;3;1;1;1;1;1;2;4; ; ; ;100000; ;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;1;2;1;2;1;1;1;2;3;1;01;1;08;1;08;607,835654243451
1161336;1;2;1;1;1;1;1;1;3;3; ; ; ; ;130000;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;2;1;1;1;1;1;1;3;1;01;1;08;1;08;582,984149856664
1161337;1;3;2;1;1;1;1;1;3;1; ; ;18000000;150000; ;1;2;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;2;3;1;01;1;08;1;08;532,537527841747
1161338;1;3;2;1;1;1;1;1;3;3; ; ; ; ;160000;1;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;1;2;1;2;2;1;2;1;2;1;1;1;1;1;2;3;1;01;1;08;1;08;490,055693555554
1161339;1;2;1;1;1;1;1;4;4;4; ; ; ;120000; ;1;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;1;1;2;1;1;2;1;2;1;1;1;1;1;1;3;1;01;1;08;1;08;513,738371579561
1161339;2;2;1;1;2;1;1;3;3;4; ; ; ;80000; ;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1;01;1;08;1;08;513,738371579561
1161340;1;2;1;1;1;1;1;1;3;3; ; ; ; ;110000;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;2;1;1;1;1;1;1;3;1;01;1;08;1;08;523,692606274898
1161341;1;4;3;1;1;1;1;1;3;1; ; ;25000000;200000; ;1;2;1;1;1;2;2;2;1;1;2;2;2;2;1;1;1;1;1;1;2;1;1;1;4;1;1;1;1;1;2;3;1;01;1;08;1;08;476,64310233669
1161342;1;4;3;1;1;1;1;1;3;3; ; ; ; ;150000;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;1;3;1;01;1;08;1;08;622,463800191456
1161343;1;4;3;1;1;1;1;1;3;3; ; ; ; ;170000;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;1;1;4;1;1;1;1;1;1;3;1;01;1;08;1;08;596,896967872276
1161344;1;3;2;1;1;1;1;1;3;1; ; ;10000000;100000; ;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;4;1;1;1;1;1;1;3;1;01;1;08;1;08;530,781418001924
1161346;1;5;3;1;1;1;1;1;3;1; ; ;120000000;800000; ;2;2;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;2;1;1;1;4;1;1;1;1;1;4;3;1;01;1;08;1;08;476,322214911134
1161348;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;1;2;1;1;1;1;2;2;1;1;2;2;2;2;1;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;4;3;1;01;1;08;1;08;573,26374590659
1161349;1;3;2;1;1;1;1;1;3;3; ; ; ; ;350000;2;2;1;1;1;1;2;2;2;1;2;2;2;2;1;1;1;1;1;2;2;1;2;1;4;1;1;1;1;1;4;3;1;01;1;08;1;08;598,830578225771
1161350;1;4;3;1;1;1;1;1;3;3; ; ; ; ;350000;1;2;1;1;1;1;2;2;1;1;2;2;2;2;1;1;1;1;1;1;2;1;2;1;4;1;1;1;1;1;4;3;1;01;1;08;1;08;537,954103406542
1161351;1;4;3;1;1;1;1;1;3;1; ; ;20000000;200000; ;1;2;1;1;1;1;2;2;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;2;3;1;01;1;08;1;08;564,769091264964
1161352;1;3;2;1;1;1;1;1;3;1; ; ;22000000;220000; ;1;2;1;1;1;2;2;2;1;1;2;1;2;2;2;1;1;1;1;2;2;1;1;1;4;1;1;1;1;1;2;3;1;01;1;08;1;08;577,433753741335
