DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4879003;1;1;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;04;05;1119,03272563133
4879006;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;05;1181,58381093412
4879007;1;1;1;80;05;2; ; ; ; ;2; ; ;.;3; ;2; ; ; ; ;3;1;04;05;1182,63366273153
4879008;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;05;1243,28545035841
4879009;1;1;1;80;05;2; ; ; ; ;1;1;12;PORQUE SE FUE A VISITAR LOS FAMILIARES A MONTERIA;2; ;2; ; ; ; ;2;1;04;05;559,253899866314
4879009;1;3;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;04;05;559,253899866314
4879010;1;1;1;80;05;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;04;05;1067,39753776577
4879010;1;2;1;80;05;1;4;3; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;04;05;1067,39753776577
4879011;1;2;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;05;1279,50368177799
4879012;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;05;1182,10873683282
4879012;1;2;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04;05;1182,10873683282
4879013;1;3;1;80;05;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;04;05;811,146102113862
4879013;1;4;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04;05;811,146102113862
4879015;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;05;1194,37700735928
4879015;1;2;1;80;05;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;04;05;1194,37700735928
4879016;1;1;1;80;05;1;2;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;04;05;762,237659114724
4879016;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04;05;762,237659114724
4879017;1;1;1;80;05;1;3;4; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;05;1182,10873683282
4879017;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;05;1182,10873683282
4879018;1;3;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04;05;966,96804625624
4879021;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;05;1421,00732084018
4879022;1;1;1;80;05;1;3;9;TERMINACION DE CONTRATO;2; ; ;4; ;2; ;1;50000; ; ; ;2;1;04;05;1071,07114958401
4879023;1;1;1;80;05;1;3;5; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;04;05;1134,1471607855
4879023;1;2;1;80;05;1;4;5; ;1; ;3;9; ;3; ;2; ; ; ; ;3;1;04;05;1134,1471607855
4879023;1;3;1;80;05;1;4;6; ;1; ;3;12;DESMOTIVACION POR DISCAPACIDAD;2; ;2; ;1;48;828116;2;1;04;05;1134,1471607855
4879024;1;1;1;80;05;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;04;05;1088,53490587972
4879024;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;05;1088,53490587972
4879024;1;5;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04;05;1088,53490587972
4879026;1;1;1;80;05;1;1;7; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;04;05;1371,57395194234
4879026;1;2;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;04;05;1371,57395194234
4879028;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;05;1119,03272563133
4879030;1;1;1;80;05;1;2;1; ;2; ; ;6; ;2; ;2; ; ; ; ;2;1;04;05;892,673616325703
4879033;1;2;1;80;05;1;4;3; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;05;1313,82261552166
4879034;1;3;1;80;05;1;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;04;05;720,081891826421
4879034;2;1;2;80;05;1;3;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;04;05;720,081891826421
4879034;3;1;3;80;05;2; ; ; ; ;1;1;5; ;2; ;2; ; ; ; ;2;1;04;05;720,081891826421
4879035;1;1;1;80;05;1;4;7; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;04;05;1484,08333204167
4879035;1;2;1;80;05;1;4;7; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;05;1484,08333204167
4879035;1;3;1;80;05;1;4;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;05;1484,08333204167
4879036;1;1;1;80;05;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;04;05;1124,22821140059
4879036;2;1;2;80;05;1;1;8; ;2; ; ;2; ;2; ;2; ;2; ;826116;2;1;04;05;1124,22821140059
4879037;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;05;1076,79156125197
4879037;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;05;1076,79156125197
4879037;1;4;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04;05;1076,79156125197
4879039;1;3;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04;05;822,88944674161
4879039;1;5;1;80;05;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;04;05;822,88944674161
4879040;1;1;1;80;05;1;2;4; ;2; ; ;4; ;2; ;2; ;1;48;828116;2;1;04;05;1145,36557951454
4879040;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;05;1145,36557951454
4879041;1;4;1;80;05;1;1;3; ;2; ; ;9; ;2; ;2; ;2; ;828000;2;1;04;05;1179,53377638038
4879043;1;1;1;80;05;1;4;5; ;1; ;3;11; ;3; ;2; ; ; ; ;3;1;04;05;1182,10873683282
4879043;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;05;1182,10873683282
4879045;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;05;1182,10873683282
4879045;1;2;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;05;1182,10873683282
4879046;1;1;1;80;05;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;04;05;1181,58381093412
4879047;1;1;1;80;05;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;04;05;1609,94761005099
4879047;1;5;1;80;05;1;4;4; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;05;1609,94761005099
4879048;1;1;1;80;05;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;04;05;1071,07114958401
4879049;1;2;1;80;05;1;2;7; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;04;05;1013,19062415178
4879050;1;2;1;80;05;1;4;3; ;1; ;4;9; ;2; ;2; ; ; ; ;2;1;04;05;1121,65325094815
4879050;1;3;1;80;05;1;1;6; ;2; ; ;2; ;2; ;2; ;1;24;828116;2;1;04;05;1121,65325094815
4879050;1;5;1;80;05;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;04;05;1121,65325094815
4879051;1;1;1;80;05;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;05;1182,63366273153
4879052;1;1;1;80;05;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;04;05;986,394949452636
4879052;1;3;1;80;05;1;1;2; ;1; ;1;2; ;1; ;2; ; ; ;900000;2;1;04;05;986,394949452636
4879052;1;4;1;80;05;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;04;05;986,394949452636
4879052;1;5;1;80;05;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;04;05;986,394949452636
4879052;1;6;1;80;05;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;04;05;986,394949452636
4879054;1;2;1;80;05;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;04;05;1265,33611357564
