DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
2259817;1;1;1;70;05;110;48;1; ;2;110;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;2;9500;04;05;946,947700287313
2259819;1;1;1;70;05;2;48;1; ;2;2;1; ;6;8; ; ; ; ; ; ; ; ; ;1; ;1;800000;2;83;83;45;1;1;4522;04;05;1223,60377318968
2259822;1;1;1;70;05;20;48;1; ;2;20;1; ;6;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;2;1810;04;05;944,141619961711
2259822;1;4;1;70;05;2;24;1; ;2;2;1; ;3;7; ; ; ; ; ; ; ; ; ;1; ;1;150000;2;79;79;17;1;1;1750;04;05;944,141619961711
2259826;1;1;1;70;05;4;78;4; ;2;4;4; ;2;8; ; ; ; ;1; ; ; ; ; ; ;2; ;2;79;79;18;1;1;1810;04;05;1034,23193862632
2259826;1;5;1;70;05;4;78;4; ;2;4;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;79;79;18;1;1;1810;04;05;1034,23193862632
2259842;1;2;1;70;17;12;48;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;37; ; ;1;1; ;04;17;156,550291870998
2259850;1;1;1;70;17;8;48;3; ;2;52;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;45;52;1;1;5233;04;17;172,326535734707
2259867;1;1;1;70;23;2;45;1; ;2;2;1; ;4;3; ; ; ; ;1; ; ; ; ; ; ;1;650000;2;33;33;52;1;1;5231;04;23;134,773983489154
2259872;1;1;1;70;23;12;48;1; ;2;12;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;98;60;1;1;6042;04;23;139,575785343299
2259899;1;2;1;70;52;13;40;3; ;2;17;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;54;54;95;1;1;9500;04;52;187,269183150888
2259915;1;6;1;70;52;52;48;3; ;2;2;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;20000;2;54;55;95;1;2;9500;04;52;149,811635443393
2259917;1;2;1;70;52;104;50;4; ;2;3;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;10000;2;56;56;93;1;2;9301;04;52;180,954243497108
2259920;1;3;1;70;54;5;48;1; ;2;32;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;33;83;28;1;1;2811;04;54;337,026162350092
2259924;1;1;1;70;54;36;48;1; ;2;36;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;37;41;52;1;2;5225;04;54;363,566739130796
2259931;1;1;1;70;54;12;60;4; ;2;12;4; ;1;9;CON AYUDA DE AMIGOS; ; ; ; ; ; ;1; ; ; ;2; ;2;56;56;93;1;1;9301;04;54;314,178299995991
2259941;1;1;1;70;66;12;48;1; ;2;12;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;13;13;80;1;1;8060;04;66;306,200655310711
2259944;1;1;1;70;66;52;48;1; ;2;52;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;39;21;85;1;2;8511;04;66;306,200655310711
2259972;1;6;1;70;66;8;48;1; ;2;20;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;53;16;74;1;1;7494;04;66;217,748723026908
2259982;1;1;1;70;66;8;30;3; ;2;16;3; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;59;59;95;1;1;9500;04;66;220,119666403752
2260002;1;2;1;70;68;104;48;2; ;2;104;4; ;9;1; ; ; ;1; ; ; ; ; ; ; ;2; ;2;12;12;75;1;2;7512;04;68;495,282827982028
2260008;1;4;1;70;68;2;48;4; ;2;2;1; ;2;9;SISBEN; ; ; ; ; ; ; ; ;1; ;1;368000;2;71;71;14;1;1;1411;04;68;401,123822985769
2260011;1;1;1;70;68;2;24;3; ;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;2;54;54;95;1;1;9500;04;68;472,61253703266
