DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;MES;DPTO;fex_c_2011
2202736;1;2;1;70;05;52;48;1; ;2;260;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;45;77;15;1;2;1581;03;05;1069,64165954492
2202737;1;3;1;70;05;2;24;1; ;2;12;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2;34;45;52;1;1;5211;03;05;1080,35999952972
2202754;1;1;1;70;05;2;48;1; ;2;98;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;45;24;1;1;2424;03;05;937,999076904861
2202757;1;2;1;70;05;4;48;1; ;2;1;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;120000;2;79;79;18;1;1;1810;03;05;1115,53392697318
2202758;1;1;1;70;05;4;50;3; ;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;140000;2;54;54;95;1;1;9500;03;05;842,785215399075
2202758;1;2;1;70;05;1;50;1; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;45; ; ;1;1; ;03;05;842,785215399075
2202760;1;2;1;70;05;12;48;5; ;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;1200000;2;95;87;45;1;1;4541;03;05;1087,99035121228
2202761;1;5;1;70;05;6;48;1; ;2;6;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;19;19;85;1;1;8532;03;05;808,28780668771
2202768;1;3;1;70;05;4;50;1; ;2;12;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;55;54;95;1;1;9500;03;05;997,590381598947
2202771;1;2;1;70;05;4;48;1; ;2;3;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;1;515000;2;33;39;74;1;1;7499;03;05;827,133697748761
2202777;1;2;1;70;05;3;48;1; ;2;3;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;515000;2;95;95;55;1;1;5511;03;05;930,907118683292
2202778;1;2;1;70;05;3;30;4; ;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ;79; ; ;1;1; ;03;05;997,494377789266
2202782;1;1;1;70;05;4;48;1; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;30000;2;79;79;18;1;1;1810;03;05;955,07440430744
2202782;1;2;1;70;05;3;48;1; ;2;4;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;60000;2;37;92;17;1;1;1730;03;05;955,07440430744
2202785;1;2;1;70;05;12;48;1; ;2;12;1; ;7;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2;32;32;85;1;1;8532;03;05;886,964734251908
2202789;1;1;1;70;05;24;60;4; ;2;21;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2;93;93;45;1;2;4552;03;05;1093,78566320569
2202796;1;3;1;70;05;13;48;1; ;2;13;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2;95;95;45;1;1;4521;03;05;995,768205274978
