DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;FT;DPTO;fex_c_2011
2466124;1;3;1;50;05;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;1156,12070862256
2466126;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1156,12070862256
2466126;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1156,12070862256
2466126;1;3;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1156,12070862256
2466127;1;1;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;355,988273928168
2466127;1;2;1;50;05; ; ;2;4; ;2;2;2;2;1;10; ; ; ; ; ; ;07;1;05;355,988273928168
2466127;2;1;2;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;355,988273928168
2466128;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;279,461682502963
2466128;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;279,461682502963
2466128;1;3;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;279,461682502963
2466129;1;1;1;50;05; ; ;1;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;07;1;05;957,362209964849
2466129;1;2;1;50;05;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;957,362209964849
2466130;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1204,51285935778
2466130;1;2;1;50;05; ; ;2;6;MANUALIDADES;2;1; ; ; ; ; ; ; ; ; ; ;07;1;05;1204,51285935778
2466131;1;1;1;50;05; ; ;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1204,51285935778
2466131;1;2;1;50;05;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;1204,51285935778
2466132;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1068,96247178957
2466132;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1068,96247178957
2466132;1;3;1;50;05; ; ;3;6;CAMINANDO;2;2;2;2;1;11; ; ; ; ; ; ;07;1;05;1068,96247178957
2466132;1;4;1;50;05;3; ;4;3; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;1068,96247178957
2466133;1;1;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1051,69432678689
2466133;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1051,69432678689
2466133;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1051,69432678689
2466133;1;4;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1051,69432678689
2466133;1;5;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1051,69432678689
2466134;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1063,65479376084
2466134;1;2;1;50;05; ; ;1;6;VER TV;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1063,65479376084
2466134;1;3;1;50;05; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1063,65479376084
2466135;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;333,098903026234
2466135;1;2;1;50;05; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;333,098903026234
2466135;1;3;1;50;05; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;333,098903026234
2466136;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;345,761171676084
2466137;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;608,579468637837
2466137;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;608,579468637837
2466137;1;6;1;50;05; ; ;6;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;608,579468637837
2466139;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1100,08647752211
2466139;1;2;1;50;05; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1100,08647752211
2466139;1;3;1;50;05;2; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;1100,08647752211
2466139;1;4;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1100,08647752211
2466140;1;1;1;50;05; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1063,74595507954
2466141;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1123,03933961099
2466141;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1123,03933961099
2466142;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1152,53723892028
2466143;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1051,69432678689
2466143;1;2;1;50;05;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;1051,69432678689
2466143;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1051,69432678689
2466143;1;4;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1051,69432678689
2466143;1;5;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1051,69432678689
2466144;1;1;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1023,11357075128
2466144;1;2;1;50;05;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;1023,11357075128
2466145;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;775,962921358346
2466145;1;3;1;50;05;2; ;3;6;VER TV;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;775,962921358346
2466146;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;878,918975303442
2466146;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;878,918975303442
2466146;1;3;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;878,918975303442
2466146;1;4;1;50;05; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;878,918975303442
2466146;1;5;1;50;05; ; ;4;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;878,918975303442
2466146;1;7;1;50;05; ; ;7;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;878,918975303442
2466146;1;9;1;50;05; ; ;9;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;878,918975303442
2466147;1;1;1;50;05; ; ;1;6;INCAPACITADA;2;1; ; ; ; ; ; ; ; ; ; ;07;1;05;1092,97447078601
2466147;1;3;1;50;05; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1092,97447078601
2466148;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1122,6831775666
2466148;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1122,6831775666
2466148;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1122,6831775666
2466148;1;5;1;50;05; ; ;5;4; ;1; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1122,6831775666
2466148;1;6;1;50;05; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1122,6831775666
2466148;1;7;1;50;05; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1122,6831775666
2466148;1;8;1;50;05; ; ;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1122,6831775666
2466149;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1063,74595507954
2466151;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1053,41159452884
2466151;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1053,41159452884
2466151;1;3;1;50;05; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1053,41159452884
2466151;1;4;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1053,41159452884
2466153;1;1;1;50;05; ; ;1;6;VERTV;2;2;2;2;1;11; ; ; ; ; ; ;07;1;05;288,870912883845
2466153;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;288,870912883845
2466153;1;3;1;50;05; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;288,870912883845
2466153;1;4;1;50;05; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;288,870912883845
2466153;1;5;1;50;05; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;288,870912883845
2466154;1;1;1;50;05; ; ;1;6;CURSOS DE PINTURA;2;2;2;2;1;7; ;1;2; ; ; ;07;1;05;1138,58327628723
2466154;1;2;1;50;05;1; ;2;6;PASEANDO;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;1138,58327628723
2466155;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1123,03933961099
2466155;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1123,03933961099
2466156;1;1;1;50;05; ; ;1;6;CAMINAR;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1034,24805577026
2466156;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1034,24805577026
2466157;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;957,362209964849
2466157;1;2;1;50;05;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;957,362209964849
2466158;1;1;1;50;05; ; ;1;6;CAMINAR;1; ; ; ; ; ; ; ; ; ; ; ;07;1;05;987,019988160093
2466158;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;987,019988160093
2466158;1;3;1;50;05; ; ;3;6;DEPORTE;2;1; ; ; ; ; ; ; ; ; ; ;07;1;05;987,019988160093
2466158;1;4;1;50;05; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;987,019988160093
2466158;1;5;1;50;05; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;987,019988160093
2466159;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;793,322131409551
2466159;1;2;1;50;05; ; ;2;6;DLIGENCIAS MEDICAS;2;1; ; ; ; ; ; ; ; ; ; ;07;1;05;793,322131409551
2466159;1;3;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;793,322131409551
2466160;1;1;1;50;05; ; ;1;6;CAMINAR;2;1; ; ; ; ; ; ; ; ; ; ;07;1;05;1057,72998113758
2466160;1;4;1;50;05; ; ;4;6;VACACIONES;1; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1057,72998113758
2466162;1;1;1;50;05;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;1096,50300781983
2466162;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1096,50300781983
2466163;1;1;1;50;05; ; ;1;6;VACACIONES;2;1; ; ; ; ; ; ; ; ; ; ;07;1;05;210,772045286938
2466163;1;2;1;50;05;6; ;2;6;VER TELEVISION;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;210,772045286938
2466164;1;1;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;351,011561662662
2466164;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;351,011561662662
2466165;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;372,985765812011
2466165;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;372,985765812011
2466166;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1065,3720615028
2466166;1;2;1;50;05; ; ;2;3; ;2;2;2;2;1;12; ; ; ; ; ; ;07;1;05;1065,3720615028
2466167;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;841,714282144777
2466167;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;841,714282144777
2466168;1;1;1;50;05;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;1170,03853887554
2466168;1;2;1;50;05; ; ;2;6;CUIDANDO EL JARDIN;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1170,03853887554
2466169;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1032,29069249124
2466170;1;1;1;50;05; ; ;1;4; ;2;2;1; ; ; ; ; ; ; ; ; ;07;1;05;1009,33783040235
2466170;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1009,33783040235
2466170;1;3;1;50;05; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1009,33783040235
2466171;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1077,43053410977
2466171;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1077,43053410977
2466172;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1255,39528723236
2466172;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1255,39528723236
2466172;1;3;1;50;05; ; ;3;4; ;2;2;1; ; ; ; ; ; ; ; ; ;07;1;05;1255,39528723236
2466172;1;4;1;50;05; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1255,39528723236
2466173;1;1;1;50;05; ; ;2;6;INCAPACITADA;1; ; ; ; ; ; ; ; ; ; ; ;07;1;05;361,353857807335
2466173;1;2;1;50;05; ; ;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ;07;1;05;361,353857807335
2466174;1;1;1;50;05; ; ;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1101,80374526407
2466174;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1101,80374526407
2466174;1;3;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1101,80374526407
2466175;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;999,094631170351
2466175;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;999,094631170351
2466175;1;3;1;50;05; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;999,094631170351
2466175;1;4;1;50;05; ; ;2;6;DEPORTE;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;999,094631170351
2466176;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1021,39630300932
2466176;1;2;1;50;05; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1021,39630300932
2466176;1;3;1;50;05;2; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;1021,39630300932
2466177;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1136,86600854528
2466177;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1136,86600854528
2466177;1;3;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1136,86600854528
2466178;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1154,4034408806
2466178;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1154,4034408806
2466178;1;3;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1154,4034408806
2466178;1;4;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1154,4034408806
2466179;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;330,54112357922
2466179;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;330,54112357922
2466179;1;3;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;330,54112357922
2466181;1;1;1;50;05; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1011,05509814431
2466181;1;2;1;50;05;1; ;2;6;TRAER MATERIAL PARA  AUTOCONSTRUCCION DE LA VIVIENDA;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;1011,05509814431
2466182;1;1;1;50;05; ; ;1;4; ;2;2;2;2;1;8; ;2; ;2; ; ;07;1;05;838,930936910775
2466182;1;2;1;50;05;1; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;838,930936910775
2466182;1;4;1;50;05; ; ;1;6;JUGAR;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;838,930936910775
2466183;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1073,99599862586
2466183;1;2;1;50;05;3; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;1073,99599862586
2466183;1;3;1;50;05;1; ;3;3; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;1073,99599862586
2466183;1;4;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1073,99599862586
2466184;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1075,71326636781
2466184;1;2;1;50;05; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1075,71326636781
2466184;1;3;1;50;05; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;07;1;05;1075,71326636781
2466185;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1023,11357075128
2466185;1;2;1;50;05; ; ;2;6;DESCANSANDO;2;1; ; ; ; ; ; ; ; ; ; ;07;1;05;1023,11357075128
2466186;1;1;1;50;05; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;07;1;05;1063,65479376084
2466186;1;2;1;50;05;1; ;2;3; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;1063,65479376084
2466186;1;3;1;50;05;1; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;07;1;05;1063,65479376084
