DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7495;P7500;P7500S1;P7500S2;P7500S3A1;P7500S2A1;P7500S1A1;P7500S3;P7505;P7510S3;P7510S4;P7510S6;P7510S2A1;P7510S4A1;P7510S6A1;P7510S5A1;P7510S3A1;P7510S1A1;P7510S5;P7510S1;P7510S2;CLASE;DPTO;AREA;fex_c_2011
549827;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;979,927493275208
549827;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;979,927493275208
549828;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;990,814067776427
549828;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;990,814067776427
549828;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;990,814067776427
549828;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;990,814067776427
549829;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;902,783160569435
549829;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;902,783160569435
549829;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;902,783160569435
549829;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;902,783160569435
549830;1;1;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;7200000;2;1;2;1;05;05;745,97542247423
549831;1;1;95;1; ;1;1; ;866000;200000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;745,97542247423
549833;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;941,874637172221
549833;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;941,874637172221
549834;1;1;95;1; ;1;2; ; ;560000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;649,672299625571
549834;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;649,672299625571
549834;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;649,672299625571
549834;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;649,672299625571
549834;1;5;95;1; ;2;1; ;433700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;649,672299625571
549835;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1132,07396816115
549836;1;1;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;12000000;2;1;2;1;05;05;752,17063214989
549836;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;752,17063214989
549839;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;4000000; ; ; ;2;2;2;1;05;05;1132,07396816115
549840;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;906,885455161081
549840;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;906,885455161081
549840;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;906,885455161081
549840;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;906,885455161081
549841;1;1;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;1500000;2;1;2;1;05;05;807,306217694646
549841;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;807,306217694646
549842;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1016,87960088327
549842;1;2;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;2400000;2;1;2;1;05;05;1016,87960088327
549842;1;3;95;1; ;1;2; ; ;800000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1016,87960088327
549842;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1016,87960088327
549843;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;889,53294247059
549843;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;889,53294247059
549843;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;889,53294247059
549843;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;889,53294247059
549843;1;8;95;1; ;2;1; ;433700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;889,53294247059
549844;1;1;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;3600000;2;1;2;1;05;05;1025,35373828169
549844;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1025,35373828169
549845;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;52000; ; ; ;2;2;2;1;05;05;1086,67819788838
549845;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1086,67819788838
549846;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;52000; ; ; ;2;2;2;1;05;05;1128,83334858301
549846;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1128,83334858301
549847;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1331,69514484113
549847;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1331,69514484113
549847;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1331,69514484113
549847;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1331,69514484113
549847;1;5;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1331,69514484113
549847;1;6;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1331,69514484113
549849;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1728,89812623243
549849;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1728,89812623243
549850;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1861,21509652602
549850;1;2;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;120000;2;1;2;1;05;05;1861,21509652602
549851;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;52000; ; ;500000;2;1;2;1;05;05;922,32363948624
549851;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;922,32363948624
549852;1;1;95;1; ;2;1; ;433700; ;2;1;2;2;2; ; ; ; ; ;300000;2;1;2;1;05;05;745,97542247423
549853;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;972,30685183804
549854;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;922,32363948624
549854;1;2;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;98;2;1;2;1;05;05;922,32363948624
549855;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;240000; ; ; ;2;2;2;1;05;05;952,766372921234
549855;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;952,766372921234
549855;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;952,766372921234
549856;1;1;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;800000;2;1;2;1;05;05;1385,10569130987
549856;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1385,10569130987
549856;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1385,10569130987
549856;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1385,10569130987
549857;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;96000;250000; ; ;1;2;2;1;05;05;972,30685183804
549858;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;52000; ; ; ;2;2;2;1;05;05;1040,79728012823
549858;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1040,79728012823
549858;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1040,79728012823
549859;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;859,09537028339
549859;1;2;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;108000; ; ;150000;2;1;2;1;05;05;859,09537028339
549859;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;859,09537028339
549860;1;1;95;1; ;2;1; ;433700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;745,97542247423
549861;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;707,339792991046
549861;1;2;95;1; ;2;1; ;1080000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;707,339792991046
549861;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;707,339792991046
549861;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;707,339792991046
549862;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;52000; ; ; ;2;2;2;1;05;05;975,370525929887
549862;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;975,370525929887
549862;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;975,370525929887
549863;1;1;95;1; ;2;1; ;433700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1132,57080878364
549863;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1132,57080878364
549863;1;3;95;1; ;2;1; ;25000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1132,57080878364
549863;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1132,57080878364
549863;1;5;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;150000;2;1;2;1;05;05;1132,57080878364
549865;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;853,838568717434
549865;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;853,838568717434
549865;1;3;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;3600000;2;1;2;1;05;05;853,838568717434
549866;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;990,814067776427
549866;1;2;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;52000; ; ; ;2;2;2;1;05;05;990,814067776427
549866;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;990,814067776427
549866;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;990,814067776427
549867;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;78000; ; ; ;2;2;2;1;05;05;689,04501757859
549867;1;2;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;52000; ; ; ;2;2;2;1;05;05;689,04501757859
549867;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;689,04501757859
549867;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;689,04501757859
549867;1;5;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;689,04501757859
549869;1;1;95;1; ;1;2; ; ;150000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;518,34749276829
549869;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;518,34749276829
549869;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;518,34749276829
549870;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;378,661502671423
549870;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;378,661502671423
549870;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;378,661502671423
549871;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;52000; ; ; ;2;2;2;1;05;05;466,469745703201
549871;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;466,469745703201
549871;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;466,469745703201
549871;1;4;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;2400000;2;1;2;1;05;05;466,469745703201
549872;1;1;95;1; ;1;2; ; ;150000;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;403,653108847323
549872;1;2;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;52000; ; ; ;2;2;2;1;05;05;403,653108847323
549873;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;516,487189859427
549873;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;516,487189859427
549873;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;516,487189859427
549874;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1035,96959020185
549874;1;2;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;420000; ; ; ;2;2;2;1;05;05;1035,96959020185
549874;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1035,96959020185
549874;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1035,96959020185
549875;1;1;95;1; ;2;1; ;2033700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;749,039096566076
549875;1;2;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;264000; ; ; ;2;2;2;1;05;05;749,039096566076
549875;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;749,039096566076
549877;1;1;95;1; ;1;2; ; ;150000;2;1;2;2;2; ; ; ; ; ;600000;2;1;2;1;05;05;459,629982697197
549877;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;459,629982697197
549877;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;459,629982697197
549877;1;4;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;3500000;2;1;2;1;05;05;459,629982697197
549877;1;6;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;1500000;2;1;2;1;05;05;459,629982697197
549879;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1135,41616086468
549879;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1135,41616086468
549879;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1135,41616086468
549880;1;1;95;1; ;2;1; ;700000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;759,26486194466
549880;1;2;95;2; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ; ;4320000;2;1;2;1;05;05;759,26486194466
549882;1;1;95;1; ;2;1; ;433700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;825,813433633032
549882;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;825,813433633032
549882;1;3;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;120000; ; ; ;2;2;2;1;05;05;825,813433633032
549882;1;4;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;49000; ; ; ;2;2;2;1;05;05;825,813433633032
549882;1;5;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;825,813433633032
549883;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1090,78049248003
549883;1;2;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;49000; ; ; ;2;2;2;1;05;05;1090,78049248003
549884;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;66000; ; ; ;2;2;2;1;05;05;1010,35970794103
549885;1;1;95;1; ;2;1; ;1380000; ;2;1;2;2;2;5000000; ; ; ; ; ;2;2;1;1;05;05;459,629982697197
549885;1;2;95;1; ;2;1; ;2400000; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;459,629982697197
549885;1;3;95;2; ; ; ; ; ; ; ;1;2;2;2;4000000; ; ; ; ;2500000;2;1;1;1;05;05;459,629982697197
549886;1;1;95;2; ; ; ; ; ; ; ;1;2;2;2;12000000; ; ; ; ; ;2;2;1;1;05;05;971,268231338241
549886;1;3;95;2; ; ; ; ; ; ; ;1;2;2;2;2000000; ; ; ; ; ;2;2;1;1;05;05;971,268231338241
549886;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;971,268231338241
549887;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;120000; ; ; ;2;2;2;1;05;05;1090,78049248003
549887;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1090,78049248003
549888;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;360000; ; ; ;2;2;2;1;05;05;772,973630193935
549888;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;772,973630193935
549888;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;772,973630193935
549888;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;772,973630193935
549888;1;5;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;772,973630193935
549889;1;1;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1645,91368509147
549889;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1645,91368509147
549889;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1645,91368509147
549889;1;4;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1645,91368509147
549890;1;1;95;1; ;2;1; ;433700; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;903,821781069234
549890;1;2;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;903,821781069234
549891;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;108000; ; ; ;2;2;2;1;05;05;990,819229024221
549891;1;2;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;102000; ; ; ;2;2;2;1;05;05;990,819229024221
549891;1;5;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;990,819229024221
549892;1;1;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;72000; ; ; ;2;2;2;1;05;05;1047,96841005951
549892;1;2;95;2; ; ; ; ; ; ; ;1;2;2;1; ; ;49000; ; ; ;2;2;2;1;05;05;1047,96841005951
549892;1;3;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1047,96841005951
549892;1;5;95;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1;05;05;1047,96841005951
