DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
5418315;1;1;1;70;05;1;120;48;1; ;2;52;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;45;45;1;2;04;4752;05;1372,91994297666
5418318;1;5;1;70;05;1;60;48;1; ;2;108;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;41;03;95;1;2;04;4112;05;1117,14010098282
5418343;1;7;1;70;05;1;8;48;1; ;2;8;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;56;53;53;1;1;04;5611;05;2432,21197521844
5418343;1;11;1;70;05;1;8;48;1; ;2;72;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;56;53;53;1;1;04;5611;05;2432,21197521844
5418344;1;2;1;70;05;1;28;48;1; ;2;28;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;92;45;45;1;2;04;9200;05;1372,91994297666
5418350;1;2;1;70;05;1;52;48;1; ;2;48;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;41;95;95;1;2;04;4112;05;1338,95634650463
5418355;1;4;1;70;05;1;24;48;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;90;17;17;1;2;04;9007;05;1397,43439684607
5418356;1;1;1;70;05;1;52;48;1; ;2;12;4; ;1;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;96;33;59;1;2;04;9609;05;1205,91330267624
5418361;1;3;1;70;05;1;6;48;1; ;2;6;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;96;39;39;1;1;04;9609;05;1272,40529449629
5418367;1;1;1;70;05;1;6;60;1; ;2;6;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;41;95;95;1;1;04;4111;05;1285,65512264334
5418367;1;2;1;70;05;1;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;720000; ; ; ;45; ;1;1;04;.;05;1285,65512264334
5418370;1;2;1;70;05;1;52;48;1; ;2;52;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;56;33;53;1;2;04;5611;05;1496,3345610556
5418375;1;1;1;70;05;1;12;48;1; ;2;12;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;07;71;71;1;1;04;0722;05;1115,60091740211
5418375;1;2;1;70;05;1;65;48;1; ;2;104;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;45;45;1;2;04;4719;05;1115,60091740211
5418379;1;2;1;70;05;1;12;48;3; ;2;56;1; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;14;54;79;1;1;04;1410;05;1612,88679103272
5418390;1;3;1;70;15;1;12;20;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;97; ;1;1;04;.;15;116,751288005219
5418397;1;3;1;70;15;1;24;40;1; ;2;24;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;45;45;1;2;04;4771;15;158,731175834562
5418400;1;1;1;70;15;1;12;48;1; ;2;12;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;42;95;95;1;1;04;4210;15;124,751456043881
5418400;1;2;1;70;15;1;36;48;1; ;2;36;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;68;55;55;1;2;04;6820;15;124,751456043881
5418416;1;1;1;70;17;1;4;48;4; ;2;3;4; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;1;99;1200000;2; ;95;97;03;1;1;04;9522;17;174,124578295331
5418421;1;4;1;70;17;1;4;48;1; ;2;3;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;180000;1014980;2; ;43;93;93;1;1;04;4330;17;390,582273525412
5418422;1;1;1;70;17;1;8;48;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;43;03;03;1;1;04;4321;17;373,275310369614
5418423;1;2;1;70;17;1;60;48;1; ;2;60;1; ;5;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1500000;2; ;87;19;19;1;2;04;8730;17;110,073259746504
5418431;1;4;1;70;17;1;6;48;1; ;2;6;4; ;2;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1100000;2; ;47;34;40;1;1;04;4711;17;117,860204001021
5418436;1;5;1;70;17;1;8;48;1; ;2;1;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;41;95;95;1;1;04;4112;17;196,504096937473
5418440;1;2;1;70;17;1;12;48;1; ;2;12;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;68;70;34;1;1;04;6810;17;240,569541506516
5418443;1;2;1;70;17;1;20;48;1; ;2;20;1; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1014980;2; ;81;45;55;1;2;04;8121;17;163,882145198697
5418446;1;1;1;70;17;1;48;48;3; ;2;48;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;97;54;54;1;2;04;9700;17;178,744349040346
5418447;1;2;1;70;17;1;12;48;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;43;93;93;1;1;04;4330;17;120,976262858731
5418447;1;5;1;70;17;1;48;48;1; ;2;48;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;41;95;95;1;2;04;4111;17;120,976262858731
5418451;1;1;1;70;17;1;6;48;1; ;2;6;1; ;4;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1500000;1;1;64;44;33;1;1;04;6412;17;148,078893930204
5418464;1;1;1;70;18;1;48;48;1; ;2;48;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;970000;2; ;41;95;95;1;2;04;4111;18;124,18744315539
5418464;1;3;1;70;18;1;1;48;1; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;930000;2; ;43;99;93;1;1;04;4330;18;124,18744315539
5418464;1;4;1;70;18;1;4;48;1; ;2;46;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;930000;2; ;86;32;32;1;1;04;8621;18;124,18744315539
5418467;1;2;1;70;18;1;1;48;1; ;2;1;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;45;53;99;1;1;04;4520;18;84,173062053749
5418468;1;2;1;70;18;1;4;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;53; ;1;1;04;.;18;53,9842359973473
5418470;1;3;1;70;18;1;1;48;1; ;2;1;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;930000;2; ;97;53;54;1;1;04;9700;18;158,229476562893
5418473;1;3;1;70;18;1;52;48;4; ;2;52;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;960000;2; ;47;54;33;1;2;04;4773;18;47,8909155209798
5418480;1;2;1;70;18;1;12;40;1; ;2;15;1; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;68;45;58;1;1;04;6820;18;76,599550853338
5418482;1;2;1;70;18;1;1;40;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;41;95;95;1;1;04;4111;18;91,3244005025307
5418484;1;2;1;70;18;1;3;40;1; ;2;15;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;650000;2; ;47;45;45;1;1;04;4762;18;47,8909155209798
5418488;1;4;1;70;18;1;3;40;3; ;2;50;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;97;54;54;1;1;04;9700;18;94,1156795998122
5418490;1;1;1;70;18;1;30;40;1; ;2;48;4; ;1;2;2; ; ; ; ;1; ; ; ; ; ; ;2; ;1000000;2; ;93;58;39;1;2;04;9312;18;112,432645761125
5418492;1;1;1;70;19;1;4;48;4; ;2;4;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;1;500000;98;2; ;47;45;44;1;1;04;4759;19;131,171168206518
5418493;1;2;1;70;19;1;3;48;4; ;2;42;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;98;2; ;97;55;54;1;1;04;9700;19;131,278423831556
5418495;1;2;1;70;19;1;52;45;1; ;2;52;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;94;08;21;1;2;04;9491;19;183,3684632856
5418499;1;2;1;70;19;1;3;50;4; ;2;3;4; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;500000;800000;2; ;41;95;95;1;1;04;4111;19;155,578682032158
5418509;1;2;1;70;23;1;20;48;1; ;2;20;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;56;53;53;1;2;04;5619;23;149,777438587836
5418515;1;2;1;70;27;1;9;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1800000; ; ; ;12; ;1;1;04;.;27;33,7079120023222
5418519;1;1;1;70;27;1;52;48;1; ;2;52;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;41;02;02;1;2;04;4112;27;151,68560401045
5418520;1;2;1;70;27;1;48;40;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2000000; ; ; ;13; ;1;2;04;.;27;33,7079120023222
5418525;1;2;1;70;27;1;8;40;2; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ; ;13; ;1;1;04;.;27;33,7079120023222
5418529;1;1;1;70;27;1;4;48;1; ;2;4;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;97;03;54;1;1;04;9700;27;38,0477191753625
5418529;1;3;1;70;27;1;4;48;1; ;2;4;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;86;59;59;1;1;04;8621;27;38,0477191753625
5418535;1;3;1;70;27;1;24;40;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;41;95;95;1;2;04;4112;27;33,7079120023222
5418536;1;1;1;70;27;1;24;40;2; ;2;24;2; ;8;2;1; ; ; ;1; ; ; ; ; ; ; ;2; ;2000000;1;1;84;13;05;1;2;04;8413;27;33,7079120023222
5418543;1;1;1;70;27;1;4;48;4; ;2;5;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1600000;2; ;31;81;81;1;1;04;3110;27;151,68560401045
5418546;1;2;1;70;27;1;30;40;2; ;2;30;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;3000000;2; ;84;12;12;1;2;04;8424;27;54,7418606724009
5418546;1;6;1;70;27;1;16;20;3; ;2;16;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;97;54;54;1;2;04;9700;27;54,7418606724009
5418549;1;4;1;70;27;1;18;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ; ;12; ;1;2;04;.;27;52,5957092539768
5418553;1;2;1;70;41;1;50;40;1; ;2;50;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;1;2;86;59;59;1;2;04;8621;41;144,002651464006
5418557;1;4;1;70;41;1;18;40;1; ;2;26;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;47;33;33;1;2;04;4711;41;166,375688870954
5418559;1;3;1;70;41;1;10;45;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2500000; ; ; ;02; ;1;1;04;.;41;147,487723539132
5418561;1;1;1;70;50;1;3;45;4; ;2;3;4; ;8;2;1; ; ;1; ; ; ; ; ; ; ; ;1;1800000;2000000;1;1;42;02;02;1;1;04;4210;50;359,12312698004
5418562;1;2;1;70;50;1;2;48;1; ;2;2;1; ;3;2;3; ; ; ; ; ; ; ; ; ; ;1;1;800000;1000000;2; ;41;95;95;1;1;04;4111;50;311,814943407815
5418562;1;3;1;70;50;1;3;48;1; ;2;3;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;908000;2; ;56;53;53;1;1;04;5611;50;311,814943407815
5418568;1;1;1;70;50;1;104;48;1; ;2;104;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;31;81;81;1;2;04;3110;50;252,40845771439
5418571;1;2;1;70;50;1;3;48;4; ;2;3;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;1;1000000;1000000;2; ;73;92;92;1;1;04;7310;50;231,68512084625
5418572;1;1;1;70;50;1;4;48;1; ;2;4;1; ;7;2;7; ; ; ; ; ; ; ; ; ; ;1;1;920000;1500000;2; ;47;98;98;1;1;04;4773;50;359,12312698004
5418572;1;2;1;70;50;1;12;48;1; ;2;12;4; ;1;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;47;07;41;1;1;04;4719;50;359,12312698004
5418573;1;3;1;70;50;1;24;24;1; ;2;36;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;47;45;45;1;2;04;4759;50;161,193972941476
5418584;1;2;1;70;50;1;28;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ; ;11; ;1;2;04;.;50;274,812535763292
5418595;1;2;1;70;52;1;17;40;1; ;2;17;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;84;06;06;1;2;04;8412;52;155,1316867958
5418602;1;3;1;70;52;1;8;48;1; ;2;4;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;200000;600000;2; ;47;45;45;1;1;04;4771;52;532,044316875788
5418603;1;2;1;70;52;1;52;20;1; ;2;60;4; ;9;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;84;12;12;1;2;04;8412;52;282,461098721181
5418611;1;3;1;70;52;1;52;40;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;30000;2000000;2; ;43;03;03;1;2;04;4321;52;181,373799812607
5418622;1;2;1;70;54;1;52;48;1; ;2;104;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;96;39;57;1;2;04;9602;54;242,047212807074
5418624;1;1;1;70;54;1;8;45;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;81;55;55;1;1;04;8121;54;388,644649851712
5418625;1;1;1;70;54;1;15;48;4; ;2;18;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;14;79;74;1;2;04;1410;54;647,277383162429
5418625;2;1;2;70;54;1;24;48;4; ;2;24;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;14;79;79;1;2;04;1410;54;647,277383162429
5418627;1;3;1;70;54;1;2;40;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;900000;900000;2; ;49;98;98;1;1;04;4921;54;270,617350621546
5418627;1;4;1;70;54;1;4;48;3; ;2;4;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;900000;2; ;97;54;54;1;1;04;9700;54;270,617350621546
5418627;1;5;1;70;54;1;12;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1000000; ; ; ;44; ;1;1;04;.;54;270,617350621546
5418627;1;6;1;70;54;1;2;40;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;1000000;1200000;2; ;49;98;98;1;1;04;4921;54;270,617350621546
5418628;1;2;1;70;54;1;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;950000; ; ; ;33; ;1;1;04;.;54;406,322701109711
5418629;1;1;1;70;54;1;13;48;3; ;2;18;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;81;54;55;1;1;04;8121;54;389,26398318603
5418630;1;1;1;70;54;1;4;48;4; ;2;36;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;81;55;55;1;1;04;8121;54;341,155609133144
5418630;1;3;1;70;54;1;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ; ;59; ;1;1;04;.;54;341,155609133144
5418633;1;1;1;70;54;1;8;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;47;45;45;1;1;04;4773;54;489,042336424591
5418635;1;2;1;70;54;1;30;48;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908000; ; ; ;45; ;1;2;04;.;54;229,388878521421
5418639;1;6;1;70;54;1;6;48;1; ;2;8;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;41;95;95;1;1;04;4111;54;346,175326105491
5418641;1;2;1;70;54;1;2;48;4; ;2;2;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;800000;2; ;52;97;97;1;1;04;5224;54;330,764725625766
5418646;1;1;1;70;54;1;4;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1014980;2; ;15;80;80;1;1;04;1522;54;352,737229868627
5418646;1;3;1;70;54;1;4;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1014980;2; ;15;45;80;1;1;04;1522;54;352,737229868627
5418648;1;2;1;70;54;1;2;60;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;47;45;41;1;1;04;4772;54;471,990996135373
5418649;1;1;1;70;54;1;12;24;4; ;2;36;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1014980;2; ;81;55;55;1;1;04;8121;54;477,460715689108
5418653;1;4;1;70;54;1;12;48;4; ;2;12;4; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1500000;1;1;85;13;13;1;1;04;8544;54;391,961515176885
5418660;1;3;1;70;54;1;12;48;1; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;41;95;95;1;1;04;4111;54;278,052503926139
5418662;1;3;1;70;54;1;12;40;4; ;2;12;1; ;5;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;73;95;95;1;1;04;7310;54;361,363120401325
5418663;1;3;1;70;54;1;52;48;1; ;2;52;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;85;13;13;1;2;04;8530;54;617,629849915064
5418665;1;3;1;70;54;1;8;40;1; ;2;12;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;06;02;02;1;1;04;0610;54;342,346346361249
5418669;1;1;1;70;54;1;52;48;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;14;45;79;1;2;04;1410;54;324,167092054155
5418675;1;3;1;70;54;1;52;48;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;13;59;59;1;2;04;1313;54;465,976966089605
5418682;1;2;1;70;63;1;52;48;4; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908000; ; ; ;53; ;1;2;04;.;63;158,715106767583
5418684;1;7;1;70;63;1;4;54;4; ;2;4;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;01;62;62;1;1;04;0161;63;221,140537530764
5418686;1;1;1;70;63;1;52;48;4; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;97;54;54;1;2;04;9700;63;134,57422710322
5418686;1;2;1;70;63;1;4;54;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;800000;880000;2; ;95;93;93;1;1;04;9524;63;134,57422710322
5418692;1;2;1;70;63;1;22;54;4; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;41;95;95;1;2;04;4111;63;130,901791846375
5418692;1;3;1;70;63;1;30;54;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;980000;2; ;41;95;95;1;2;04;4111;63;130,901791846375
5418693;1;2;1;70;63;1;12;40;3; ;2;192;3; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;97;55;54;1;1;04;9700;63;130,901791846375
5418695;1;1;1;70;63;1;20;48;3; ;2;20;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;97;05;55;1;2;04;9700;63;134,57422710322
5418696;1;1;1;70;63;1;16;48;1; ;2;48;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;56;53;53;1;2;04;5619;63;116,19308256529
5418707;1;3;1;70;63;1;40;48;1; ;2;52;2; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;84;37;58;1;2;04;8423;63;164,21973897953
5418709;1;1;1;70;63;1;24;48;1; ;2;70;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;45;45;1;2;04;4773;63;191,954739348405
5418710;1;1;1;70;63;1;40;48;4; ;2;40;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;81;55;55;1;2;04;8121;63;158,096790919048
5418716;1;3;1;70;63;1;108;42;1; ;2;180;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;46;97;97;1;2;04;4649;63;127,131141516806
5418716;1;4;1;70;63;1;5;54;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;41;95;95;1;1;04;4111;63;127,131141516806
5418718;1;3;1;70;63;1;48;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1800000; ; ; ;42; ;1;2;04;.;63;155,889375488321
5418720;1;1;1;70;63;1;30;42;4; ;2;13;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;95;84;84;1;2;04;9529;63;134,57422710322
5418726;1;2;1;70;63;1;20;48;1; ;2;48;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;95;45;1;2;04;4759;63;149,669631853029
5418726;1;5;1;70;63;1;12;48;1; ;2;12;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;42;97;97;1;1;04;4210;63;149,669631853029
5418727;1;1;1;70;63;1;84;48;1; ;2;88;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;3; ;84;58;58;1;2;04;8422;63;226,016796398991
5418728;1;1;1;70;63;1;5;50;4; ;2;54;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;46;44;45;1;1;04;4649;63;123,853566518881
5418736;1;1;1;70;63;1;4;44;1; ;2;350;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;56;33;53;1;1;04;5611;63;158,096790919048
5418748;1;2;1;70;63;1;4;24;4; ;2;48;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;56;55;45;1;1;04;5619;63;172,754211091968
5418755;1;1;1;70;63;1;40;50;1; ;2;6;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;41;95;95;1;2;04;4111;63;130,803576773651
5418761;1;2;1;70;63;1;8;50;1; ;2;2;1; ;2;2;3; ; ; ; ; ; ; ; ; ; ;1;1;1000000;1600000;2; ;31;81;81;1;1;04;3110;63;137,950017173869
5418763;1;2;1;70;63;1;16;48;8; ;2;16;8; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;01;62;62;1;2;04;0123;63;126,467319201627
