"DIRECTORIO","SECUENCIA_P","ORDEN","HOGAR","REGIS","AREA","P7250","P7260","P7280","P7280S1","P7310","P7320","P7350","P7350S1","P7360","P9460","P7390","P7390S1","P7420","P7420S1","P7420S2","P7420S3","P7420S4","P7420S5","P7420S6","P7420S7","P7420S7A1","P7420S8","P7422","P7422S1","P1806","P1519","P1883","OFICIO1","OFICIO2","RAMA2D_D","DSI","DSCY","RAMA4D_D","MES","DPTO","fex_c_2011"
4417182,1,5,1,"70","05",12,48,1,"",2,104,1,"",2,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,1000000,2,1.79769313486232e+308,"59","45","51",1,1,"5132","09","05",1175.09691180211
4417191,1,2,1,"70","05",156,156,1,"",2,156,1,"",9,2,9,"PAGA PARTICULAR","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,1500000,2,1.79769313486232e+308,"02","02","45",1,2,"4530","09","05",1043.3793837793
4417193,1,3,1,"70","05",52,48,1,"",2,78,1,"",9,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"40","11","52",1,2,"5211","09","05",1019.60726791436
4417194,1,1,1,"70","05",4,48,4,"",2,4,4,"",1,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,"DE LA PENSION",1.79769313486232e+308,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"79","79","52",1,1,"5271","09","05",1067.53064735
4417198,1,2,1,"70","05",16,48,1,"",2,16,1,"",6,1,1,"","",1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,2,1.79769313486232e+308,737717,1,1,"39","39","18",1,2,"1810","09","05",1260.43565058865
4417202,1,2,1,"70","05",4,48,1,"",2,4,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,770000,1200000,2,1.79769313486232e+308,"97","97","15",1,1,"1589","09","05",906.29062428914
4417202,1,6,1,"70","05",259,48,1,"",2,259,1,"",1,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"98","98","60",1,2,"6021","09","05",906.29062428914
4417210,1,1,1,"70","05",2,48,1,"",2,2,1,"",9,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,810000,900000,2,1.79769313486232e+308,"39","39","18",1,1,"1810","09","05",1343.3855608017
4417216,1,1,1,"70","05",6,50,4,"",2,6,4,"",2,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,"79","79","18",1,1,"1810","09","05",1260.43565058865
4417216,1,2,1,"70","05",6,50,4,"",2,6,4,"",2,9,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,"79","79","18",1,1,"1810","09","05",1260.43565058865
4417218,1,2,1,"70","05",32,48,1,"",2,32,1,"",3,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"55","53","55",1,2,"5521","09","05",1218.91523250628
4417236,1,2,1,"70","05",52,48,1,"",2,52,1,"",2,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"45","57","93",1,2,"9302","09","05",1000.12078469798
4417236,1,5,1,"70","05",4,48,1,"",2,4,1,"",1,2,8,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"55","54","85",1,1,"8532","09","05",1000.12078469798
4417253,1,4,1,"70","05",3,30,1,"",2,3,1,"",2,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,75000,600000,2,1.79769313486232e+308,"53","45","52",1,1,"5231","09","05",969.105303034625
4417257,1,4,1,"70","05",1,72,1,"",2,1,1,"",9,2,9,"POR COBERTURA","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,1110000,737717,2,1.79769313486232e+308,"58","58","80",1,1,"8050","09","05",777.719855488656
4417259,1,5,1,"70","05",4,48,1,"",2,8,1,"",8,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"45","95","45",1,1,"4521","09","05",931.836486657261
4417260,1,1,1,"70","05",16,48,1,"",2,8,1,"",6,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"59","53","55",1,2,"5521","09","05",1213.04104549803
4417266,1,3,1,"70","05",24,48,1,"",2,32,1,"",5,2,7,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,1500000,2,1.79769313486232e+308,"07","07","85",1,2,"8512","09","05",1189.26892963309
4417270,1,3,1,"70","05",4,56,1,"",2,4,1,"",3,2,6,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,800000,737717,2,1.79769313486232e+308,"37","37","55",1,1,"5521","09","05",1236.28438701795
4417280,1,4,1,"70","05",28,24,1,"",2,28,1,"",3,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"45","53","55",1,2,"5521","09","05",888.921469777465
4417284,1,6,1,"70","05",12,48,1,"",2,12,1,"",6,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,650000,2,1.79769313486232e+308,"95","95","45",1,1,"4530","09","05",1279.05286092421
4417285,1,3,1,"70","05",36,48,1,"",2,36,1,"",5,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"45","39","52",1,2,"5233","09","05",1134.10218439903
4417286,1,3,1,"70","05",1,48,1,"",2,4,1,"",8,2,9,"COBERTURA","",1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1,1800000,2000000,2,1.79769313486232e+308,"02","42","19",1,1,"1925","09","05",979.606405524666
4417288,1,2,1,"70","05",33,48,1,"",2,999,1,"",5,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737700,2,1.79769313486232e+308,"59","53","92",1,2,"9242","09","05",1144.07759620978
4417289,1,3,1,"70","05",24,48,1,"",2,24,1,"",8,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,900000,2,1.79769313486232e+308,"45","38","74",1,2,"7499","09","05",922.704562957394
4417300,1,3,1,"70","05",24,48,1,"",2,52,1,"",4,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"45","45","52",1,2,"5234","09","05",1281.97575527682
4417300,1,8,1,"70","05",24,48,1,"",2,104,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"55","55","85",1,2,"8511","09","05",1281.97575527682
4417300,1,12,1,"70","05",52,48,1,"",2,50,1,"",3,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"55","45","52",1,2,"5233","09","05",1281.97575527682
4417300,1,15,1,"70","05",4,48,1,"",2,52,1,"",4,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"55","45","52",1,1,"5233","09","05",1281.97575527682
4417308,1,13,1,"70","05",6,48,1,"",2,6,4,"",1,2,8,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737000,2,1.79769313486232e+308,"45","41","52",1,1,"5229","09","05",980.978269183693
4417313,1,2,1,"70","05",2,48,1,"",2,48,1,"",2,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"45","45","52",1,1,"5231","09","05",1189.26892963309
4417317,1,1,1,"70","05",6,48,1,"",2,3,1,"",8,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,2000000,2,1.79769313486232e+308,"19","07","85",1,1,"8511","09","05",1088.57071720261
4417325,1,2,1,"70","05",12,48,1,"",2,12,1,"",9,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"45","38","74",1,1,"7499","09","05",1158.86816527736
4417331,1,2,1,"70","05",4,48,1,"",2,98,1,"",3,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"53","53","55",1,1,"5529","09","05",1199.39471834635
4417339,1,5,1,"70","05",4,48,1,"",2,40,1,"",2,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,90000,737000,2,1.79769313486232e+308,"45","45","55",1,1,"5529","09","05",556.171416533776
4417340,1,1,1,"70","05",2,48,1,"",2,2,1,"",5,2,9,"POR COBERTURA","",1.79769313486232e+308,1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1,1200000,1000000,2,1.79769313486232e+308,"53","53","55",1,1,"5529","09","05",1242.68734837122
4417342,1,2,1,"70","05",16,48,1,"",2,38,1,"",3,2,3,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"45","53","55",1,2,"5529","09","05",875.650456402565
4417345,1,3,1,"70","05",52,48,1,"",2,52,1,"",4,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,90000,640000,2,1.79769313486232e+308,"55","55","65",1,2,"6512","09","05",954.134160049944
4417348,1,1,1,"70","05",3,48,1,"",2,16,1,"",3,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,1200000,2,1.79769313486232e+308,"45","45","52",1,1,"5233","09","05",965.09425392058
4417349,1,2,1,"70","05",36,48,1,"",2,46,1,"",9,2,3,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"97","45","52",1,2,"5244","09","05",886.305019460841
4417352,1,1,1,"70","05",24,48,1,"",2,24,1,"",4,2,7,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,1000000,2,1.79769313486232e+308,"95","95","45",1,2,"4521","09","05",1088.19156949685
4417359,1,1,1,"70","05",4,54,1,"",2,4,1,"",4,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,600000,850000,2,1.79769313486232e+308,"95","95","45",1,1,"4522","09","05",1053.91835114187
4417367,1,1,1,"70","05",76,48,1,"",2,76,1,"",7,2,8,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,1000000,1,4,"85","58","85",1,2,"8512","09","05",1088.19156949685
4417368,1,2,1,"70","05",30,48,1,"",1,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737717,1.79769313486232e+308,1.79769313486232e+308,"38","","",1,2,"","09","05",859.24113596072
4417373,1,2,1,"70","05",16,48,1,"",2,18,1,"",6,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737700,2,1.79769313486232e+308,"79","79","18",1,2,"1810","09","05",1345.96798017476
4417373,1,5,1,"70","05",3,48,1,"",2,3,1,"",3,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,800000,600000,2,1.79769313486232e+308,"95","95","45",1,1,"4521","09","05",1345.96798017476
4417376,1,3,1,"70","05",4,48,1,"",2,4,1,"",7,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"95","95","52",1,1,"5241","09","05",1215.24431716534
4417377,1,3,1,"70","05",12,24,1,"",2,27,1,"",3,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,500000,2,1.79769313486232e+308,"33","97","15",1,1,"1589","09","05",992.877418899566
4417382,1,2,1,"70","05",2,24,1,"",2,2,1,"",3,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,800000,737000,2,1.79769313486232e+308,"33","33","70",1,1,"7020","09","05",1426.42639696644
4417392,1,2,1,"70","05",4,48,4,"",1,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,737717,1.79769313486232e+308,1.79769313486232e+308,"41","","",1,1,"","09","05",1127.84884968503
4417393,1,3,1,"70","05",4,48,1,"",2,8,1,"",9,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"58","58","80",1,1,"8050","09","05",1149.95178321802
4417396,1,3,1,"70","05",48,48,1,"",2,52,1,"",6,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"95","83","28",1,2,"2899","09","05",1117.34774719499
4417400,1,4,1,"70","05",12,48,1,"",2,156,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"13","45","15",1,1,"1511","09","05",1000.49993240374
4417409,1,4,1,"70","05",1,48,1,"",2,2,1,"",4,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,680000,737717,2,1.79769313486232e+308,"58","58","45",1,1,"4521","09","05",854.61038654995
4417417,1,2,1,"70","05",4,48,1,"",2,4,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,320000,900000,2,1.79769313486232e+308,"32","45","52",1,1,"5233","09","05",1053.91835114187
4417420,1,2,1,"70","05",2,48,1,"",2,2,1,"",8,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,2000000,2000000,2,1.79769313486232e+308,"11","11","51",1,1,"5125","09","05",1043.75853148506
4417425,1,1,1,"70","05",24,48,1,"",2,24,1,"",5,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"39","33","52",1,2,"5211","09","05",862.532903595901
4417445,1,1,1,"70","05",24,48,1,"",2,24,1,"",2,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737700,2,1.79769313486232e+308,"45","45","52",1,2,"5224","09","05",1202.16079530223
4417472,1,2,1,"70","08",8,48,1,"",2,104,1,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,"ES PENSIONADA POR SU TRABAJO",1.79769313486232e+308,2,1.79769313486232e+308,1000000,3,1.79769313486232e+308,"21","21","50",1,1,"5030","09","08",599.762252549672
4417475,1,5,1,"70","08",104,48,1,"",2,8,1,"",4,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"38","03","45",1,2,"4530","09","08",209.234993252034
4417479,1,3,1,"70","08",2,48,1,"",2,4,4,"",9,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,800000,2,1.79769313486232e+308,"32","32","75",1,1,"7512","09","08",497.847601666082
4417481,1,7,1,"70","08",12,48,1,"",2,52,1,"",8,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"38","35","60",1,1,"6042","09","08",432.524800035175
4417486,1,1,1,"70","08",8,24,1,"",1,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,".",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,750000,1.79769313486232e+308,1.79769313486232e+308,"54","","",1,1,"","09","08",527.336390993992
4417499,1,1,1,"70","08",104,48,1,"",2,28,1,"",2,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"45","45","52",1,2,"5233","09","08",501.464582895276
4417499,1,4,1,"70","08",4,48,1,"",2,20,1,"",9,2,8,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"57","45","64",1,1,"6421","09","08",501.464582895276
4417506,1,5,1,"70","08",8,48,1,"",2,12,1,"",9,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,1200000,2,1.79769313486232e+308,"45","39","85",1,1,"8512","09","08",546.486136498846
4417518,1,1,1,"70","08",24,48,1,"",2,14,1,"",2,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737000,2,1.79769313486232e+308,"53","53","55",1,2,"5529","09","08",967.264686152015
4417518,1,4,1,"70","08",6,48,1,"",2,6,1,"",3,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,750000,2,1.79769313486232e+308,"97","97","55",1,1,"5529","09","08",967.264686152015
4417518,1,6,1,"70","08",2,48,1,"",2,3,1,"",9,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,250000,800000,2,1.79769313486232e+308,"45","32","80",1,1,"8042","09","08",967.264686152015
4417518,1,9,1,"70","08",3,48,1,"",2,4,1,"",5,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,1,600000,750000,2,1.79769313486232e+308,"45","45","52",1,1,"5233","09","08",967.264686152015
4417518,1,11,1,"70","08",3,48,1,"",2,6,1,"",3,2,7,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,750000,2,1.79769313486232e+308,"45","45","55",1,1,"5529","09","08",967.264686152015
4417534,1,3,1,"70","08",24,48,1,"",2,24,1,"",6,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"55","55","70",1,2,"7020","09","08",547.981696271755
4417534,1,5,1,"70","08",24,48,1,"",2,24,1,"",7,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"58","58","74",1,2,"7492","09","08",547.981696271755
4417535,1,2,1,"70","08",24,48,1,"",2,416,1,"",2,2,8,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,700000,2,1.79769313486232e+308,"59","59","52",1,2,"5231","09","08",629.157588196471
4417537,1,6,1,"70","08",8,48,1,"",2,20,1,"",9,2,4,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"55","99","93",1,1,"9309","09","08",611.758230461738
4417539,1,1,1,"70","08",52,48,1,"",2,52,4,"",2,2,1,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,737717,2,1.79769313486232e+308,"33","61","01",1,2,"0118","09","08",572.287846869937
4417542,1,1,1,"70","08",30,48,1,"",2,32,1,"",5,2,2,"","",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,"",1,2,1.79769313486232e+308,780000,2,1.79769313486232e+308,"53","53","55",1,2,"5529","09","08",639.794130956348
