DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P9460;OFICIO1;OFICIO2;RAMA2D_D;DSI;DSCY;RAMA4D_D;DPTO;AREA;fex_c_2011
926522;1;3;1;70;1;24;48;1;;2;32;1;;3;1;;;;;;;;;;1;;2;;2;45;45;52;1;2;5239;5;5;48.503.847.408.009
926522;1;6;1;70;1;20;50;4;;2;20;4;;2;1;;;1;;;;;;;;;2;;2;2;2;45;1;2;4521;5;5;48.503.847.408.009
926527;1;2;1;70;1;45;48;1;;2;48;1;;5;4;;;;;;;;;;1;;2;;2;58;58;51;1;2;5133;5;5;758.890.086.490.388
926531;1;6;1;70;1;32;48;1;;2;32;1;;9;2;;;;;;;;;;1;;2;;2;45;55;34;1;2;3420;5;5;104.911.246.477.604
926556;1;1;1;70;1;16;60;4;;2;16;4;;1;2;;;1;;;;;;;;;2;;2;81;81;36;1;2;3611;5;5;831.838.513.643.117
926559;1;3;1;70;1;40;30;1;;2;16;4;;1;1;;;;;;;;;;1;;2;;2;85;13;80;1;2;8060;5;5;893.289.622.289.999
926567;1;2;1;70;1;98;48;1;;2;98;1;;2;8;;;;;;;;;;1;;2;;2;55;45;52;1;2;5239;5;5;92.416.319.654.105
926567;1;3;1;70;1;16;48;1;;2;16;1;;9;1;;;;;;;;;;1;;2;;2;45;39;51;1;2;5141;5;5;92.416.319.654.105
926572;1;4;1;70;1;98;48;1;;2;98;1;;3;1;;;;;;;;;;1;;2;;2;45;45;52;1;2;5225;5;5;100.328.704.541.865
926575;1;2;1;70;1;8;48;3;;2;24;1;;9;1;;;;;;;;;;1;;2;;2;54;44;93;1;1;9303;5;5;842.341.877.191.259
926576;1;1;1;70;1;98;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;45;;;1;2;;5;5;653.835.061.902.686
926578;1;1;1;70;1;34;48;1;;2;36;1;;4;8;;;;;;;;;;1;;2;;2;55;55;55;1;2;5512;5;5;622.961.487.651.634
926578;1;3;1;70;1;8;48;1;;2;104;1;;3;8;;;;;;;;;;1;;2;;2;45;86;55;1;1;5530;5;5;622.961.487.651.634
926581;1;3;1;70;1;4;48;1;;2;104;1;;9;4;;;;;;;;;;1;;2;;2;79;79;18;1;1;1810;5;5;734.097.084.605.017
926584;1;1;1;70;1;24;48;1;;2;104;2;;9;1;;;;;;;;;;1;;2;;2;58;58;75;1;2;7524;5;5;621.630.899.144.357
926589;1;2;1;70;1;12;48;4;;2;98;4;;4;1;;;;;;;;;;1;;2;;2;80;80;19;1;1;1921;5;5;758.223.324.208.624
926601;1;4;1;70;1;32;48;1;;2;100;1;;3;1;;;;;;;;;;1;;2;;2;37;45;52;1;2;5233;5;5;15.910.963.865.038
926602;1;4;1;70;1;32;24;1;;2;35;1;;4;1;;;;;;;;;;1;;2;;2;45;45;52;1;2;5233;5;5;584.110.491.625.467
926604;1;2;1;70;1;100;48;1;;2;100;1;;3;2;;;;;;;;;;1;;2;;2;34;53;55;1;2;5521;5;5;857.295.341.754.001
926610;1;2;1;70;1;50;24;1;;2;24;4;;1;1;;;;;;;;;;1;;2;;2;59;45;52;1;2;5262;5;5;82.509.296.711.002
926612;1;2;1;70;1;24;48;1;;2;100;4;;1;1;;;;;;;;;;1;;2;;2;55;54;85;1;2;8532;5;5;934.326.716.140.005
926614;1;2;1;70;1;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;59;;;1;1;;5;5;894.815.749.272.891
926616;1;3;1;70;1;32;48;1;;2;3;1;;2;4;;;;;;;;;;1;;1;80000;2;95;95;45;1;2;4521;5;5;795.548.193.251.899
926621;1;3;1;70;1;4;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;37;;;1;1;;5;5;82.642.176.750.295
926622;1;1;1;70;1;50;48;1;;2;52;4;;1;1;;;;;;;;;;1;;2;;2;95;58;74;1;2;7492;5;5;88.733.901.699.152
926635;1;7;1;70;1;5;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;79;;;1;1;;5;5;132.607.478.417.777
926639;1;2;1;70;1;36;48;1;;2;36;1;;9;1;;;;;;;;;;1;;2;;2;34;34;63;1;2;6340;5;5;583.747.883.971.763
926643;1;5;1;70;1;8;48;1;;2;8;1;;2;8;;;;;;;;;;1;;2;;2;95;83;28;1;1;2811;5;5;998.556.595.551.883
926647;1;3;1;70;1;32;48;1;;2;32;1;;5;1;;;;;;;;;;1;;2;;2;0;44;74;1;2;7499;5;5;92.898.950.328.621
926653;1;2;1;70;1;10;48;1;;2;10;1;;2;1;;;;;;;;;;1;;2;;2;95;95;45;1;1;4521;5;5;748.857.857.290.656
926654;1;3;1;70;1;24;48;1;;2;24;1;;2;1;;;;;;;;;;1;;2;;2;95;95;45;1;2;4521;5;5;878.166.241.950.655
926657;1;4;1;70;1;2;48;1;;2;2;1;;8;7;;;;;;;;;;1;;1;461500;2;33;33;93;1;1;9303;5;5;681.851.920.663.567
926661;1;2;1;70;1;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;95;;;1;1;;5;5;530.536.303.374.095
926662;1;3;1;70;1;24;48;1;;2;24;1;;9;4;;;;;;;;;;1;;2;;2;32;45;52;1;2;5211;5;5;727.349.749.957.573
926670;1;2;1;70;1;3;48;3;;2;12;4;;1;1;;;;;;;;1;;;;1;80000;2;54;54;74;1;1;7493;5;5;693.660.541.038.884
926676;1;4;1;70;1;52;48;1;;2;52;1;;7;4;;;;;;;;;;1;;2;;2;38;45;15;1;2;1530;5;5;854.606.263.249.206
926676;1;6;1;70;1;20;48;4;;2;20;4;;2;3;;;;;;;;;;1;;1;700000;2;12;12;74;1;2;7411;5;5;854.606.263.249.206
926678;1;4;1;70;1;10;48;4;;2;12;1;;9;1;;;;;;;;;;1;;2;;2;45;45;52;1;1;5225;5;5;839.315.245.924.488
926687;1;2;1;70;1;1;48;4;;2;52;4;;2;2;;;;;;;;;;1;;2;;2;57;57;93;1;1;9302;5;5;100.002.243.072.553
926690;1;4;1;70;1;2;48;4;;2;4;3;;1;4;;;;;;;;;;1;;1;250000;2;54;54;95;1;1;9500;5;5;621.630.899.144.357
926692;1;1;1;70;1;5;48;1;;2;5;1;;5;3;;;;;1;;;;;;;1;1200000;2;2;2;45;1;1;4530;5;5;689.829.342.438.683
926698;1;4;1;70;1;1;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;44;;;1;1;;5;5;709.599.364.411.621
926701;1;1;1;70;1;4;48;1;;2;4;1;;3;3;;;;;;;;;;1;;1;500000;2;98;98;51;1;1;5139;5;5;88.733.901.699.152
926706;1;2;1;70;1;52;48;1;;2;52;1;;2;1;;;;;;;;;;1;;2;;2;45;53;15;1;2;1551;5;5;604.951.836.676.787
926712;1;4;1;70;1;3;48;4;;1;;;.;;;.;.;;;;;;;;;.;;;;54;;;1;1;;5;5;972.190.072.498.376
926723;1;2;1;70;1;6;48;1;;2;18;1;;3;1;;;;;;;;;;1;;2;;2;45;45;52;1;1;5233;5;5;583.747.883.971.763
926724;1;2;1;70;1;3;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;59;;;1;1;;5;5;689.466.734.784.979
926728;1;4;1;70;1;4;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;84;;;1;1;;5;5;720.702.916.689.734
926729;1;1;1;70;1;2;48;4;;2;52;4;;1;1;;;;;;;;;;1;;2;;2;54;54;74;1;1;7493;5;5;797.074.320.234.791
926752;1;1;1;70;1;40;48;1;;2;40;1;;7;8;;;;;;;;;;1;;2;;2;58;58;80;1;2;8044;5;5;88.733.901.699.152
926755;1;2;1;70;1;16;48;1;;2;48;4;;3;7;;;;;;;;;;1;;2;;2;21;30;19;1;2;1910;5;5;354.935.606.796.608
926757;1;1;1;70;1;48;48;1;;2;48;1;;2;1;;;;;;;;;;1;;2;;2;53;53;55;1;2;5521;5;5;213.265.098.610.691
926781;1;1;1;70;1;2;48;1;;2;2;4;;1;1;;;;;;;;;;1;;1;800000;2;93;93;45;1;1;4552;5;5;788.071.460.970.528
926782;1;4;1;70;1;76;50;4;;2;4;4;;1;1;;;;;;;;;;1;;1;60000;2;97;97;63;1;2;6310;5;5;941.814.773.593.829
926807;1;3;1;70;1;5;48;1;;2;5;1;;8;7;;;;;;;;;;1;;2;;2;13;13;85;1;1;8531;5;5;836.116.410.462.676
926819;1;2;1;70;1;12;48;1;;2;180;1;;9;2;;;;;;;;;;1;;2;;2;53;55;70;1;1;7010;5;5;355.267.566.402.021
926820;1;2;1;70;1;12;48;1;;2;84;1;;9;4;;;;;;;;;;1;;2;;2;45;45;51;1;1;5125;5;5;270.892.761.548.946
926825;1;1;1;70;1;1;48;1;;2;48;1;;5;1;;;1;;;;;;;;;2;;2;45;32;36;1;1;3611;5;5;877.336.342.937.122
926830;1;1;1;70;1;120;48;1;;2;132;1;;9;1;;;;;;;;;;1;;1;120000;2;45;55;80;1;2;8045;5;5;355.267.566.402.021
926832;1;4;1;70;1;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;45;;;1;1;;5;5;327.377.738.291.134
926833;1;3;1;70;1;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;95;;;1;1;;5;5;795.548.193.251.899
926834;1;1;1;70;1;12;48;1;;2;48;1;;9;1;;;;;;;;;;1;;2;;2;39;39;15;1;1;1530;5;5;888.168.916.005.052
926835;1;2;1;70;1;2;48;1;;2;2;1;;9;1;;;;;;;;;;1;;2;;2;33;33;65;1;1;6512;5;5;646.358.329.621.315
926871;1;1;1;70;1;16;48;4;;2;16;1;;8;8;;;;;;;;;;1;;2;;2;98;87;45;1;2;4530;5;5;860.156.590.975.807
926875;1;3;1;70;1;60;24;1;;2;56;4;;3;2;;;;;;;;;;1;;2;;2;45;81;36;1;2;3611;5;5;797.741.082.516.555
926880;1;3;1;70;1;4;48;1;;2;4;1;;7;1;;;;;;;;;;1;;2;;2;38;38;66;1;1;6601;5;5;84.948.555.696.426
926885;1;2;1;70;1;12;20;4;;2;12;3;;1;2;;;;;;;;;;1;;2;;2;57;54;95;1;1;9500;5;5;677.231.903.872.366
926886;1;2;1;70;1;99;48;4;;1;;;.;;;.;.;;;;;;;;;.;;;;54;;;1;2;;5;5;880.692.183.723.681
926887;1;3;1;70;1;24;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;39;;;1;2;;5;5;296.629.526.754.555
926892;1;2;1;70;1;12;48;3;;2;96;3;;1;1;;;;;;;;;;1;;2;;2;54;54;95;1;1;9500;5;5;632.138.796.424.135
926893;1;2;1;70;1;16;48;3;;2;16;3;;1;4;;;;;;;;;;1;;2;;2;54;54;95;1;2;9500;5;5;702.693.265.714.886
926895;1;2;1;70;1;20;24;1;;2;32;4;;4;1;;;;;;;;;;1;;2;;2;45;79;18;1;2;1810;5;5;87.321.545.144.231
926897;1;3;1;70;1;24;48;1;;2;42;1;;4;2;;;;;;;;;;1;;2;;2;45;57;93;1;2;9309;5;5;457.688.377.600.973
926899;1;4;1;70;1;12;20;1;;1;;;.;;;.;.;;;;;;;;;.;;;;0;;;1;1;;5;5;689.829.342.438.683
926902;1;2;1;70;1;16;48;1;;2;32;1;;3;8;;;;;;;;1;;;;2;;2;45;39;24;1;2;2423;5;5;880.692.183.723.681
926913;1;2;1;70;1;8;24;4;;2;120;4;;4;2;;;;;;;;;;1;;2;;2;79;79;18;1;1;1810;5;5;552.903.864.866.046
926919;1;4;1;70;1;24;48;1;;2;24;1;;6;1;;;;;1;;;;;;;2;;2;45;45;52;1;2;5223;5;5;788.071.460.970.528
926920;1;2;1;70;1;24;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;39;;;1;2;;5;5;790.427.486.966.953
926921;1;7;1;70;1;4;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;53;;;1;1;;5;5;227.776.435.640.107
926923;1;2;1;70;1;20;48;3;;2;48;3;;1;2;;;;;;;;;;1;;2;;2;54;54;95;1;2;9500;5;5;177.467.803.398.304
926924;1;2;1;70;1;1;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;7;;;1;1;;5;5;653.835.061.902.686
926925;1;1;1;70;1;8;48;1;;2;12;1;;9;1;;;;;;;;;;1;;2;;2;85;85;45;1;1;4542;5;5;628.277.732.412.195
926937;1;2;1;70;1;1;48;1;;2;96;1;;2;1;;;;;;;;;;1;;2;;2;45;35;52;1;1;5241;5;5;668.618.814.654.529
926937;1;4;1;70;1;1;24;4;;2;24;1;;2;1;;;;;;;;;;1;;2;;2;16;45;52;1;1;5237;5;5;668.618.814.654.529
926940;1;3;1;70;1;48;48;1;;2;8;4;;1;1;;;;;;;;;;1;;2;;2;13;13;80;1;2;8060;5;5;867.495.207.939.108
926951;1;3;1;70;1;3;48;1;;2;96;1;;9;4;;;;;;;;;;1;;2;;2;3;97;45;1;1;4521;5;5;82.642.176.750.295
926955;1;2;1;70;1;150;48;1;;2;150;1;;5;7;;;;;;;;;;1;;2;;2;98;39;15;1;2;1551;5;5;823.932.023.153.771
926955;1;5;1;70;1;4;48;1;;2;40;1;;9;1;;;;;;;;;;1;;2;;2;45;45;15;1;1;1581;5;5;823.932.023.153.771
926982;1;2;1;70;1;10;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;55;;;1;1;;8;8;487.016.319.178.962
926987;1;2;1;70;1;8;48;1;;2;8;1;;5;7;;;;;;;;;;1;;2;;2;33;33;52;1;1;5211;8;8;491.232.597.433.039
926988;1;2;1;70;1;250;48;1;;2;250;1;;3;4;;;;;;;;;;1;;2;;2;40;13;80;1;2;8011;8;8;272.191.098.541.677
926997;1;2;1;70;1;4;48;1;;2;4;1;;8;1;;;;;;;;;;1;;1;461500;2;97;97;15;1;1;1512;8;8;451.386.634.018.684
926997;1;3;1;70;1;32;40;1;;2;104;1;;9;1;;;;;;;;;;1;;2;;2;45;45;64;1;2;6421;8;8;451.386.634.018.684
926999;1;3;1;70;1;28;48;2;;1;;;.;;;.;.;;;;;;;;;.;;;;33;;;1;2;;8;8;594.052.266.302.162
927007;1;3;1;70;1;52;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;45;;;1;2;;8;8;507.401.531.024.638
927007;1;4;1;70;1;5;48;3;;2;5;3;;1;1;;;;;;;;;;1;;2;;2;54;54;95;1;1;9500;8;8;507.401.531.024.638
927010;1;3;1;70;1;8;48;1;;2;8;1;;9;6;;;;;;;;;;1;;2;;2;45;45;15;1;1;1511;8;8;305.321.879.359.961
927023;1;3;1;70;1;12;48;1;;2;12;4;;6;4;;;;;;;;;;1;;2;;2;13;13;80;1;1;8012;8;8;40.161.685.632.002
927026;1;5;1;70;1;12;72;4;;2;12;4;;3;1;;;;;;;;;;1;;2;;2;98;95;45;1;1;4521;8;8;492.171.500.724.793
927032;1;2;1;70;1;8;72;1;;2;8;2;;9;4;;;;;;;;;;1;;2;;2;58;58;75;1;1;7524;8;8;479.521.727.603.664
927032;1;5;1;70;1;16;72;1;;1;;;.;;;.;.;;;;;;;;;.;;;;58;;;1;2;;8;8;479.521.727.603.664
927039;1;3;1;70;1;52;60;1;;2;52;1;;4;1;;;;;;;;;;1;;2;;2;45;45;52;1;2;5233;8;8;311.526.364.274.752
927040;1;1;1;70;1;52;60;1;;2;52;1;;5;1;;;;;;;;;;1;;2;;2;95;95;45;1;2;4521;8;8;557.466.888.337.788
927040;1;4;1;70;1;256;60;1;;2;256;2;;9;1;;;;;;;;;;1;;2;;2;58;58;75;1;2;7522;8;8;557.466.888.337.788
927047;1;1;1;70;1;16;50;1;;2;16;4;;1;1;;;;;;;;;;1;;2;;2;0;98;60;1;2;6031;8;8;573.198.097.100.246
927049;1;4;1;70;1;50;48;1;;2;50;1;;5;7;;;;;;;;;;1;;2;;2;15;15;92;1;2;9213;8;8;328.510.653.594.609
927067;1;5;1;70;1;8;50;1;;2;8;4;;2;1;;;;;;;;;;1;;2;;2;45;41;52;1;1;5233;8;8;54.609.069.071.327
927068;1;4;1;70;1;24;60;1;;2;24;2;;9;8;;;;;;;;;;1;;2;;2;38;58;75;1;2;7522;8;8;628.957.703.942.194
927090;1;6;1;70;1;16;48;1;;2;16;1;;2;4;;;;;;;;;;1;;2;;2;95;45;52;1;2;5262;8;8;586.738.785.210.347
927093;1;3;1;70;1;24;48;1;;2;24;1;;4;1;;;;;;;;;;1;;2;;2;45;45;52;1;2;5241;8;8;478.087.675.577.927
927102;1;5;1;70;1;16;48;1;;2;16;1;;9;4;;;;;;;;;;1;;2;;2;45;45;52;1;2;5237;8;8;273.024.450.610.663
927110;1;4;1;70;1;50;60;4;;1;;;.;;;.;.;;;;;;;;;.;;;;95;;;1;2;;8;8;520.051.304.145.767
927112;1;2;1;70;1;24;58;1;;2;24;4;;2;1;;;;;;;;;;1;;2;;2;55;84;50;1;2;5040;8;8;602.976.104.906.462
927112;1;3;1;70;1;8;56;1;;2;8;1;;9;1;;;;;;;;;;1;;2;;2;55;55;52;1;1;5211;8;8;602.976.104.906.462
927112;1;5;1;70;1;20;50;1;;2;21;1;;3;1;;;;;;;;;;1;;2;;2;53;53;55;1;2;5529;8;8;602.976.104.906.462
927113;1;3;1;70;1;58;40;1;;1;;;.;;;.;.;;;;;;;;;.;;;;45;;;1;2;;8;8;654.338.323.010.851
927148;1;3;1;70;1;48;48;2;;1;;;.;;;.;.;;;;;;;;;.;;;;58;;;1;2;;8;8;855.626.222.254.515
927158;1;4;1;70;1;24;48;1;;2;24;1;;6;8;;;;;;;;;;1;;2;;2;45;79;18;1;2;1810;8;8;442.391.124.453.385
927164;1;2;1;70;1;2;48;1;;2;3;1;;5;4;;;;;;;;;;1;;1;800000;2;97;97;45;1;1;4522;8;8;487.016.319.178.962
927166;1;3;1;70;1;12;16;1;;2;48;1;;2;4;;;;;;;;1;;;;2;;2;45;45;52;1;1;5244;8;8;480.537.147.105.252
927171;1;4;1;70;1;36;48;1;;2;46;4;;2;1;;;;;;;;;;1;;2;;2;39;95;45;1;2;4521;8;8;796.518.605.789.336
927183;1;4;1;70;1;4;40;1;;2;8;4;;3;1;;;;;;;;;;1;;2;;2;13;13;80;1;1;8011;8;8;351.784.828.057.901
927184;1;3;1;70;1;48;48;1;;2;52;1;;9;1;;;;;;;;;;1;;2;;2;45;45;52;1;2;5231;8;8;430.595.057.345.275
927186;1;1;1;70;1;36;48;1;;2;162;1;;3;4;;;;;;;;;;1;;2;;2;45;45;52;1;2;5233;8;8;4.352.860.865.316
927194;1;1;1;70;1;8;60;1;;2;9;1;;8;1;;;;;;;;;;1;;2;;2;98;98;60;1;1;6021;8;8;522.923.532.649.577
927198;1;3;1;70;1;12;48;2;;2;12;1;;9;2;;;;;;;;;;1;;2;;2;30;30;63;1;1;6331;8;8;608.955.335.477.002
927203;1;3;1;70;1;4;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;45;;;1;1;;8;8;892.100.683.978.742
927206;1;3;1;70;1;32;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;32;;;1;2;;8;8;472.496.093.384.607
927208;1;1;1;70;1;156;48;1;;2;156;1;;4;1;;;;;;;;;;1;;2;;2;11;11;52;1;2;5233;8;8;103.897.089.001.101
927215;1;4;1;70;1;40;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;43;;;1;2;;8;8;40.218.271.546.028
927217;1;4;1;70;1;40;48;1;;2;24;1;;3;4;;;;;;;;;;1;;2;;2;45;45;52;1;2;5233;8;8;583.075.443.222.026
927233;1;3;1;70;1;12;48;1;;2;12;1;;9;4;;;;;;;;;;1;;2;;2;33;33;52;1;1;5249;8;8;541.240.167.214.417
927236;1;3;1;70;1;52;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;85;;;1;2;;8;8;523.349.334.724.322
927236;1;4;1;70;1;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;58;;;1;1;;8;8;523.349.334.724.322
927239;1;3;1;70;1;52;50;1;;1;;;.;;;.;.;;;;;;;;;.;;;;37;;;1;2;;8;8;382.846.468.404.215
927255;1;3;1;70;1;4;48;1;;2;104;1;;5;4;;;;;;;;;;1;;2;;2;8;45;51;1;1;5137;8;8;418.170.538.568.397
927256;1;3;1;70;1;12;48;3;;2;12;3;;1;4;;;;;;;;1;;;;2;;2;54;54;95;1;1;9500;8;8;456.406.563.495.734
927256;1;4;1;70;1;24;48;4;;2;24;4;;3;4;;;;;;;;;;1;;2;;2;54;59;55;1;2;5529;8;8;456.406.563.495.734
927256;1;7;1;70;1;24;48;4;;2;24;1;;3;4;;;;;;;;;;1;;2;;2;95;95;20;1;2;2030;8;8;456.406.563.495.734
927262;1;2;1;70;1;8;48;1;;2;8;1;;9;4;;;;;;;;;;1;;2;;2;59;39;63;1;1;6340;8;8;444.152.137.604.128
927266;1;2;1;70;1;52;48;1;;2;104;1;;2;4;;;;;;;;;;1;;2;;2;45;45;52;1;2;5234;8;8;423.292.174.826.203
927270;1;2;1;70;1;12;48;1;;2;12;1;;6;2;;;;;;;;;;1;;2;;2;43;43;24;1;1;2423;8;8;465.725.749.329.556
927278;1;4;1;70;1;32;48;1;;2;32;1;;5;2;;;;;;;;;;1;;2;;2;8;39;50;1;2;5020;8;8;408.919.738.839.091
927286;1;1;1;70;1;52;48;1;;2;52;1;;9;1;;;;;;;;;;1;;2;;2;45;45;52;1;2;5211;8;8;579.504.288.795.792
927288;1;2;1;70;1;8;12;1;;2;40;1;;9;1;;;;;;;;;;1;;2;;2;32;32;60;1;1;6022;8;8;429.406.657.465.523
927290;1;5;1;70;1;4;12;1;;2;48;1;;9;8;;;;;;;;;;1;;2;;2;59;37;64;1;1;6412;8;8;478.081.882.001.918
927290;1;6;1;70;1;32;12;1;;2;48;4;;1;8;;;;;;;;;;1;;2;;2;37;97;63;1;2;6310;8;8;478.081.882.001.918
927302;1;3;1;70;1;2;12;1;;1;;;.;;;.;.;;;;;;;;;.;;;;84;;;1;1;;8;8;764.725.058.635.858
927303;1;3;1;70;1;4;12;1;;2;12;1;;9;4;;;;;;;;;;1;;2;;2;55;55;19;1;1;1910;8;8;52.825.982.467.889
927310;1;3;1;70;1;4;50;1;;2;6;1;;9;1;;;;;;;;;;1;;2;;2;32;45;55;1;1;5529;8;8;428.526.760.074.761
927311;1;3;1;70;1;3;84;1;;2;12;1;;9;4;;;;;;;;;;1;;2;;2;45;45;64;1;1;6421;8;8;44.249.283.123.414
927319;1;10;1;70;1;8;48;1;;1;;;.;;;.;.;;;;;;;;;.;;;;37;;;1;1;;8;8;73.297.557.192.006
927323;1;4;1;70;1;3;48;1;;2;48;1;;9;1;;;;;;;;;;1;;2;;2;45;39;52;1;1;5211;8;8;428.628.466.855.516
927329;1;3;1;70;1;6;48;1;;2;32;2;;9;4;;;;;;;;;;1;;1;800000;2;2;30;75;1;1;7512;8;8;437.461.197.251.805
927333;1;2;1;70;1;2;48;1;;2;16;4;;1;2;;;;;;;;;;1;;1;50000;2;53;41;55;1;1;5521;8;8;65.540.345.533.743
927333;1;3;1;70;1;36;48;1;;2;36;4;;9;1;;;;;;;;;;1;;2;;2;95;95;45;1;2;4530;8;8;65.540.345.533.743
927334;1;3;1;70;1;6;48;1;;2;6;1;;3;1;;;;;;;;;;1;;2;;2;37;50;55;1;1;5530;8;8;395.162.874.817.231
927334;1;4;1;70;1;4;48;1;;2;4;1;;2;1;;;;;;;;;;1;;2;;2;45;38;64;1;1;6421;8;8;395.162.874.817.231
927336;1;2;1;70;1;1;48;1;;2;1;1;;7;4;;;1;;;;;;;;;2;;2;45;59;85;1;1;8515;8;8;546.497.055.541.003
