DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;P7250;P7260;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S7A1;P7420S8;P7422;P7422S1;P1806;P1519;P1883;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;RAMA4D_D_R4;MES;DPTO;fex_c_2011
5398136;1;1;1;70;54;3;48;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;98;908526;2; ;43;93;93;1;1;4330;03;54;445,545697423415
5398137;1;2;1;70;54;8;48;4; ;2;8;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;25;87;87;1;1;2592;03;54;390,495343925125
5398138;1;2;1;70;54;52;48;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;31;93;93;1;2;3110;03;54;398,929865172987
5398139;1;2;1;70;54;4;48;4; ;2;4;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;1;300000;1000000;2; ;47;41;41;1;1;4723;03;54;350,133244298138
5398146;1;2;1;70;54;4;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;81;55;55;1;1;8121;03;54;429,46160182071
5398148;1;2;1;70;54;12;48;1; ;2;12;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;47;45;45;1;1;4771;03;54;390,234153499276
5398150;1;2;1;70;54;2;48;4; ;2;2;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;1;600000;800000;2; ;15;99;99;1;1;1522;03;54;419,662617837513
5398151;1;6;1;70;54;4;48;4; ;2;4;4; ;1;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;56;53;53;1;1;5611;03;54;397,08330003081
5398152;1;1;1;70;68;52;48;4; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;15;80;80;1;2;1522;03;68;542,997054988692
5398156;1;1;1;70;68;52;48;1; ;2;52;1; ;8;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1200000;1;2;49;98;98;1;2;4921;03;68;647,835043870664
5398156;1;3;1;70;68;56;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;2000000; ; ; ;18; ;1;2;.;03;68;647,835043870664
5398156;1;4;1;70;68;32;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ; ;33; ;1;2;.;03;68;647,835043870664
5398162;2;2;2;70;68;156;36;1; ;2;156;4; ;1;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;88;59;59;1;2;8810;03;68;627,140547402924
5398168;1;2;1;70;68;24;24;1; ;2;24;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;56;45;53;1;2;5611;03;68;660,517559332234
5398176;1;2;1;70;68;32;48;1; ;2;32;1; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;82;02;38;1;2;8220;03;68;542,997054988692
5398178;1;1;1;70;68;2;48;1; ;2;2;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;1;908600;908600;2; ;47;33;21;1;1;4761;03;68;635,550960173908
5398197;1;2;1;70;76;156;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;53; ;1;2;.;03;76;830,358985633414
5398440;1;2;1;70;23;12;48;1; ;2;16;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;96;57;57;1;1;9602;03;23;186,572013857507
5398442;1;1;1;70;23;16;16;3; ;2;20;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;97;54;54;1;2;9700;03;23;121,388532277791
5398457;1;1;1;70;23;8;48;1; ;2;8;1; ;9;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;86;59;59;1;1;8610;03;23;164,44801337674
5398457;1;2;1;70;23;24;48;1; ;2;24;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;98;98;1;2;4759;03;23;164,44801337674
5398458;2;1;2;70;23;5;48;1; ;2;48;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;97;45;54;1;1;9700;03;23;233,789179637799
5398458;3;1;3;70;23;8;36;1; ;2;36;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;47;45;45;1;1;4773;03;23;233,789179637799
5398458;4;2;4;70;23;50;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;800000; ; ; ;45; ;1;2;.;03;23;233,789179637799
5398571;1;1;1;70;50;52;48;1; ;2;104;1; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;86;05;05;1;2;8691;03;50;304,652915033913
5398577;1;1;1;70;50;16;24;1; ;2;20;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;56;53;53;1;2;5630;03;50;335,740897000106
5398582;1;2;1;70;50;12;40;1; ;2;12;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;88;19;19;1;1;8890;03;50;229,62888341841
5398592;1;4;1;70;50;9;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1200000; ; ; ;98; ;1;1;.;03;50;306,366819730376
5398601;1;1;1;70;52;156;48;1; ;2;4;4; ;1;2;1; ; ; ;1; ; ; ; ; ; ; ;1;1000000;3000000;1;1;45;21;84;1;2;4520;03;52;127,579335560521
5398603;1;2;1;70;52;20;48;4; ;2;6;2; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;3; ;84;19;19;1;2;8412;03;52;167,299122952653
5398605;1;1;1;70;52;12;48;4; ;2;12;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;47;55;45;1;1;4771;03;52;271,869522051568
5398611;1;1;1;70;52;12;48;1; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;600000;1000000;2; ;47;45;45;1;1;4782;03;52;180,313468454556
5398624;1;1;1;70;52;259;40;1; ;2;6;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;1;400000;800000;2; ;52;58;58;1;2;5221;03;52;127,579335560521
5398632;1;2;1;70;52;20;48;1; ;2;28;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;47;45;45;1;2;4772;03;52;155,217687015116
5398638;1;1;1;70;52;24;50;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;41;95;95;1;2;4111;03;52;106,431942981415
5398638;1;4;1;70;52;4;48;3; ;2;8;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;400000;2; ;97;55;55;1;1;9700;03;52;106,431942981415
5398645;1;1;1;70;52;48;40;1; ;2;48;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;47;45;45;1;2;4772;03;52;149,20342349722
5398647;1;2;1;70;54;8;48;4; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;600000;2; ;47;45;45;1;1;4721;03;54;399,248190589453
5398647;1;3;1;70;54;5;48;4; ;2;6;2; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;84;80;58;1;1;8423;03;54;399,248190589453
5398649;1;2;1;70;54;25;48;1; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;47;45;45;1;2;4772;03;54;565,120348112642
5398649;1;5;1;70;54;12;48;4; ;2;102;1; ;3;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;650000;2; ;47;53;45;1;1;4773;03;54;565,120348112642
5398656;1;2;1;70;54;208;48;4; ;2;20;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;85;13;13;1;2;8559;03;54;340,202310476465
5398657;1;1;1;70;54;8;54;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;1;150000;500000;2; ;41;95;95;1;1;4111;03;54;340,202310476465
5398658;1;2;1;70;54;20;48;1; ;2;24;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;96;53;57;1;2;9602;03;54;485,787322519237
5398659;1;2;1;70;54;12;48;1; ;2;12;4; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;84;21;19;1;1;8413;03;54;390,495343925125
5398662;1;1;1;70;54;1;48;1; ;2;2;1; ;5;2;3; ; ; ; ; ; ; ; ; ; ;1;1;1200000;908526;2; ;41;95;95;1;1;4111;03;54;469,823701447697
5398665;1;3;1;70;66;10;48;1; ;2;10;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;82;38;38;1;1;8220;03;66;499,257685287693
5398671;1;1;1;70;68;4;48;4; ;2;36;4; ;1;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;14;79;79;1;1;1410;03;68;542,997054988692
5398717;1;1;1;70;73;24;48;1; ;2;24;1; ;3;2;3; ; ; ; ;1; ; ; ; ; ; ;2; ;908526;2; ;71;02;02;1;2;7110;03;73;289,50067624613
5398733;1;2;1;70;76;6;48;1; ;2;6;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;3000000;1;1;24;02;02;1;1;2410;03;76;921,787168565499
5398738;1;3;1;70;76;2;48;1; ;2;2;1; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;1;870000;1000000;1;1;86;39;39;1;1;8621;03;76;789,77704592353
5398744;1;1;1;70;76;12;40;3; ;2;44;4; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;55;45;1;1;4722;03;76;1010,99358756422
5398747;1;2;1;70;76;34;24;4; ;2;52;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;720000;2; ;97;55;55;1;2;9700;03;76;1231,83216218419
5398754;1;2;1;70;76;1;24;3; ;2;50;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;450000;2; ;47;54;45;1;1;4771;03;76;1508,48271960754
5399110;1;3;1;70;05;52;48;1; ;2;104;1; ;2;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;43;39;93;1;2;4330;03;05;1226,80442077162
5399111;1;1;1;70;05;2;48;1; ;2;3;1; ;4;2;1; ; ; ; ;1; ; ; ; ; ; ;2; ;908000;2; ;41;95;95;1;1;4111;03;05;814,262187839873
5399116;1;4;1;70;05;6;48;1; ;2;6;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;15;45;45;1;1;1522;03;05;1709,99325406541
5399117;1;1;1;70;05;16;48;1; ;2;16;1; ;4;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;56;53;53;1;2;5611;03;05;1136,28467041521
5399118;1;1;1;70;05;1;48;1; ;2;2;1; ;9;2;9;POR COBERTURA; ;1; ; ; ; ; ; ; ; ;1;1150000;2000000;1;2;41;95;95;1;1;4111;03;05;1231,13400329092
5399120;1;1;1;70;05;60;48;1; ;2;60;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;43;93;93;1;2;4330;03;05;1100,36999555057
5399120;1;2;1;70;05;58;48;1; ;2;150;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;56;45;45;1;2;5619;03;05;1100,36999555057
5399126;1;1;1;70;05;44;40;4; ;2;40;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;32;79;94;1;2;3290;03;05;1279,30404090971
5399126;1;2;1;70;05;40;24;3; ;2;40;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;32;54;94;1;2;3290;03;05;1279,30404090971
5399139;1;2;1;70;05;8;48;1; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;38;95;99;1;1;3830;03;05;865,187699979228
5399139;1;4;1;70;05;4;48;1; ;2;12;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;52;77;99;1;1;5224;03;05;865,187699979228
5399150;1;2;1;70;05;52;48;1; ;2;52;1; ;7;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;43;55;95;1;2;4321;03;05;1100,36999555057
5399157;1;3;1;70;05;104;48;1; ;2;104;1; ;4;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;31;97;93;1;2;3110;03;05;961,800548345436
5399157;1;4;1;70;05;52;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;97; ;1;2;.;03;05;961,800548345436
5399167;1;3;1;70;08;16;40;1; ;2;16;1; ;3;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;55;45;1;2;4773;03;08;640,728443036477
5399167;1;6;1;70;08;48;40;1; ;2;48;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;96;57;57;1;2;9602;03;08;640,728443036477
5399170;1;2;1;70;08;4;48;4; ;2;4;4; ;1;2;1; ; ; ; ; ; ; ; ;1;VIVE DE LA PENSION POR INVALIDEZ; ;2; ;908526;3; ;41;95;95;1;1;4111;03;08;564,166481299319
5399180;1;2;1;70;08;14;40;4; ;2;40;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;800000;2; ;97;41;54;1;2;9700;03;08;624,860423401677
5399184;1;5;1;70;08;4;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;58; ;1;1;.;03;08;612,994745247643
5399188;1;3;1;70;08;24;48;1; ;2;24;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;906000;2; ;86;39;39;1;2;8621;03;08;584,112954505861
5399191;1;4;1;70;08;30;48;1; ;2;48;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;80;58;58;1;2;8010;03;08;729,40653610987
5399210;1;2;1;70;08;14;48;1; ;2;520;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;10;55;45;1;2;1012;03;08;640,769569336772
5399241;1;1;1;70;08;15;48;1; ;2;15;4; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;84;12;12;1;2;8412;03;08;640,769569336772
5399241;1;2;1;70;08;12;48;2; ;2;4;2; ;9;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;86;59;59;1;1;8610;03;08;640,769569336772
5399246;1;3;1;70;08;12;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;39; ;1;1;.;03;08;553,048818162543
5399246;1;5;1;70;08;18;48;1; ;2;19;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;47;45;45;1;2;4772;03;08;553,048818162543
5399257;1;3;1;70;08;40;48;1; ;2;48;1; ;6;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;41;32;32;1;2;4111;03;08;421,744457585851
5399264;1;3;1;70;08;24;48;1; ;2;24;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;82;38;38;1;2;8220;03;08;547,978881284344
5399275;1;5;1;70;08;10;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;900000; ; ; ;18; ;1;1;.;03;08;647,801351154068
5399275;1;8;1;70;08;8;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;49;98;98;1;1;4923;03;08;647,801351154068
5399277;1;4;1;70;08;50;48;1; ;2;104;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;61;38;38;1;2;6110;03;08;514,142646791877
5399280;1;4;1;70;08;12;48;1; ;2;47;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;47;45;45;1;1;4741;03;08;562,677994899951
5399280;1;5;1;70;08;36;48;1; ;2;45;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;950000;2; ;25;97;97;1;2;2599;03;08;562,677994899951
5399282;1;2;1;70;08;40;48;1; ;2;40;4; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;84;19;19;1;2;8412;03;08;666,890843083208
5399287;1;2;1;70;08;18;48;1; ;2;26;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;85;03;32;1;2;8544;03;08;575,700997919375
5399290;1;3;1;70;08;6;24;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;650000; ; ; ;45; ;1;1;.;03;08;677,654006816907
5399291;1;2;1;70;08;108;40;1; ;2;52;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;81;12;12;1;2;8121;03;08;725,159881956516
5399299;1;3;1;70;08;8;48;1; ;2;8;5; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;41;95;95;1;1;4111;03;08;412,189637894344
5399300;1;3;1;70;08;108;48;1; ;2;108;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;906000;2; ;31;81;81;1;2;3110;03;08;565,60226024459
5399304;1;3;1;70;08;4;48;2; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;96;58;55;1;1;9603;03;08;635,991770683214
5399304;1;5;1;70;08;8;48;1; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;750000;2; ;96;53;55;1;1;9603;03;08;635,991770683214
5399308;1;1;1;70;08;8;48;4; ;2;8;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;47;45;45;1;1;4722;03;08;560,605241832618
5399309;1;3;1;70;08;20;48;1; ;2;8;4; ;1;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;900000;2; ;47;97;45;1;2;4772;03;08;546,232274802867
5399311;1;1;1;70;08;40;48;1; ;2;40;4; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;84;45;39;1;2;8412;03;08;670,844581396312
5399313;1;1;1;70;08;40;48;1; ;2;40;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1300000;2; ;86;03;03;1;2;8610;03;08;581,343205598073
5399314;1;2;1;70;08;12;48;1; ;2;12;1; ;7;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;910000;2; ;94;39;32;1;1;9499;03;08;420,090907243159
5399316;1;3;1;70;08;4;20;1; ;2;52;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;650000;2; ;81;55;55;1;1;8121;03;08;737,139644215384
5399316;1;12;1;70;08;52;48;1; ;2;52;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;700000;2; ;93;33;33;1;2;9329;03;08;737,139644215384
5399334;1;2;1;70;08;48;48;1; ;2;48;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;56;53;53;1;2;5619;03;08;515,007055817017
5399338;1;3;1;70;08;52;48;1; ;2;104;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;45;45;1;2;4721;03;08;615,963822491691
5399341;1;2;1;70;08;40;48;1; ;2;42;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;2500000;2; ;42;19;02;1;2;4210;03;08;654,656981381336
5399355;1;2;1;70;08;78;48;1; ;2;102;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;64;11;33;1;2;6499;03;08;526,263118357193
5399356;1;4;1;70;08;52;48;1; ;2;52;1; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;906000;2; ;85;45;13;1;2;8511;03;08;364,997135857517
5399372;1;1;1;70;08;14;48;4; ;2;16;5; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;41;95;95;1;2;4111;03;08;470,180222687773
5399372;1;8;1;70;08;14;48;1; ;2;16;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;14;56;56;1;2;1410;03;08;470,180222687773
5399387;1;3;1;70;08;16;48;1; ;2;16;1; ;8;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;74;19;19;1;2;7490;03;08;549,414660229614
5399387;1;4;1;70;08;24;48;1; ;2;58;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1500000;2; ;74;05;05;1;2;7490;03;08;549,414660229614
5399394;1;2;1;70;08;16;48;1; ;2;51;1; ;3;2;4; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;56;97;53;1;2;5619;03;08;569,75598152392
5399403;1;1;1;70;11;3;50;1; ;2;16;1; ;4;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;41;58;95;1;1;4111;03;11;3132,05075590196
5399405;1;1;1;70;11;18;48;1; ;2;18;1; ;4;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;64;32;32;1;2;6499;03;11;2750,62655959703
5399411;1;2;1;70;11;40;48;1; ;2;52;1; ;5;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;906008;2; ;46;55;55;1;2;4649;03;11;2750,85067767205
5399412;1;1;1;70;11;3;48;1; ;2;35;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;47;45;45;1;1;4771;03;11;3599,61158798649
5399416;1;3;1;70;11;3;48;1; ;2;12;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;906000;2; ;85;55;55;1;1;8530;03;11;4164,777427816
5399429;1;2;1;70;11;8;48;1; ;2;16;1; ;4;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2500000;1;2;69;12;12;1;1;6910;03;11;3075,02108609496
5399436;1;4;1;70;11;24;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1200000;2; ;49;38;39;1;2;4921;03;11;3073,03332229025
5399437;1;2;1;70;11;4;48;1; ;2;84;1; ;7;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;85;45;13;1;1;8559;03;11;3075,02108609496
5399439;1;1;1;70;11;8;48;1; ;2;68;1; ;3;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;68;58;58;1;1;6820;03;11;3609,20180822115
5399439;1;3;1;70;11;4;48;4; ;2;52;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;45;03;03;1;1;4542;03;11;3609,20180822115
5399439;1;4;1;70;11;24;48;1; ;2;98;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;55;39;53;1;2;5511;03;11;3609,20180822115
5399439;1;5;1;70;11;98;48;2; ;2;150;1; ;5;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1700000;2; ;85;13;13;1;2;8530;03;11;3609,20180822115
5399443;1;1;1;70;11;69;48;3; ;2;5;3; ;2;2;6; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;97;54;54;1;2;9700;03;11;2503,21067010621
5399448;1;1;1;70;11;2;48;1; ;2;48;1; ;9;2;4; ; ; ; ; ; ; ; ; ; ;1;1;400000;908000;2; ;58;79;92;1;1;5811;03;11;3529,93192607212
5399450;1;1;1;70;11;24;48;1; ;2;104;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;47;45;45;1;2;4711;03;11;2832,48418643001
5399453;1;1;1;70;11;40;48;4; ;2;50;4; ;4;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;2000000;2; ;82;19;19;1;2;8299;03;11;3679,25733293974
5399455;1;2;1;70;11;24;48;1; ;2;15;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;82;38;38;1;2;8220;03;11;3610,14889143044
5399456;1;2;1;70;11;48;48;1; ;2;32;1; ;2;2;7; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;56;45;53;1;2;5611;03;11;3909,71546090239
5399470;1;4;1;70;11;48;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;908526; ; ; ;45; ;1;2;.;03;11;3298,05725470984
5399474;1;2;1;70;11;20;48;1; ;2;11;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;25;79;39;1;2;2511;03;11;4157,56357185536
5399474;1;3;1;70;11;8;24;1; ;2;52;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;56;45;59;1;1;5611;03;11;4157,56357185536
5399480;1;2;1;70;11;6;48;1; ;2;12;1; ;3;2;3; ; ; ; ; ; ; ; ; ; ;1;2; ;908000;2; ;10;53;53;1;1;1081;03;11;2548,77002734416
5399485;1;2;1;70;11;32;40;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;1500000; ; ; ;05; ;1;2;.;03;11;3275,21706148856
5399493;1;3;1;70;11;6;48;1; ;1; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ;.; ; ; ;500000; ; ; ;53; ;1;1;.;03;11;3085,55838953891
5399493;1;4;1;70;11;6;6;1; ;2;6;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;500000;2; ;47;97;97;1;1;4711;03;11;3085,55838953891
5399498;1;2;1;70;11;12;48;4; ;2;12;4; ;9;2;1; ; ;1; ; ; ; ; ; ; ; ;2; ;5000000;1;1;94;13;13;1;1;9499;03;11;3747,8649867861
5399499;1;2;1;70;11;4;1;1; ;2;38;1; ;2;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;3500000;2; ;85;39;39;1;1;8544;03;11;4544,21386031622
5399503;1;3;1;70;11;104;48;1; ;2;104;1; ;4;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;42;95;95;1;2;4290;03;11;3075,02108609496
5399504;1;1;1;70;11;3;48;4; ;2;3;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;43;93;93;1;1;4330;03;11;2895,78062898835
5399509;1;2;1;70;11;6;48;3; ;2;6;3; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;97;54;54;1;1;9700;03;11;3275,21706148856
5399513;1;1;1;70;11;16;48;4; ;2;16;4; ;1;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;908526;2; ;15;80;80;1;2;1522;03;11;3523,06517244154
5399521;1;3;1;70;11;32;48;1; ;2;32;1; ;2;2;8; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;47;45;45;1;2;4773;03;11;3944,63442582597
5399524;1;2;1;70;11;3;48;1; ;2;12;1; ;9;2;2; ; ; ; ; ; ; ; ; ; ;1;2; ;1000000;2; ;46;98;98;1;1;4631;03;11;3747,8649867861
5399525;1;2;1;70;11;16;48;1; ;2;24;1; ;9;2;1; ; ; ; ; ; ; ; ; ; ;1;2; ;1800000;2; ;86;07;07;1;2;8621;03;11;3050,417247144
