DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480;P7480S1;P7480S3;P7480S4;P7480S5;P7480S6;P7480S7;P7480S8;P7480S9;P7480S10;P7480S11;P7480S1A1;P7480S3A1;P7480S4A1;P7480S5A1;P7480S6A1;P7480S7A1;P7480S8A1;P7480S9A1;P7480S10A1;P7480S11A1;AREA;MES;DPTO;fex_c_2011
2058688;1;1;1;90; ;2;1;2;2;2;1;2;2;2;2; ;28; ; ; ;14; ; ; ; ;17;01;17;161,798801513165
2058688;1;2;1;90; ;2;2;2;1;2;2;2;2;2;2; ; ; ;15; ; ; ; ; ; ;17;01;17;161,798801513165
2058688;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;17;01;17;161,798801513165
2058714;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;01;17;326,260515135223
2058714;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;17;01;17;326,260515135223
2062863;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;01;05;1291,51739894494
2062863;1;2;1;90; ;2;1;2;2;2;2;2;2;2;1; ;18; ; ; ; ; ; ; ;2;05;01;05;1291,51739894494
2062864;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;25; ; ; ; ; ; ; ; ;05;01;05;1104,02993414366
2062865;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;01;05;1285,33512202987
2062865;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;01;05;1285,33512202987
2062866;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;01;05;1314,56728956024
2062866;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;05;01;05;1314,56728956024
2062867;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;01;05;1291,51739894494
2062867;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;01;05;1291,51739894494
2062868;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;01;05;1231,03857452716
2062868;1;2;1;90; ;2;1;2;2;2;2;2;2;2;2; ;18; ; ; ; ; ; ; ; ;05;01;05;1231,03857452716
2062869;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;10; ; ; ; ; ; ; ; ;05;01;05;1320,39332124228
2062870;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;30; ; ; ; ; ; ; ; ;05;01;05;912,184964711936
2062870;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;01;05;912,184964711936
2062870;1;3;1;90; ;2;1;2;2;2;2;2;2;2;2; ;15; ; ; ; ; ; ; ; ;05;01;05;912,184964711936
2062870;1;4;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;01;05;912,184964711936
2062870;1;5;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;01;05;912,184964711936
2062871;1;1;1;90; ;2;1;2;2;2;2;2;2;2;2; ;5; ; ; ; ; ; ; ; ;05;01;05;1104,02993414366
2062872;1;1;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;01;05;1291,51739894494
2062872;1;2;1;90; ;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;05;01;05;1291,51739894494
2062968;1;1;1;90; ;1;2;2;1;2;2;2;2;2;2;7; ; ;15; ; ; ; ; ; ;54;01;54;428,200359290353
2062968;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;35; ;15; ; ; ; ; ; ;54;01;54;428,200359290353
2062969;1;1;1;90; ;2;1;2;1;2;2;2;2;2;2; ;12; ;7; ; ; ; ; ; ;54;01;54;426,914815636742
2062969;1;2;1;90; ;2;1;2;1;2;2;2;2;2;2; ;28; ;25; ; ; ; ; ; ;54;01;54;426,914815636742
