DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7430;P7440;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P7470;P7472;P7472S1;P744;P1884;P1807;P6921;INI;MES;DPTO;fex_c_2011
4707318;1;1;1;80;05;1;1;4;9;RENUNCIO POR VIAJE;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;05;956,038014524602
4707319;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;05;1152,56547373485
4707320;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;1; ;2; ; ; ; ;2;1;09;05;1464,64428279375
4707321;1;1;1;80;05;1;1;1;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;05;1152,56547373485
4707322;1;1;1;80;05;1;1;4;4; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;09;05;976,819436193392
4707323;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;1029,0335326778
4707325;1;1;1;80;05;1;1;4;3; ;2; ; ;9; ;2;4;2; ; ; ; ;1;1;09;05;956,038014524602
4707330;1;1;1;80;05;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;09;05;1039,34803775718
4707330;1;2;1;80;05;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;09;05;1039,34803775718
4707333;1;1;1;80;05;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;09;05;956,038014524602
4707335;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;1191,75147554252
4707338;1;1;1;80;05;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;05;1047,46046896315
4707343;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;1000,13967980304
4707345;1;1;1;80;05;1;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;09;05;956,038014524602
4707346;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;05;1047,46046896315
4707346;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;1047,46046896315
4707347;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;957,673495040784
4707347;1;4;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;05;957,673495040784
4707348;1;2;1;80;05;1;1;4;5; ;2; ; ;8; ;3; ;2; ; ; ; ;3;1;09;05;1047,46046896315
4707349;1;1;1;80;05;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;05;1081,92444096509
4707352;1;1;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;948,035801764287
4707353;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;1120,45598711635
4707354;1;1;1;80;05;1;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;05;1152,56547373485
4707357;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;05;1007,84526376328
4707358;1;4;1;80;05;1;1;1;4; ;2; ; ;4; ;1; ;2; ;2; ;781242;2;1;09;05;887,032462271029
4707359;1;1;1;80;05;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;05;1152,56547373485
4707361;1;1;1;80;05;1;1;4;9;CAMBIO DE DOMICILIO;2; ; ;12;LOS HIJOS NO LA DEJARON TRABAJAR MAS;2; ;2; ; ; ; ;2;1;09;05;1065,86504910203
4707362;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ;1;24;98;2;1;09;05;1047,46046896315
4707363;1;2;1;80;05;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;05;1133,73169020376
4707363;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;1133,73169020376
4707366;1;2;1;80;05;1;1;1;6; ;2; ; ;9; ;2; ;2; ;1;48;781242;2;1;09;05;1136,9473239475
4707367;1;1;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;697,714092842079
4707367;1;5;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;697,714092842079
4707368;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;1;2;2; ; ; ; ;1;1;09;05;1146,585017224
4707368;1;4;1;80;05;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;09;05;1146,585017224
4707368;1;5;1;80;05;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;05;1146,585017224
4707370;1;1;1;80;05;1;1;4;3; ;1; ;1;4; ;2; ;2; ;2; ;781242;2;1;09;05;903,147106237314
4707373;1;1;1;80;05;1;1;4;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;09;05;1047,46046896315
4707373;1;2;1;80;05;1;1;4;3; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;09;05;1047,46046896315
4707374;1;1;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;874,253253362554
4707377;1;2;1;80;05;1;1;4;3; ;1; ;2;5; ;2; ;2; ;1;48;1500000;2;1;09;05;1191,0970198861
4707379;1;1;1;80;05;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;05;1138,88292340169
4707379;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;1138,88292340169
4707380;1;2;1;80;05;1;1;1;9;POR EMBARAZO;2; ; ;9; ;1; ;2; ; ; ; ;2;1;09;05;1246,83890773578
4707383;1;1;1;80;05;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;05;903,147106237314
4707386;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;866,251040602239
4707388;1;3;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;1000,13967980304
4707393;1;1;1;80;05;1;1;3;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;09;05;927,144161649842
4707393;1;2;1;80;05;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;05;927,144161649842
4707394;1;2;1;80;05;1;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;05;1197,16363319223
4707398;1;2;1;80;08;1;2; ; ; ; ;2; ; ;.;2; ;2; ;2; ;1000000;2;1;09;08;337,487373419
4707398;1;3;1;80;08;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;08;337,487373419
4707400;1;2;1;80;08;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;08;330,935362641513
4707401;1;3;1;80;08;1;2; ; ; ; ;1;1;2; ;2; ;2; ; ; ; ;2;1;09;08;448,801091573104
4707401;1;4;1;80;08;1;2; ; ; ; ;1;1;8; ;2; ;2; ;1;24;400000;2;1;09;08;448,801091573104
4707402;1;1;1;80;08;1;1;4;4; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;08;543,208045697183
4707403;1;2;1;80;08;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;08;458,71917892865
4707403;1;3;1;80;08;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;08;458,71917892865
4707403;1;4;1;80;08;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;08;458,71917892865
4707404;1;2;1;80;11;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;09;11;3120,88879071503
4707406;1;3;1;80;11;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;11;2925,99708916418
4707407;1;1;1;80;13;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;13;331,223961046445
4707407;1;2;1;80;13;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;13;331,223961046445
4707407;1;3;1;80;13;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;13;331,223961046445
4707409;1;1;1;80;13;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;13;390,236280799791
4707410;1;1;1;80;13;1;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;13;390,562720884382
4707411;1;3;1;80;13;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;13;349,730591992557
4707412;1;1;1;80;13;1;1;4;3; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;13;298,512835165192
4707412;1;2;1;80;13;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;13;298,512835165192
4707412;1;3;1;80;13;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;13;298,512835165192
4707413;1;2;1;80;13;1;1;3;4; ;2; ; ;4; ;1; ;2; ; ; ; ;2;1;09;13;381,886016948506
4707413;1;3;1;80;13;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;13;381,886016948506
4707413;1;4;1;80;13;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;13;381,886016948506
4707415;1;1;1;80;13;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;13;365,079286029509
4707415;1;2;1;80;13;1;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;13;365,079286029509
4707422;1;1;1;80;15;1;1;3;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;09;15;83,2663867182502
4707422;1;2;1;80;15;1;1;3;8; ;2; ; ;8; ;2; ;2; ;1;40;781242;2;1;09;15;83,2663867182502
4707423;1;1;1;80;15;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;15;84,271604346556
4707423;1;2;1;80;15;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;15;84,271604346556
4707423;1;4;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;84,271604346556
4707424;1;2;1;80;15;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;15;99,2175343140583
4707425;1;3;1;80;15;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;15;83,3994286512752
4707426;1;1;1;80;15;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;15;800000;2;1;09;15;113,313802138397
4707428;1;3;1;80;15;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;09;15;138,110593740569
4707428;1;4;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;138,110593740569
4707431;1;2;1;80;15;1;1;4;8; ;2; ; ;9; ;2; ;2; ;1;40;1800000;2;1;09;15;160,267409736373
4707432;1;1;1;80;15;1;1;4;7; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;15;97,1759045852696
4707432;1;3;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;97,1759045852696
4707433;1;2;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;92,3031649873637
4707434;1;2;1;80;15;1;1;2;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;15;152,352775357652
4707435;1;2;1;80;15;1;2; ; ; ; ;1;1;8; ; ; ;2; ; ; ; ; ;1;09;15;92,5589121993353
4707436;1;3;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;86,2313649609726
4707436;1;4;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;86,2313649609726
4707437;1;1;1;80;15;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;15;133,284337845198
4707439;1;1;1;80;15;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;15;75,2988707558152
4707439;1;2;1;80;15;1;1;4;4; ;2; ; ;4; ;3; ;2; ; ; ; ;3;1;09;15;75,2988707558152
4707439;1;4;1;80;15;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;15;75,2988707558152
4707440;1;1;1;80;15;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;15;100,409501899683
4707440;1;2;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;100,409501899683
4707441;1;1;1;80;15;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;15;97,362654542589
4707441;1;2;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;97,362654542589
4707442;1;2;1;80;15;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;15;97,362654542589
4707445;1;3;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;86,2313649609726
4707445;1;4;1;80;15;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;15;86,2313649609726
4707447;1;2;1;80;15;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;15;99,2175343140583
4707448;1;1;1;80;15;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;09;15;110,150028519216
4707448;1;2;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;110,150028519216
4707449;1;1;1;80;15;1;1;1;7; ;2; ; ;9; ;2; ;1;130000; ; ; ;2;1;09;15;89,395138580154
4707449;1;2;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;89,395138580154
4707449;1;3;1;80;15;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;15;89,395138580154
4707451;1;5;1;80;15;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;15;102,590125910145
4707453;1;1;1;80;15;1;1;1;8; ;2; ; ;1; ;2; ;1;250000; ; ; ;2;1;09;15;107,318092209518
4707454;1;1;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;99,2175343140583
4707454;1;2;1;80;15;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;15;99,2175343140583
4707455;1;2;1;80;15;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;15;97,362654542589
4707457;1;2;1;80;15;1;1;2;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;09;15;87,2365825892784
4707457;1;3;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;87,2365825892784
4707457;1;4;1;80;15;1;2; ; ; ; ;1;1;9; ;2; ;2; ; ; ; ;2;1;09;15;87,2365825892784
4707458;1;2;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;97,1759045852696
4707458;1;4;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;97,1759045852696
4707459;1;1;1;80;15;1;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;15;76,6238802744654
4707459;1;3;1;80;15;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;09;15;76,6238802744654
4707459;1;4;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;76,6238802744654
4707463;1;3;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;150,247100950491
4707464;1;1;1;80;15;1;1;4;5; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;15;104,154318590337
4707464;1;2;1;80;15;1;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;781242;2;1;09;15;104,154318590337
4707465;1;1;1;80;15;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;98;2;1;09;15;99,2175343140583
4707465;1;2;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;99,2175343140583
4707466;1;4;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;73,327064722259
4707466;1;5;1;80;15;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;15;73,327064722259
4707468;1;2;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;126,508789468388
4707468;1;3;1;80;15;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;15;126,508789468388
4707469;1;1;1;80;15;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;15;107,318092209518
4707471;1;3;1;80;15;1;1;4;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;15;108,254312583172
4707473;1;2;1;80;15;1;1;2;2; ;2; ; ;2; ;2; ;2; ;2; ;98;2;1;09;15;92,5589121993353
4707477;1;1;1;80;15;1;2; ; ; ; ;1;4;1; ;2; ;2; ; ; ; ;2;1;09;15;91,3669446137102
4707477;1;2;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;91,3669446137102
4707478;1;1;1;80;15;1;1;1;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;15;99,3505762470834
4707478;1;2;1;80;15;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;15;99,3505762470834
4707479;1;1;1;80;15;1;1;4;7; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;09;15;107,318092209518
4707480;1;1;1;80;15;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;56;1000000;2;1;09;15;105,346286175962
4707480;1;2;1;80;15;1;1;1;8; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;09;15;105,346286175962
4707482;1;2;1;80;15;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;15;92,5589121993353
4707484;1;1;1;80;15;1;1;1;7; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;09;15;108,510059795143
4707485;1;1;1;80;15;1;1;1;2; ;2; ; ;2; ;2; ;2; ; ; ; ;2;1;09;15;108,510059795143
4707486;1;1;1;80;15;1;1;1;2; ;2; ; ;2; ;2; ;2; ;2; ;1500000;2;1;09;15;108,510059795143
4707488;1;1;1;80;15;1;1;1;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;15;100,52642816177
4707489;1;2;1;80;15;1;1;3;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;15;91,3669446137102
4707490;1;1;1;80;15;1;1;3;5; ;2; ; ;11; ;3; ;2; ; ; ; ;3;1;09;15;107,318092209518
4707491;1;5;1;80;17;1;1;4;1; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;17;233,388795694296
4707492;1;1;1;80;17;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;17;161,14386411533
4707492;1;2;1;80;17;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;17;161,14386411533
4707493;1;2;1;80;17;1;1;4;3; ;1; ;2;9; ;1; ;2; ; ; ; ;2;1;09;17;258,047892004505
4707493;1;3;1;80;17;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;17;258,047892004505
4707494;1;1;1;80;17;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;17;222,040187003109
4707495;1;1;1;80;17;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;17;140,400346333614
4707495;1;2;1;80;17;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;17;140,400346333614
4707497;1;1;1;80;17;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;17;161,14386411533
4707497;1;2;1;80;17;1;1;4;6; ;2; ; ;11; ;2; ;2; ; ; ; ;2;1;09;17;161,14386411533
4707498;1;1;1;80;17;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;17;204,038451901858
4707498;1;3;1;80;17;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;17;204,038451901858
4707499;1;5;1;80;17;1;1;4;4; ;2; ; ;4; ;2; ;2; ; ; ; ;2;1;09;17;288,84940773357
4707500;1;3;1;80;17;1;1;1;2; ;2; ; ;2; ;2; ;2; ;1;16;781242;2;1;09;17;221,990500453922
4707501;1;1;1;80;17;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;17;164,46940972775
4707501;1;2;1;80;17;1;1;4;7; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;17;164,46940972775
4707501;1;3;1;80;17;1;1;4;7; ;2; ; ;1; ;2; ;2; ; ; ; ;2;1;09;17;164,46940972775
4707502;1;3;1;80;17;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;17;258,047892004505
4707503;1;1;1;80;17;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;17;151,544712183245
4707503;1;2;1;80;17;1;1;4;8; ;2; ; ;8; ;2; ;2; ; ; ; ;2;1;09;17;151,544712183245
4707506;1;1;1;80;17;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;17;164,46940972775
4707506;1;2;1;80;17;1;2; ; ; ; ;1;4;10; ;3; ;2; ; ; ; ;3;1;09;17;164,46940972775
4707507;1;1;1;80;17;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;17;158,352394885678
4707509;1;1;1;80;17;1;1;4;3; ;2; ; ;9; ;2; ;2; ; ; ; ;2;1;09;17;145,301980799352
4707509;1;3;1;80;17;1;2; ; ; ; ;2; ; ;.; ; ;2; ; ; ; ; ;1;09;17;145,301980799352
4707510;1;1;1;80;17;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;17;179,095912667393
4707511;1;1;1;80;17;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;17;164,46940972775
4707511;1;2;1;80;17;1;2; ; ; ; ;2; ; ;.;2; ;2; ; ; ; ;2;1;09;17;164,46940972775
4707512;1;1;1;80;17;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;17;133,592663631181
4707512;1;2;1;80;17;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;17;133,592663631181
4707512;1;3;1;80;17;1;1;4;5; ;2; ; ;10; ;3; ;2; ; ; ; ;3;1;09;17;133,592663631181
4707513;1;1;1;80;17;1;1;4;3; ;2; ; ;9; ;2; ;2; ;2; ;781242;2;1;09;17;235,040914540247
