Directorio;Secuencia_p;Orden;Hogar;Regis;Area;P7430;P7440;P7450;P7450s1;P7460;P7470;P7472;P7472s1;P7454;P7456;P7458s1;P7458;P7452;Ini;Mes;Dpto;Fex_c_2011
3396123;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;10;2;1;02;17;161,189845658082
3396123;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;02;17;161,189845658082
3396124;1;2;1;80;17;1;1;2; ;2; ;2; ; ; ; ;8;2;1;02;17;120,676496238847
3396124;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;17;120,676496238847
3396124;1;4;1;80;17;1;1;2; ; ; ;2; ; ; ; ;2;2;1;02;17;120,676496238847
3396124;1;5;1;80;17;2; ; ; ; ; ;2; ;2; ;.; ; ;1;02;17;120,676496238847
3396126;1;3;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;17;162,848115727186
3396129;1;2;1;80;17;1;4;8; ;2; ;2; ; ;2; ;8;1;1;02;17;161,189845658082
3396130;1;1;1;80;17;1;4;5; ;3; ;2; ; ; ; ;11;2;1;02;17;138,629015407927
3396131;1;3;1;80;17;1;2;7; ;2; ;2; ; ; ; ;2;2;1;02;17;146,207943833559
3396133;1;4;1;80;17;2; ; ; ;2; ;2; ;2; ;.; ; ;1;02;17;145,320193707084
3396133;1;5;1;80;17;1;4;7; ;2; ;2; ; ; ; ;11;2;1;02;17;145,320193707084
3396133;1;6;1;80;17;1;4;6; ;2; ;2; ; ; ; ;11;2;1;02;17;145,320193707084
3396134;1;3;1;80;17;1;3;4; ;2; ;2; ; ; ; ;4;2;1;02;17;135,310912462466
3396134;2;1;2;80;17;1;4;8; ;2; ;2; ; ;2; ;8;1;1;02;17;135,310912462466
3396136;1;2;1;80;17;1;4;3; ;2; ;2; ; ; ; ;9;2;1;02;17;147,994218285371
3396136;1;4;1;80;17;1;2;2; ;2; ;2; ; ;1; ;2;1;1;02;17;147,994218285371
3396137;1;2;1;80;17;1;2;7; ;2; ;2; ; ; ; ;9;2;1;02;17;172,213393687898
3396139;1;2;1;80;17;1;4;5; ;3; ;2; ; ; ; ;4;2;1;02;17;159,085027983068
