Directorio;Secuencia_p;Orden;Area;Regis;P7250;P7260;P7280;P7280s1;P7290;P7300;P7310;P7320;P7350;P7350s1;P7360;P7370;P7380;P7380s1;P7390;P7390s1;P7400;P7410;P7410s1;P7420;P7420s1;P7420s2;P7420s3;P7420s4;P7420s5;P7420s6;P7420s7;P7420s8;P7420s7a1;P7422;P7422s1;P7424;P7424s1;Dsi;Oficio1;Oficio2;Rama4d_d;Rama2d_d;Dpto;Fex_c_2011
373524;1;3;05;70;17;48;1; ;1;1;2;26;1; ;9;2;8; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;1;44;44;1600;16;05;703,230853538512
373527;1;5;05;70;17;24;1; ;2;2;2;17;1; ;4;2;2; ;1; ;2;11;ERA TEMPORAL; ; ; ; ; ; ; ; ;1; ;2; ;1;3200000;1;37;53;5521;55;05;707,76890709507
373536;1;3;05;70;2;48;1; ;1;1;2;2;1; ;2;2;8; ;2; ;2;5; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;600000;1;45;45;5529;55;05;704,778012282116
373548;1;5;05;70;48;48;1; ;2;2;2;52;1; ;1;2;3; ;8; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;98;6041;60;05;843,73611641802
373560;1;2;05;70;52;48;1; ;1;1;2;52;1; ;2;2;4; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;79;1810;18;05;707,76890709507
373562;1;4;05;70;48;48;1; ;2;2;2;36;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;34;34;2424;24;05;677,454219465107
373562;1;7;05;70;4;56;2; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;58; ; ; ;05;677,454219465107
373562;1;10;05;70;26;48;1; ;2;2;2;30;1; ;7;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2500000;1;33;33;5233;52;05;677,454219465107
373584;1;3;05;70;16;48;1; ;1;1;2;28;1; ;3;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;45;53;5519;55;05;769,217109422897
373589;1;1;05;70;3;48;1; ;2;2;2;20;1; ;7;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;1;32;32;8514;85;05;669,688102616026
373592;1;3;05;70;10;48;1; ;1;1;2;28;1; ;9;2;2; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;37;45;5211;52;05;762,210491428823
373601;1;2;05;70;16;48;3; ;1;1;2;2;4; ;1;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;60000;1;500000;1;45;45;5237;52;05;825,358183885236
373602;1;1;05;70;20;24;4; ;1;1;2;300;1; ;8;2;5; ;2; ;2;4; ; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;45;79;1810;18;05;812,967708230438
373602;1;2;05;70;8;48;1; ;1;1;2;16;1; ;3;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3500000;1;57;57;9302;93;05;812,967708230438
373603;1;3;05;70;45;48;2; ;1;1;2;45;2; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;13;8043;80;05;1010,00656349554
373603;1;4;05;70;20;48;1; ;1;1;2;20;1; ;9;1; ;.;8; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;1;58;79;1810;18;05;1010,00656349554
373672;1;2;08;70;8;56;3; ;1;1;2;8;3; ;1;2;4; ;4; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;650000;1;54;54;9500;95;08;364,792858965196
373688;1;2;08;70;20;48;1; ;2;2;2;20;4; ;3;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;150000;1;55;95;4522;45;08;410,325447919167
373690;1;1;08;70;5;60;1; ;1;1;2;5;1; ;8;1; ;.;2; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;98;98;6021;60;08;435,585966434656
373690;1;4;08;70;104;48;1; ;1;1;2;102;1; ;8;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;02;44;6602;66;08;435,585966434656
373692;2;2;08;70;104;48;1; ;1;1;2;104;1; ;4;1; ;.;4; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;45;45;1551;15;08;402,016426716582
373702;1;3;08;70;125;48;1; ;1;1;2;8;1; ;6;1; ;.;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;02;39;6424;64;08;442,409230821326
373702;1;4;08;70;26;48;1; ;1;1;2;26;4; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;3600000;1;02;02;7512;75;08;442,409230821326
373711;1;2;08;70;8;48;3; ;1;1;2;8;3; ;1;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1100000;1;54;54;9500;95;08;448,93427290717
373718;1;4;08;70;20;60;4; ;1;1;2;21;4; ;1;2;9; ;5; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;1;98;98;6031;60;08;503,418655282858
373718;1;7;08;70;2;50;3; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;54; ; ; ;08;503,418655282858
373721;1;1;08;70;12;48;1; ;1;1;2;12;1; ;7;1; ;.;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4500000;1;37;33;5237;52;08;489,399617685406
373726;1;3;08;70;24;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;08;517,972865280899
373731;1;3;08;70;26;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;09; ; ; ;08;527,495902192372
373740;1;3;08;70;24;48;1; ;1;1;2;52;1; ;4;1; ;.;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;45;5233;52;08;438,847337979802
373742;1;3;08;70;52;48;1; ;1;1;2;156;1; ;7;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;16;79;1810;18;08;382,348091779567
373748;1;1;08;70;55;48;1; ;1;1;2;100;2; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;39;39;7523;75;08;507,539449654012
373754;2;2;08;70;8;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;08;482,25440186887
373764;1;3;08;70;58;48;1; ;1;1;2;60;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;45;5234;52;08;927,060435481766
373767;1;1;08;70;24;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;33; ; ; ;08;377,569884233603
373770;1;3;08;70;4;24;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;08;412,667926920086
373771;1;1;08;70;52;48;1; ;2;2;2;52;4; ;1;2;2; ;1; ;2;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;87;4541;45;08;453,705683543029
373771;1;3;08;70;52;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;08;453,705683543029
373772;1;3;08;70;2;24;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;08;459,963579989952
373783;1;1;08;70;12;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;39; ; ; ;08;533,130411657955
373795;1;3;08;70;52;48;1; ;1;1;2;52;1; ;7;1; ;.;1; ;2;2; ; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;02;02;4530;45;08;457,594272723827
373795;1;4;08;70;24;48;1; ;1;1;2;24;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;70;70;1742;17;08;457,594272723827
373797;1;2;08;70;24;48;1; ;1;1;2;104;4; ;1;2;7; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5239;52;08;430,210088779183
373797;1;3;08;70;156;50;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;08;430,210088779183
373803;1;2;08;70;32;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;08;526,884054507546
373806;1;3;08;70;8;50;4; ;1;1;2;8;1; ;2;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;99;1;84;81;3619;36;08;452,822862087968
373806;1;4;08;70;48;50;4; ;1;1;2;48;4; ;1;2;7; ;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;95;95;4521;45;08;452,822862087968
373807;1;2;08;70;2;48;4; ;1;1;2;5;3; ;1;2;2; ;4; ;2;4; ; ; ; ; ; ; ;1; ; ; ;1;150000;1;900000;1;41;54;9500;95;08;491,512071795035
373807;1;4;08;70;8;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;08;491,512071795035
373810;1;2;08;70;2;48;4; ;1;1;2;3;4; ;1;2;9; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;180000;1;1500000;1;95;95;4521;45;08;456,084233633114
373812;1;3;08;70;8;48;1; ;1;1;2;16;4; ;1;2;2; ;4; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;1;79;41;5233;52;08;415,668220741266
373816;1;1;08;70;48;48;1; ;1;1;2;48;1; ;1;2;2; ;2; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;45;1551;15;08;489,706662544806
373826;1;5;08;70;96;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;97; ; ; ;08;532,811426483881
373835;1;5;11;70;216;48;3; ;1;1;2;216;1; ;4;2;2; ;1; ;2;11;TRABAJO  TEMORAL; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;92;2211;22;11;1283,08704245235
373835;1;6;11;70;216;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;97; ; ; ;11;1283,08704245235
373837;1;1;11;70;96;48;1; ;1;1;2;96;1; ;5;2;2; ;2; ;2;4; ; ;1; ; ; ; ; ;1; ;ARIENDOS  DE  SU CASA;2; ;2; ;1;98;37;7492;74;11;2250,72464313692
373845;1;1;11;70;52;48;1; ;1;1;2;52;1; ;8;1; ;.;1; ;1; ;.; ;1; ;1; ; ; ; ; ; ;2; ;2; ;1;90;90;2529;25;11;2410,78639584492
373862;1;4;11;70;24;48;1; ;1;1;2;1;1; ;2;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;1200000;1;38;38;6421;64;11;2404,45475059897
373869;1;2;11;70;3;48;1; ;2;2;2;4;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;100000;1;540000;1;45;79;1810;18;11;2473,44934291751
373870;1;3;11;70;52;48;1; ;1;1;2;94;1; ;2;1; ;.;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;79;03;7010;70;11;2231,88737409236
373872;1;1;11;70;12;48;4; ;1;1;2;12;4; ;1;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1600000;1;59;59;8512;85;11;2744,3962286565
373872;1;2;11;70;24;48;1; ;1;1;2;104;4; ;1;2;7; ;8; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;54;9301;93;11;2744,3962286565
373872;1;6;11;70;52;48;1; ;1;1;2;52;1; ;5;2;7; ;8; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;79;79;1810;18;11;2744,3962286565
373884;1;4;11;70;12;48;1; ;1;2;2;16;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;6300000;1;39;21;6412;64;11;2514,9697795605
373885;1;6;11;70;120;48;4; ;1;1;2;32;4; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;50000;1;50000;1;79;79;1810;18;11;2742,82383203893
373886;1;2;11;70;56;48;1; ;1;1;2;24;1; ;3;2;5; ;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;37;92;2233;22;11;2833,86304267542
373889;1;2;11;70;6;48;1; ;1;1;2;24;1; ;2;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;45;57;9302;93;11;2592,29899397239
373892;1;1;11;70;4;48;1; ;1;1;2;5;1; ;4;2;8; ;1; ;2;11;TEMPORAL; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;1;54;54;5512;55;11;2438,42295002753
373898;1;2;11;70;2;8;4; ;2;2;2;72;1; ;4;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;13;8041;80;11;2804,56120006889
373901;1;2;11;70;50;48;2; ;1;1;2;53;2; ;9;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;13;8045;80;11;2362,26752979177
373917;1;3;11;70;8;48;1; ;1;1;2;10;1; ;5;2;2; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;80000;1;53;53;5521;55;11;2533,52370907223
373917;1;4;11;70;8;48;1; ;1;1;2;8;1; ;3;2;2; ;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;1;45;45;1810;18;11;2533,52370907223
373921;1;5;11;70;3;48;3; ;1;1;2;104;3; ;1;2;4; ;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;11;2622,44150697891
373921;3;1;11;70;3;48;1; ;1;1;2;3;4; ;1;2;12;no    tenia  dinero  para  afiliarse;4; ;2;11;no  tenia  dinero; ; ; ; ; ; ; ; ;1; ;1;200000;1;700000;1;54;55;7493;74;11;2622,44150697891
373954;1;1;11;70;16;48;1; ;1;1;2;24;1; ;6;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ;1; ;ARRIENDOS;2; ;2; ;1;32;39;3000;30;11;2440,25414152353
373979;2;1;11;70;5;48;4; ;1;1;2;2;1; ;2;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;1200000;1;98;1;81;81;2090;20;11;2297,06609748788
373980;1;2;11;70;1;48;1; ;1;1;2;2;1; ;6;2;9; ;1; ;2;11;POR EL TIPO DE CONTRATO QUE TENIA; ; ; ; ; ; ; ; ;1; ;1;1850000;1;7000000;1;45;42;2220;22;11;1514,85330175761
373982;1;5;11;70;4;48;1; ;1;2;2;4;1; ;8;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;39;39;6042;60;11;1924,74213868338
373982;1;6;11;70;16;48;1; ;1;2;2;20;1; ;9;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;38;97;5244;52;11;1924,74213868338
373989;1;4;11;70;2;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;11;1199,33329098816
373994;1;1;11;70;2;48;1; ;1;1;2;2;4; ;1;2;8; ;8; ;2;6; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;1000000;1;45;56;9301;93;11;2156,40647564195
374003;1;1;11;70;4;60;4; ;1;1;2;4;4; ;1;1; ;.;1; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;1;98;1;02;02;7421;74;11;2046,69686036097
374006;1;2;11;70;200;40;1; ;1;1;2;200;1; ;7;2;5; ;3; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;09;45;5233;52;11;2475,98782814881
374008;1;2;11;70;3;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;33; ; ; ;11;2357,13817709392
374027;1;3;11;70;3;30;1; ;1;1;2;3;1; ;8;2;5; ;4; ;2;5; ; ; ; ; ; ; ; ; ;1; ;1;310000;1;2700000;1;97;19;9219;92;11;1915,71942719809
374035;1;2;11;70;28;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;33; ; ; ;11;2357,13817709392
374037;1;2;11;70;96;48;1; ;1;2;2;336;1; ;2;2;4; ;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5243;52;11;1888,64773483298
374039;2;4;11;70;2;48;3; ;2;2;2;2;3; ;1;2;5; ;8; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;156600;1;234900;1;54;54;9500;95;11;2395,51303354311
374041;1;2;11;70;48;48;4; ;1;1;2;48;4; ;1;1; ;.;2; ;1; ;.; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;85;85;5272;52;11;1523,87601324291
374041;1;3;11;70;48;48;1; ;2;2;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;11;1523,87601324291
374047;1;4;11;70;8;48;1; ;2;2;2;8;1; ;9;1; ;.;9;ERA  AFILIADO  A  EPS;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;3300000;1;58;58;7492;74;11;2390,69409571303
374053;1;2;11;70;4;48;1; ;1;1;2;4;1; ;4;1; ;.;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4780000;1;79;79;1810;18;11;2368,66868173845
374062;1;3;11;70;96;10;1; ;1;1;2;86;1; ;8;1; ;.;9;ESTA  AFILIADO  A EPS;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;03;81;3611;36;11;2032,06128509375
374062;1;5;11;70;6;10;1; ;1;1;2;24;1; ;3;1; ;.;4; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;00;7020;70;11;2032,06128509375
374068;1;4;11;70;24;40;4; ;2;2;2;28;4; ;1;2;2; ;1; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5262;52;11;2401,91626536767
374068;1;6;11;70;12;60;1; ;2;1;2;180;1; ;2;2;5; ;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;36;36;6021;60;11;2401,91626536767
374086;3;1;11;70;25;70;1; ;1;1;2;30;1; ;6;1; ;.;2; ;1; ;.; ;1; ; ; ; ; ; ; ; ;1;560000;1;5000000;1;45;45;5211;52;11;2116,33380436145
374091;1;1;11;70;48;48;1; ;1;1;2;12;4; ;1;2;2; ;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;250000;1;97;94;3699;36;11;2201,98825402235
374091;1;2;11;70;36;48;1; ;1;1;2;36;1; ;9;1; ;.;1; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;1;34;39;6213;62;11;2201,98825402235
374095;1;1;11;70;48;48;1; ;1;1;2;4;1; ;7;1; ;.;3; ;1; ;.; ; ; ; ; ; ; ; ;1; ;1;750000;1;98;1;13;13;8012;80;11;2409,33863048243
374098;1;2;11;70;48;48;1; ;1;1;2;48;1; ;7;1; ;.;2; ;1; ;.; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;92;92;2109;21;11;2688,25003424531
374099;1;2;11;70;48;48;3; ;1;1;2;4;3; ;1;2;2; ;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;1;360000;1;54;54;9500;95;11;2502,75118552404
374104;1;2;11;70;12;48;1; ;2;2;2;4;1; ;9;2;12;EL GOBIERNO DE ESTE PAIS LES CUBRE LO DE SALUD;3; ;1; ;.; ; ; ;1; ; ; ; ; ; ;1;2400000;1;30000000;1;05;05;9232;92;11;2119,74720997403
374113;1;3;11;70;36;48;1; ;1;1;1; ; ;.; ; ; ;.; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;93; ; ; ;11;2683,1730637827
